Time (GMT),Time,Latitude,Longitude,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR,,
54612,05:46:12,1255.0919,7740.2495,1c44,2d,2,02b1,84,1a00,6f,57,22,7a,4e,800,3700,46,,
54613,05:46:13,1255.0905,7740.2525,1cf0,17,2,234,53,1b00,79,57,23,7a,4e,800,3700,46,,
54613,05:46:13,1255.0895,7740.2546,1cbc,0,1,007a,53,1b00,79,57,23,7a,4e,700,3700,32,,
54614,05:46:14,1255.0881,7740.2576,1cac,3b,2,008f,19,1300,6d,57,23,7a,4e,700,3700,32,,
54614,05:46:14,1255.0872,7740.2597,1d4c,31,2,023b,19,1300,6d,57,23,7a,4e,800,3700,44,,
54615,05:46:15,1255.0857,7740.2628,1dc8,22,2,221,4d,1c00,77,57,24,7a,4e,800,3700,44,,
54615,05:46:15,1255.0847,7740.2649,1ea4,0,2,003b,4d,1c00,77,57,24,7a,4e,800,3700,36,,
54616,05:46:16,1255.0832,7740.268,1eb0,22,2,182,37,1800,72,57,25,7a,4e,800,3700,36,,
54616,05:46:16,1255.0822,7740.2702,1e5c,16,2,01df,37,1800,72,57,25,7a,4e,800,3700,5c,,
54617,05:46:17,1255.0807,7740.2734,1ecc,12,2,196,38,1800,76,57,26,7a,4e,800,3700,5c,,
54617,05:46:17,1255.0796,7740.2755,1e3c,0,1,0,38,1800,76,57,26,7a,4e,800,3700,5c,,
54618,05:46:18,1255.0781,7740.2787,1dfc,0,1,0,0,1270,6b,57,24,7a,4e,813,3744,5c,,
54618,05:46:18,1255.0771,7740.2808,1e14,25,2,010f,0,1270,6b,57,24,7a,4e,838,371c,6c,,
54619,05:46:19,1255.0756,7740.284,1e18,17,2,01ce,42,198c,72,57,25,7a,4e,838,371c,6c,,
54619,05:46:19,1255.0746,7740.2861,1d74,4,2,96,42,198c,72,57,25,7a,4e,074b,3711,78,,
54620,05:46:20,1255.073,7740.2893,1e0c,15,2,00d4,1f,148c,69,57,25,7a,4e,074b,3711,78,,
54620,05:46:20,1255.072,7740.2914,1e78,2e,2,234,1f,148c,69,57,25,7a,4e,818,3735,76,,
54621,05:46:21,1255.0703,7740.2946,1ed4,10,2,226,47,1b08,73,57,26,7a,4e,818,3735,76,,
54621,05:46:21,1255.0693,7740.2967,1e70,0,1,000a,47,1b08,73,57,26,7a,4d,757,3737,6d,,
54622,05:46:22,1255.0677,7740.3,1e04,0,1,0,0,1248,68,57,25,7a,4d,757,3737,6d,,
54622,05:46:22,1255.0666,7740.3021,1dc4,3e,2,00cf,0,1248,68,57,25,7a,4d,7e00,3716,67,,
54623,05:46:23,1255.065,7740.3053,1e44,42,2,025e,58,1c34,72,57,26,7a,4d,7e00,3716,67,,
54623,05:46:23,1255.0639,7740.3073,1f38,32,2,030e,58,1c00,72,57,26,7a,4e,900,3700,73,,
54624,05:46:24,1255.0622,7740.3104,2008,22,2,027a,50,1f00,7e,57,28,7a,4e,900,3700,73,,
54624,05:46:24,1255.061,7740.3126,2078,0a,2,01c9,50,1f00,7e,57,28,7a,4e,700,3700,6b,,
54625,05:46:25,1255.0593,7740.3159,20a4,0,1,19,11,1300,6e,57,28,7a,4e,700,3700,6b,,
54625,05:46:25,1255.0582,7740.3181,1ea4,0,5,0,11,1300,6e,57,28,7a,4d,600,3700,72,,
54626,05:46:26,1255.0566,7740.3213,12f4,0,5,0,0,1000,66,57,24,7a,4d,600,3700,72,,
54626,05:46:26,1255.0555,7740.3234,0d6c,0,5,71,0,1000,66,57,24,7a,4d,200,3600,73,,
54627,05:46:27,1255.054,7740.3262,0df8,0,5,70,3a,0b00,5e,57,20,7a,4d,200,3600,73,,
54627,05:46:27,1255.053,7740.3281,0dec,0,5,77,3a,0b00,5e,57,20,7a,49,200,3600,6f,,
54628,05:46:28,1255.0517,7740.3308,0df8,0,5,79,42,0b00,5c,57,1e,7a,49,200,3600,6f,,
54628,05:46:28,1255.0509,7740.3326,0.00E+00,0,1,007a,42,0b00,5c,57,1e,7a,49,200,3700,70,,
54629,05:46:29,1255.0498,7740.3354,0.00E+00,17,2,00a1,4e,0bf4,5b,57,1f,7a,49,026a,3700,70,,
54629,05:46:29,1255.049,7740.3372,12ac,0,1,002b,4e,0bf4,5b,57,1f,7a,4a,03ae,36f6,5b,,
54630,05:46:30,1255.0478,7740.3398,0d2c,0,1,83,44,0b54,5e,57,20,7a,4a,03ae,36f6,5b,,
54630,05:46:30,1255.0469,7740.3414,1bcc,80,2,237,44,0b54,5e,57,20,7a,4b,06c8,373f,5,,
54631,05:46:31,1255.0455,7740.3439,1ac4,b3,2,376,98,1478,6f,57,22,7a,4b,06c8,373f,5,,
54631,05:46:31,1255.0445,7740.3455,1c5c,b5,2,419,98,1478,6f,57,22,7a,4d,954,372a,5,,
54632,05:46:32,1255.0429,7740.3483,1e48,b7,2,04fc,ac,283c,8c,57,27,7a,4d,954,372a,5,,
54632,05:46:32,1255.0422,7740.3503,2000,93,2,605,ac,283c,8c,57,27,7a,4f,0d1a,374d,5,,
54633,05:46:33,1255.0407,7740.3536,223c,81,2,713,d0,2ae4,b4,57,2c,7a,4f,0d1a,374d,5,,
54633,05:46:33,1255.0395,7740.356,2460,58,2,061d,d0,2ae4,b4,57,2c,7a,50,0.00E+00,373b,3e,,
54634,05:46:34,1255.0375,7740.3599,2628,3b,2,03ed,6e,27ec,8d,57,30,7a,50,0.00E+00,373b,3e,,
54634,05:46:34,1255.0361,7740.3626,2704,18,2,288,6e,2700,8d,57,30,7a,50,0b00,3700,4a,,
54635,05:46:35,1255.034,7740.3669,2638,0,1,58,9,1500,72,57,30,7a,50,0b00,3700,4a,,
54635,05:46:35,1255.0325,7740.3698,2718,0,1,0,9,1500,72,57,30,7a,4f,0a00,3600,44,,
54636,05:46:36,1255.0304,7740.3741,268c,0,5,0,0,1300,6b,57,2e,7a,4f,0a00,3600,44,,
54636,05:46:36,1255.0291,7740.3767,253c,0,5,0,0,1300,6b,57,2e,7a,4f,900,3700,44,,
54637,05:46:37,1255.0271,7740.3805,23a8,0,5,0,0,1300,68,57,2a,7a,4f,900,3700,44,,
54637,05:46:37,1255.0259,7740.3829,21e8,0,5,0,0,1300,68,57,2a,7a,4e,800,3700,5,,
54638,05:46:38,1255.0242,7740.3864,2048,0,5,0,0,1200,66,57,26,7a,4e,800,3700,5,,
54638,05:46:38,1255.023,7740.3885,1e5c,0,5,0,0,1200,66,57,26,7a,4c,700,3700,5,,
54639,05:46:39,1255.0215,7740.3915,1c58,0,5,0,0,1100,64,57,21,7a,4c,700,3700,5,,
54639,05:46:39,1255.0206,7740.3934,1b08,0,5,0,0,1100,64,57,21,7a,4c,600,3700,5,,
54640,05:46:40,1255.0192,7740.3962,1aac,0,1,0,0,120c,63,57,20,7a,4c,068c,372b,5,,
54640,05:46:40,1255.0182,7740.398,1a64,0,1,0,0,120c,63,57,20,7a,4c,067b,3708,5,,
54641,05:46:41,1255.0168,7740.4007,199c,0,5,0,0,11d0,62,57,1e,7a,4c,067b,3708,5,,
54641,05:46:41,1255.0159,7740.4024,188c,0,5,0,0,11d0,62,57,1e,7a,4b,616,36f2,5,,
54642,05:46:42,1255.0143,7740.4045,178c,0,5,0,0,116c,62,57,1c,7a,4b,616,36f2,5,,
54642,05:46:42,1255.0133,7740.4059,16bc,0,5,0,0,116c,62,57,1c,7a,4b,582,371e,3b,,
54643,05:46:43,1255.0116,7740.4079,1624,0,1,0,0,1108,61,57,1b,7a,4b,582,371e,3b,,
54643,05:46:43,1255.0104,7740.409,15e8,34,2,52,0,1108,61,57,1b,7a,4b,584,3738,35,,
54644,05:46:44,1255.0083,7740.4105,168c,49,2,226,6d,15b8,64,57,1d,7a,4b,584,3738,35,,
54644,05:46:44,1255.0068,7740.4114,1764,31,2,027a,6d,15b8,64,57,1d,7a,4b,680,3757,38,,
54645,05:46:45,1255.0043,7740.4127,18a0,3f,2,029e,87,2148,6e,57,1f,7a,4b,680,3757,38,,
54645,05:46:45,1255.0024,7740.4133,1a08,3c,2,02c7,87,2100,6e,57,1f,7a,4c,700,3700,42,,
54646,05:46:46,1254.9995,7740.4143,1b54,3d,2,2e04,7b,2400,78,57,23,7a,4c,700,3700,42,,
54646,05:46:46,1254.9974,7740.4149,1c78,34,2,02f9,7b,2400,78,57,23,7a,4d,800,3700,58,,
54647,05:46:47,1254.9941,7740.4157,1d70,1f,2,260,56,1d00,7e,57,25,7a,4d,800,3700,58,,
54647,05:46:47,1254.9918,7740.4163,1df4,0a,2,197,56,1d00,7e,57,25,7a,4d,800,3700,79,,
54648,05:46:48,1254.9886,7740.4172,1e5c,0a,2,00ca,19,1400,71,57,26,7a,4d,800,3700,79,,
54648,05:46:48,1254.9864,7740.4178,1eac,0d,2,130,19,1400,71,57,26,7a,4d,500,3700,79,,
54649,05:46:49,1254.983,7740.4188,1e5c,11,2,015a,33,1700,6a,57,26,7a,4d,500,3700,79,,
54649,05:46:49,1254.9807,7740.4195,1e9c,23,2,01fa,33,1700,6a,57,26,7a,4b,700,3700,77,,
54650,05:46:50,1254.9774,7740.4207,1ee8,18,2,202,46,1a00,70,57,27,7a,4b,700,3700,77,,
54650,05:46:50,1254.9751,7740.4216,1f80,28,2,209,46,1a00,70,57,27,7a,4c,800,3700,74,,
54651,05:46:51,1254.9718,7740.4232,2004,36,2,02a0,57,2198,76,57,28,7a,4c,081d,3721,74,,
54651,05:46:51,1254.9695,7740.4244,2080,23,2,028a,57,2198,76,57,28,7a,4c,086c,3719,83,,
54652,05:46:52,1254.9663,7740.4264,20c4,0d,2,191,33,17fc,74,57,28,7a,4c,086c,3719,83,,
54652,05:46:52,1254.9641,7740.4277,2070,0,1,0,33,17fc,74,57,28,7a,4c,780,3740,6f,,
54653,05:46:53,1254.9611,7740.4298,1fd4,24,2,00f2,22,148c,6b,57,27,7a,4c,780,3740,6f,,
54653,05:46:53,1254.9591,7740.4312,2004,1d,2,01b8,22,148c,6b,57,27,7a,4c,726,372e,6b,,
54654,05:46:54,1254.9561,7740.4333,2088,0,1,002d,0,1400,69,57,26,7a,4c,726,372e,6b,,
54654,05:46:54,1254.9541,7740.4347,1f74,37,2,00cc,0,1400,69,57,26,7a,4c,088e,3724,6c,,
54655,05:46:55,1254.9513,7740.4369,1f7c,38,2,028f,57,1d60,74,57,27,7a,4c,088e,3724,6c,,
54655,05:46:55,1254.9494,7740.4384,1fdc,16,2,249,57,1d60,74,57,27,7a,4c,767,3722,64,,
54656,05:46:56,1254.9466,7740.4408,2040,3e,2,297,54,1fb8,79,57,28,7a,4c,767,3722,64,,
54656,05:46:56,1254.9447,7740.4424,2078,21,2,251,54,1f00,79,57,28,7a,4c,800,3700,71,,
54657,05:46:57,1254.9419,7740.4448,20fc,18,2,026c,4f,1e00,79,57,29,7a,4c,800,3700,71,,
54657,05:46:57,1254.9401,7740.4465,213c,20,2,01d7,4f,1e00,79,57,29,7a,4c,700,3700,72,,
54658,05:46:58,1254.9373,7740.4492,2154,2a,2,251,4b,1e00,75,57,29,7a,4c,700,3700,72,,
54658,05:46:58,1254.9355,7740.4509,21d8,42,2,02f5,4b,1e00,75,57,29,7a,4c,900,3700,74,,
54659,05:46:59,1254.9328,7740.4538,229c,52,2,03c9,76,2900,87,57,2b,7a,4c,900,3700,74,,
54659,05:46:59,1254.931,7740.4558,23a0,52,2,462,76,2900,87,57,2b,79,4c,0c00,3700,7d,,
54700,05:47:00,1254.9283,7740.4591,24cc,52,2,490,84,2a00,9d,57,2e,79,4c,0c00,3700,7d,,
54700,05:47:00,1254.9265,7740.4613,25cc,53,2,04ad,84,2a00,9d,57,2e,79,4e,0c00,3700,83,,
54701,05:47:01,1254.9238,7740.4649,26d8,51,2,04c6,86,2b00,a3,57,31,79,4e,0c00,3700,83,,
54701,05:47:01,1254.9221,7740.4675,27c8,50,2,049a,86,2b00,a3,57,31,79,4e,0c00,3700,83,,
54702,05:47:02,1254.9195,7740.4714,28dc,56,2,04c8,85,2bfc,a2,57,34,79,4e,0c6c,3736,83,,
54702,05:47:02,1254.9178,7740.4742,29f4,57,2,528,85,2bfc,a2,57,34,79,4d,0db2,373e,87,,
54703,05:47:03,1254.9153,7740.4785,2b14,57,2,551,8d,2c9c,a9,57,36,79,4d,0db2,373e,87,,
54703,05:47:03,1254.9136,7740.4815,2c20,57,2,560,8d,2c9c,a9,57,36,7a,4d,0eab,3742,95,,
54704,05:47:04,1254.9109,7740.486,2b4c,0,1,163,11,21fc,8c,57,37,7a,4d,0eab,3742,95,,
54704,05:47:04,1254.9092,7740.489,2058,0,1,0,11,21fc,8c,57,37,7a,4d,602,3735,7d,,
54705,05:47:05,1254.9065,7740.4935,1b4c,2a,2,016c,3d,1478,68,57,35,7a,4d,602,3735,7d,,
54705,05:47:05,1254.9048,7740.4964,1f00,35,2,2e07,3d,1478,68,57,35,7a,49,079d,3742,74,,
54706,05:47:06,1254.9021,7740.5009,1f18,25,2,02cb,5c,2148,76,57,38,7a,49,079d,3742,74,,
54706,05:47:06,1254.9003,7740.5039,1f28,15,2,01ed,5c,2148,76,57,38,7a,4a,689,3727,7b,,
54707,05:47:07,1254.8976,7740.5084,1f38,2d,2,01c7,3b,189c,70,57,37,7a,4a,689,3727,7b,,
54707,05:47:07,1254.8957,7740.5114,1f70,3b,2,02ef,3b,1800,70,57,37,7a,4a,800,3700,76,,
54708,05:47:08,1254.8929,7740.5159,1f9c,25,2,2e05,5c,2100,7b,57,38,7a,4a,800,3700,76,,
54708,05:47:08,1254.891,7740.5189,1fc8,13,2,208,5c,2100,7b,57,38,7a,4a,600,3700,7d,,
54709,05:47:09,1254.8882,7740.5234,1fe8,7,2,005c,12,1300,6d,57,37,7a,4a,600,3700,7d,,
54709,05:47:09,1254.8863,7740.5264,1f2c,4,2,63,12,1300,6d,57,37,7a,4a,600,3700,6c,,
54710,05:47:10,1254.8836,7740.5308,1ecc,0,1,0,0,1200,65,57,36,7a,4a,600,3700,6c,,
54710,05:47:10,1254.8817,7740.5336,1e4c,0,1,0,0,1200,65,57,36,7a,4a,700,3600,6a,,
54711,05:47:11,1254.8791,7740.5379,1db0,0,5,0,0,1200,65,57,34,7a,4a,700,3600,6a,,
54711,05:47:11,1254.8773,7740.5407,1cf0,0,5,0,0,1200,65,57,34,7a,4a,700,3700,5,,
54712,05:47:12,1254.8748,7740.5448,1c3c,0,5,0,0,1200,65,57,31,7a,4a,700,3700,5,,
54712,05:47:12,1254.8732,7740.5475,1bb0,0,1,0,0,1200,65,57,31,7a,4b,600,3700,5,,
54713,05:47:13,1254.8708,7740.5514,1b38,12,2,0,0,1180,64,57,2f,7a,4b,06d6,3736,5,,
54713,05:47:13,1254.8694,7740.5541,1af4,6,2,87,0,1180,64,57,2f,7a,4a,06ad,3749,50,,
54714,05:47:14,1254.8674,7740.5581,1a7c,17,2,007a,15,1298,65,57,2f,7a,4a,06ad,3749,50,,
54714,05:47:14,1254.8661,7740.5607,1adc,19,2,177,15,1298,65,57,2f,7a,4a,705,373c,69,,
54715,05:47:15,1254.8643,7740.5647,1aa0,1a,2,01b8,4e,18d8,6c,57,30,7a,4a,705,373c,69,,
54715,05:47:15,1254.8632,7740.5674,1a0c,0,1,00da,4e,18d8,6c,57,30,7a,4a,05bf,3711,6c,,
54716,05:47:16,1254.8617,7740.5714,1a98,28,2,8,0,1130,66,57,2e,7a,4a,05bf,3711,6c,,
54716,05:47:16,1254.8607,7740.5741,1a90,41,2,023d,0,1130,66,57,2e,7a,4a,778,3715,37,,
54717,05:47:17,1254.8593,7740.5783,1afc,31,2,02af,71,1e3c,73,57,31,7a,4a,778,3715,37,,
54717,05:47:17,1254.8584,7740.5811,1afc,0,1,171,71,1e3c,73,57,31,7a,4b,718,372f,48,,
54718,05:47:18,1254.8571,7740.5853,1a48,0,5,0,0,1644,6b,57,2d,7a,4b,718,372f,48,,
54718,05:47:18,1254.8563,7740.588,18f4,0,5,0,0,1600,6b,57,2d,7a,4a,600,3600,54,,
54719,05:47:19,1254.8554,7740.5918,170c,0,5,0,0,1000,65,57,29,7a,4a,600,3600,54,,
54719,05:47:19,1254.8549,7740.5943,1744,55,2,012c,0,1000,65,57,29,7a,49,600,3600,5,,
54720,05:47:20,1254.854,7740.598,16bc,85,2,030b,b0,1800,6b,57,2a,7a,49,600,3600,5,,
54720,05:47:20,1254.8534,7740.6005,1778,83,2,393,b0,1800,6b,57,2a,7a,49,700,3700,5,,
54721,05:47:21,1254.8524,7740.6043,1850,81,2,03c8,bf,2400,79,57,2c,7a,49,700,3700,5,,
54721,05:47:21,1254.8517,7740.6069,18e4,78,2,040f,bf,2400,79,57,2c,7a,4a,800,3700,33,,
54722,05:47:22,1254.8507,7740.6109,1990,6c,2,456,c4,2500,85,57,2d,7a,4a,800,3700,33,,
54722,05:47:22,1254.8499,7740.6135,1a30,68,2,047a,c4,2500,85,57,2d,7a,4b,800,3700,35,,
54723,05:47:23,1254.8487,7740.6177,1b00,5f,2,047f,b8,2500,8f,57,30,7a,4b,800,3700,35,,
54723,05:47:23,1254.8479,7740.6206,1b7c,42,2,326,b8,2500,8f,57,30,7a,4c,900,3700,4b,,
54724,05:47:24,1254.8467,7740.6251,1bc4,2c,2,2e04,76,2274,8a,57,31,7a,4c,926,3738,4b,,
54724,05:47:24,1254.8459,7740.6281,1bf8,22,2,244,76,2274,8a,57,31,7a,4b,08c4,3737,7a,,
54725,05:47:25,1254.8448,7740.6328,1b50,0,1,00fe,15,1428,79,57,31,7a,4b,08c4,3737,7a,,
54725,05:47:25,1254.844,7740.6358,1bbc,0,1,0,15,1428,79,57,31,7a,4b,06cb,372f,6d,,
54726,05:47:26,1254.8429,7740.6403,1af0,0,1,0,0,11f8,69,57,2f,7a,4b,06cb,372f,6d,,
54726,05:47:26,1254.8422,7740.6432,1ab8,0,1,0,0,11f8,69,57,2f,7a,4a,065b,3733,32,,
54727,05:47:27,1254.8412,7740.6476,1a64,6,2,12,9,11f8,66,57,2e,7a,4a,065b,3733,32,,
54727,05:47:27,1254.8405,7740.6504,1a98,0d,2,116,9,11f8,66,57,2e,7a,49,06d0,3743,67,,
54728,05:47:28,1254.8393,7740.6547,1ab4,1a,2,135,37,15b8,69,57,2e,7a,49,06d0,3743,67,,
54728,05:47:28,1254.8385,7740.6574,1a1c,19,2,01a0,37,15b8,69,57,2e,7a,4a,063a,3724,76,,
54729,05:47:29,1254.8372,7740.6616,1a28,12,2,019d,4b,17ac,6b,57,2f,7a,4a,063a,3724,76,,
54729,05:47:29,1254.8364,7740.6644,1a38,0d,2,148,4b,1700,6b,57,2f,7b,49,400,3700,7a,,
54730,05:47:30,1254.835,7740.6685,1a38,0d,2,146,3d,1600,66,57,2e,7b,49,400,3700,7a,,
54730,05:47:30,1254.8341,7740.6713,1a3c,7,2,009b,3d,1600,66,57,2e,7b,49,400,3700,7c,,
54731,05:47:31,1254.8327,7740.6754,19b0,6,2,76,18,1100,61,57,2d,7b,49,400,3700,7c,,
54731,05:47:31,1254.8317,7740.6781,1954,4,2,004d,18,1100,61,57,2d,7b,48,500,3700,6c,,
54732,05:47:32,1254.8302,7740.6821,18f0,0,5,0,0,1100,61,57,2b,7b,48,500,3700,6c,,
54732,05:47:32,1254.8292,7740.6846,17f0,0,5,0,0,1100,61,57,2b,7b,49,500,3600,6d,,
54733,05:47:33,1254.8277,7740.6882,16b8,0,5,0,0,1000,61,57,27,7b,49,500,3600,6d,,
54733,05:47:33,1254.8268,7740.6905,15cc,0,5,0,0,1000,61,57,27,7b,49,500,3700,5,,
54734,05:47:34,1254.8255,7740.6939,1528,0,5,0,0,1000,60,57,24,7b,49,500,3700,5,,
54734,05:47:34,1254.8247,7740.6961,1450,0,5,0,0,1000,60,57,24,7b,49,400,3700,33,,
54735,05:47:35,1254.8235,7740.6993,13bc,0,1,0,0,0fdc,60,57,22,7b,49,04c5,3716,33,,
54735,05:47:35,1254.8228,7740.7014,1348,47,2,34,0,0fdc,60,57,22,7a,49,049a,3724,5,,
54736,05:47:36,1254.8216,7740.7046,12e0,97,2,252,ac,14c8,62,57,24,7a,49,049a,3724,5,,
54736,05:47:36,1254.8208,7740.7067,13b0,9f,2,026f,ac,14c8,62,57,24,7a,49,050e,372c,5,,
54737,05:47:37,1254.8197,7740.71,1454,7e,2,02a1,b0,1d60,68,57,25,7a,49,050e,372c,5,,
54737,05:47:37,1254.8189,7740.7122,14dc,7e,2,02c3,b0,1d60,68,57,25,7a,4a,584,3741,5,,
54738,05:47:38,1254.8176,7740.7156,1544,80,2,2e08,b6,1e50,6d,57,26,7a,4a,584,3741,5,,
54738,05:47:38,1254.8168,7740.7179,15bc,7f,2,318,b6,1e50,6d,57,26,7a,4a,062d,373f,5,,
54739,05:47:39,1254.8155,7740.7214,1648,80,2,361,c0,2080,73,57,28,7a,4a,062d,373f,5,,
54739,05:47:39,1254.8146,7740.7238,16f0,7f,2,039c,c0,2080,73,57,28,7a,4a,070e,3704,5,,
54740,05:47:40,1254.8131,7740.7274,177c,7f,2,03b6,c3,2224,7a,57,2a,7a,4a,070e,3704,5,,
54740,05:47:40,1254.8121,7740.7299,1800,7f,2,03f4,c3,2200,7a,57,2a,7a,4a,700,3700,5,,
54741,05:47:41,1254.8103,7740.7337,18b4,7e,2,043e,cb,2400,83,57,2b,7a,4a,700,3700,5,,
54741,05:47:41,1254.8091,7740.7362,1948,7e,2,474,cb,2400,83,57,2b,7a,4b,800,3700,5,,
54742,05:47:42,1254.8072,7740.7401,19bc,7c,2,04bf,cf,2500,8d,57,2e,7a,4b,800,3700,5,,
54742,05:47:42,1254.8059,7740.7427,1a68,74,2,04ff,cf,2500,8d,57,2e,7a,4b,900,3700,34,,
54743,05:47:43,1254.8039,7740.7468,1b1c,69,2,04cc,c0,2600,98,57,32,7a,4b,900,3700,34,,
54743,05:47:43,1254.8025,7740.7496,1bb4,66,2,04b0,c0,2600,98,57,32,7a,4b,900,3700,3a,,
54744,05:47:44,1254.8003,7740.7538,1c54,66,2,04bc,b3,2600,9a,57,35,7a,4b,900,3700,3a,,
54744,05:47:44,1254.7988,7740.7567,1cec,66,2,04de,b3,2600,9a,57,35,7b,4c,0a00,3700,42,,
54745,05:47:45,1254.7965,7740.7611,1d94,53,2,041d,90,2600,9c,57,36,7b,4c,0a00,3700,42,,
54745,05:47:45,1254.795,7740.7641,1e0c,40,2,353,90,2600,9c,57,36,7b,4c,900,3700,4e,,
54746,05:47:46,1254.7927,7740.7686,1e60,2c,2,02f2,63,2260,7e,57,37,7b,4c,972,3732,4e,,
54746,05:47:46,1254.7911,7740.7716,1dfc,0,1,141,63,2260,7e,57,37,7b,4a,07c8,373b,57,,
54747,05:47:47,1254.7888,7740.776,1dc0,0,1,0,0,11f8,6b,57,34,7b,4a,07c8,373b,57,,
54747,05:47:47,1254.7872,7740.779,1d58,0,5,0,0,11f8,6b,57,34,7b,4a,771,3722,5b,,
54748,05:47:48,1254.785,7740.7833,1cb0,0,5,0,0,1234,67,57,31,7b,4a,771,3722,5b,,
54748,05:47:48,1254.7836,7740.7862,1be4,0,5,0,0,1234,67,57,31,7b,49,06ed,3715,5,,
54749,05:47:49,1254.7815,7740.7902,1aec,0,5,0,0,11f8,65,57,2e,7b,49,06ed,3715,5,,
54749,05:47:49,1254.7801,7740.7928,1a00,0,5,0,0,11f8,65,57,2e,7b,49,066a,3728,5,,
54750,05:47:50,1254.778,7740.7966,18e8,0,5,0,0,1180,63,57,2a,7b,49,066a,3728,5,,
54750,05:47:50,1254.7767,7740.7989,1794,0,5,0,0,1180,63,57,2a,7b,48,05db,36ed,37,,
54751,05:47:51,1254.7749,7740.8023,15c4,0,5,0,0,10b8,62,57,25,7b,48,05db,36ed,37,,
54751,05:47:51,1254.7738,7740.8044,0fb8,0,5,65,0,1000,62,57,25,7b,48,300,3600,79,,
54752,05:47:52,1254.7721,7740.8075,0.00E+00,0,1,76,38,0c00,5f,57,24,7b,48,300,3600,79,,
54752,05:47:52,1254.7711,7740.8095,0.00E+00,0,1,73,38,0c00,5f,57,24,7b,47,200,3700,6e,,
54753,05:47:53,1254.7695,7740.8126,0f14,13,2,00d6,6d,0b00,5c,57,24,7b,47,200,3700,6e,,
54753,05:47:53,1254.7684,7740.8146,1fe0,27,2,315,6d,0b00,5c,57,24,7b,45,800,3700,72,,
54754,05:47:54,1254.7668,7740.8176,1da4,12,2,018b,36,1700,6e,57,24,7b,45,800,3700,72,,
54754,05:47:54,1254.7658,7740.8196,1d58,12,2,187,36,1700,6e,57,24,7b,4a,600,3700,6c,,
54755,05:47:55,1254.7642,7740.8226,1d78,0,1,44,4,1200,69,57,23,7b,4a,600,3700,6c,,
54755,05:47:55,1254.7631,7740.8246,1c7c,0,5,0,4,1200,69,57,23,7b,4a,600,3700,6d,,
54756,05:47:56,1254.7616,7740.8274,1b28,0,5,0,0,1200,66,57,20,7b,4a,600,3700,6d,,
54756,05:47:56,1254.7606,7740.8292,19f8,0,5,0,0,1200,66,57,20,7b,4a,600,3700,6c,,
54757,05:47:57,1254.7591,7740.8318,1948,12,2,0,0,1158,64,57,20,7b,4a,626,372f,6c,,
54757,05:47:57,1254.7581,7740.8335,1870,56,2,01cf,0,1158,64,57,20,7b,49,06ec,3722,5f,,
54758,05:47:58,1254.7566,7740.8361,1a08,2e,2,02ab,78,1c0c,6f,57,20,7b,49,06ec,3722,5f,,
54758,05:47:58,1254.7559,7740.838,1ab0,1f,2,1e08,78,1c0c,6f,57,20,7b,4a,732,3740,6b,,
54759,05:47:59,1254.7545,7740.8407,1b78,4e,2,02cf,75,22ec,77,57,23,7b,4a,732,3740,6b,,
54759,05:47:59,1254.7534,7740.8425,1c40,4e,2,341,75,22ec,77,57,23,7b,4a,08b3,373a,73,,
54800,05:48:00,1254.7518,7740.8455,1d60,41,2,350,7d,2698,83,57,25,7b,4a,08b3,373a,73,,
54800,05:48:00,1254.7508,7740.8476,1e40,29,2,2e02,7d,2698,83,57,25,7b,4a,07fe,373c,6f,,
54801,05:48:01,1254.7493,7740.8508,1d38,0,1,25,0b,1680,73,57,25,7b,4a,07fe,373c,6f,,
54801,05:48:01,1254.7483,7740.8528,1d84,0,1,0,0b,1680,73,57,25,7b,4a,6e07,3747,6d,,
54802,05:48:02,1254.7468,7740.8558,1cd8,0,1,0,0,11bc,68,57,23,7b,4a,6e07,3747,6d,,
54802,05:48:02,1254.7459,7740.8578,1c2c,46,2,84,0,1100,68,57,23,7b,4a,700,3700,72,,
54803,05:48:03,1254.7443,7740.8607,1c6c,20,2,201,4d,1a00,6e,57,23,7b,4a,700,3700,72,,
54803,05:48:03,1254.7433,7740.8625,1bc8,5,2,00ad,4d,1a00,6e,57,23,7b,49,500,3700,75,,
54804,05:48:04,1254.7417,7740.8653,1c6c,0e,2,00ea,28,1400,68,57,23,7b,49,500,3700,75,,
54804,05:48:04,1254.7406,7740.8671,1c68,4a,2,019e,28,1400,68,57,23,7b,49,700,3700,67,,
54805,05:48:05,1254.7392,7740.8699,1d24,51,2,030a,75,1f00,73,57,25,7b,49,700,3700,67,,
54805,05:48:05,1254.7382,7740.8718,1dfc,38,2,345,75,1f00,73,57,25,7a,4a,900,3700,75,,
54806,05:48:06,1254.7367,7740.8747,1ebc,27,2,02b4,5b,2000,81,57,26,7a,4a,900,3700,75,,
54806,05:48:06,1254.7356,7740.8768,1f28,0e,2,179,5b,2000,81,57,26,7a,4a,600,3700,7e,,
54807,05:48:07,1254.734,7740.8799,1f10,8,2,010b,26,1500,6f,57,26,7a,4a,600,3700,7e,,
54807,05:48:07,1254.7329,7740.8819,1eb8,6,2,90,26,1500,6f,57,26,7a,49,500,3700,78,,
