Time (GMT),Time,Latitude,Longitude,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR,,
53120,05:31:20,1256.3016,7737.7684,19c0,0,1,0,0,1194,62,57,1f,75,47,061f,3744,63,,
53120,05:31:20,1256.3012,7737.7655,18e0,0,1,0,0,1194,62,57,1f,75,47,05bf,3756,63,,
53121,05:31:21,1256.301,7737.7636,17d4,0,1,0,0,1158,61,57,1c,75,47,05bf,3756,63,,
53121,05:31:21,1256.301,7737.7608,1714,0,5,0,0,1158,61,57,1c,75,47,05bf,371c,5,,
53122,05:31:22,1256.3005,7737.7589,162c,0,5,0,0,1090,60,57,19,75,47,05bf,371c,5,,
53122,05:31:22,1256.2999,7737.7564,1480,0,5,0,0,1000,60,57,19,75,47,400,3700,35,,
53123,05:31:23,1256.2997,7737.7547,139c,0,5,0,0,0f00,5f,57,17,75,47,400,3700,35,,
53123,05:31:23,1256.2992,7737.7523,12b8,0,5,3,0,0f00,5f,57,17,75,47,400,3600,50,,
53124,05:31:24,1256.299,7737.7509,11fc,0,5,004a,1d,0f00,5e,57,15,75,47,400,3600,50,,
53124,05:31:24,1256.2986,7737.749,1194,0,5,60,1d,0f00,5e,57,15,75,46,200,3700,6c,,
53125,05:31:25,1256.2984,7737.7478,10fc,0,5,007a,2d,0f00,5d,57,13,75,46,200,3700,6c,,
53125,05:31:25,1256.2979,7737.7462,0f0c,0,5,77,2d,0f00,5d,57,13,74,45,200,3600,68,,
53126,05:31:26,1256.2976,7737.7452,0de8,0,5,79,40,0c00,5c,57,10,74,45,200,3600,68,,
53126,05:31:26,1256.2971,7737.7437,0.00E+00,0,5,007a,40,0c00,5c,57,10,74,44,200,3600,6c,,
53127,05:31:27,1256.2969,7737.7428,0.00E+00,0,5,007d,41,0b00,5b,57,0d,74,44,200,3600,6c,,
53127,05:31:27,1256.2967,7737.7416,0.00E+00,0,1,007d,41,0b00,5b,57,0d,74,45,200,3700,68,,
53128,05:31:28,1256.2964,7737.741,0e0c,0e,2,79,3f,0ba4,5b,57,0d,74,45,265,370d,68,,
53128,05:31:28,1256.2965,7737.7404,12b0,13,2,01ce,3f,0ba4,5b,57,0d,74,45,409,3744,59,,
53129,05:31:29,1256.2964,7737.7398,1310,20,2,01a0,73,14b4,5f,57,0f,74,45,409,3744,59,,
53129,05:31:29,1256.2963,7737.7386,13f8,49,2,01bb,73,14b4,5f,57,0f,74,47,521,374b,57,,
53130,05:31:30,1256.2959,7737.7376,15ac,36,2,220,86,1b6c,64,57,12,74,47,521,374b,57,,
53130,05:31:30,1256.2953,7737.7362,1774,21,2,205,86,1b6c,64,57,12,74,47,621,3772,70,,
53131,05:31:31,1256.295,7737.7353,1808,7,2,019e,50,1554,67,57,12,74,47,621,3772,70,,
53131,05:31:31,1256.2945,7737.7336,17f0,8,2,19,50,1554,67,57,12,74,48,465,36ff,6e,,
53132,05:31:32,1256.2941,7737.7326,1654,2b,2,86,26,11e4,60,57,11,74,48,465,36ff,6e,,
53132,05:31:32,1256.2936,7737.7309,1648,3c,2,019f,26,11e4,60,57,11,74,47,05ec,3729,62,,
53133,05:31:33,1256.2933,7737.7298,17b0,31,2,229,75,1b1c,67,57,12,74,47,05ec,3729,62,,
53133,05:31:33,1256.2928,7737.7281,1708,0,5,00bb,75,1b00,67,57,12,74,48,500,3600,66,,
53134,05:31:34,1256.2924,7737.727,12a8,0,5,009d,33,1000,63,57,0c,74,48,500,3600,66,,
53134,05:31:34,1256.2921,7737.7258,1174,0,5,96,33,1000,63,57,0c,74,47,200,3600,6a,,
53135,05:31:35,1256.2915,7737.7252,0fd8,0,5,007b,35,0d00,5d,57,0a,74,47,200,3600,6a,,
53135,05:31:35,1256.2909,7737.7247,0df4,0,5,79,35,0d00,5d,57,0a,74,45,200,3600,66,,
53136,05:31:36,1256.2903,7737.7245,0.00E+00,0,1,007c,3f,0c00,5c,57,9,74,45,200,3600,66,,
53136,05:31:36,1256.2895,7737.7245,0.00E+00,0,1,79,3f,0c00,5c,57,9,74,45,200,3700,67,,
53137,05:31:37,1256.289,7737.7246,0.00E+00,0,1,79,3f,0c00,5b,57,0a,74,45,200,3700,67,,
53137,05:31:37,1256.2881,7737.7248,0.00E+00,0,1,007a,3f,0c00,5b,57,0a,74,45,200,3700,68,,
53138,05:31:38,1256.2875,7737.7249,0.00E+00,0,1,007c,41,0b00,5b,57,0b,74,45,200,3700,68,,
53138,05:31:38,1256.2866,7737.7251,0ee8,11,2,007e,41,0b00,5b,57,0b,74,46,300,3700,5b,,
53139,05:31:39,1256.286,7737.7254,1e01,1f,2,118,7e,1090,5c,57,0f,74,46,039d,370d,5b,,
53139,05:31:39,1256.2848,7737.7258,1418,39,2,019e,7e,1090,5c,57,0f,74,47,533,371e,5b,,
53140,05:31:40,1256.2839,7737.7261,16a4,36,2,01d4,6d,18b0,63,57,13,74,47,533,371e,5b,,
53140,05:31:40,1256.2823,7737.7269,18c0,33,2,025e,6d,18b0,63,57,13,74,48,700,3732,62,,
53141,05:31:41,1256.281,7737.7276,1bfc,19,2,024f,5e,1c98,6f,57,16,74,48,700,3732,62,,
53141,05:31:41,1256.2789,7737.7281,1b30,0,1,00cd,5e,1c98,6f,57,16,75,49,678,36de,69,,
53142,05:31:42,1256.2773,7737.7285,1370,0,5,003f,16,107c,66,57,16,75,49,678,36de,69,,
53142,05:31:42,1256.2749,7737.729,0.00E+00,0,1,64,16,107c,66,57,16,75,47,229,3724,57,,
53143,05:31:43,1256.2734,7737.7293,11c4,0d,2,00fa,7d,0.00E+00,5f,57,16,75,47,229,3724,57,,
53143,05:31:43,1256.2711,7737.7296,1224,0,1,37,7d,0.00E+00,5f,57,16,75,47,03ea,36d3,62,,
53144,05:31:44,1256.2697,7737.7299,0fc0,0,5,17,0c,0.00E+00,5e,57,11,75,47,03ea,36d3,62,,
53144,05:31:44,1256.2679,7737.7303,0.00E+00,0,5,73,0c,0.00E+00,5e,57,11,75,47,200,3600,66,,
53145,05:31:45,1256.2667,7737.7305,0.00E+00,0,5,007e,42,0b00,5c,57,0f,75,47,200,3600,66,,
53145,05:31:45,1256.2652,7737.7309,0dfc,0,5,007d,42,0b00,5c,57,0f,75,45,200,3600,67,,
53146,05:31:46,1256.2643,7737.731,0.00E+00,0,5,007c,3e,0b00,5b,57,0e,75,45,200,3600,67,,
53146,05:31:46,1256.2632,7737.7314,0e3c,0,1,007c,3e,0b00,5b,57,0e,75,46,200,3600,6a,,
53147,05:31:47,1256.2624,7737.7317,0da8,0,1,82,46,0b00,5b,57,0d,75,46,200,3600,6a,,
53147,05:31:47,1256.2614,7737.732,0.00E+00,0,1,007d,46,0b00,5b,57,0d,75,46,200,3600,68,,
53148,05:31:48,1256.2606,7737.7323,0.00E+00,0,5,80,43,0b00,5b,57,0c,75,46,200,3600,68,,
53148,05:31:48,1256.2596,7737.7326,0.00E+00,0,5,007a,43,0b00,5b,57,0c,75,46,200,3600,67,,
53149,05:31:49,1256.2589,7737.7327,0.00E+00,0,5,007e,41,0b00,5b,57,0a,75,46,200,3600,67,,
53149,05:31:49,1256.2583,7737.7328,0dfc,0,5,80,41,0b00,5b,57,0a,75,47,200,3600,69,,
53150,05:31:50,1256.2578,7737.7328,0.00E+00,0,5,82,43,0c30,5b,57,0a,75,47,256,36b2,69,,
53150,05:31:50,1256.257,7737.733,0.00E+00,0,1,83,43,0c30,5b,57,0a,75,47,267,36d3,69,,
53151,05:31:51,1256.2565,7737.7332,0d70,0,1,93,4d,0ba4,5b,57,0a,75,47,267,36d3,69,,
53151,05:31:51,1256.2557,7737.7338,0f88,0f,2,014c,4d,0ba4,5b,57,0a,75,47,03c3,36a5,47,,
53152,05:31:52,1256.2551,7737.7343,0fd8,15,2,208,c5,13b0,5e,57,0e,75,47,03c3,36a5,47,,
53152,05:31:52,1256.2542,7737.7353,1258,34,2,020d,c5,13b0,5e,57,0e,75,47,480,3742,35,,
53153,05:31:53,1256.2537,7737.7361,1418,34,2,01b8,7b,17e8,61,57,11,75,47,480,3742,35,,
53153,05:31:53,1256.2529,7737.7374,1568,34,2,022a,7b,17e8,61,57,11,75,49,05b2,3740,48,,
53154,05:31:54,1256.2523,7737.7383,1704,1,1,018a,59,15e0,67,57,12,75,49,05b2,3740,48,,
53154,05:31:54,1256.2516,7737.7397,1648,0,5,007c,59,15e0,67,57,12,75,4a,544,36db,5d,,
53155,05:31:55,1256.2514,7737.7407,1138,0,5,98,37,0f78,62,57,10,75,4a,544,36db,5d,,
53155,05:31:55,1256.2518,7737.7422,10a0,0,1,87,37,0f00,62,57,10,75,49,200,3600,69,,
53156,05:31:56,1256.2519,7737.7432,0fe8,0,1,65,2d,0.00E+00,5d,57,0f,75,49,200,3600,69,,
53156,05:31:56,1256.252,7737.7445,11c4,0,1,25,2d,0.00E+00,5d,57,0f,75,47,400,3700,6c,,
53157,05:31:57,1256.2521,7737.7453,1150,0a,2,50,22,0f00,5d,57,0d,75,47,400,3700,6c,,
53157,05:31:57,1256.252,7737.7464,1074,5,2,004d,22,0f00,5d,57,0d,75,48,200,3600,65,,
53158,05:31:58,1256.2516,7737.7469,106c,16,2,00b1,49,0.00E+00,5c,57,0d,75,48,200,3600,65,,
53158,05:31:58,1256.251,7737.7475,10c4,14,2,128,49,0.00E+00,5c,57,0d,75,47,300,3700,5a,,
53159,05:31:59,1256.2505,7737.7478,11c0,18,2,141,6b,1200,5e,57,0e,75,47,300,3700,5a,,
53159,05:31:59,1256.2495,7737.7482,12cc,26,2,015c,6b,1200,5e,57,0e,75,48,400,3700,5e,,
53200,05:32:00,1256.2487,7737.7486,1414,39,2,01c0,7b,1600,61,57,10,75,48,400,3700,5e,,
53200,05:32:00,1256.2475,7737.7491,15f0,2e,2,224,7b,1600,61,57,10,75,49,500,3600,66,,
53201,05:32:01,1256.2467,7737.7497,17e0,24,2,218,6e,1aa4,68,57,13,75,49,5e05,36e5,66,,
53201,05:32:01,1256.2456,7737.7503,193c,23,2,022f,6e,1aa4,68,57,13,75,4a,641,374c,70,,
53202,05:32:02,1256.2451,7737.7503,1aac,14,2,196,47,1798,69,57,15,75,4a,641,374c,70,,
53202,05:32:02,1256.2439,7737.7503,1af8,0f,2,016c,47,1798,69,57,15,75,4a,543,3722,70,,
53203,05:32:03,1256.2432,7737.7506,1b88,9,2,147,38,15a4,65,57,15,75,4a,543,3722,70,,
53203,05:32:03,1256.2417,7737.751,1a9c,1,2,0,38,15a4,65,57,15,75,49,05f1,3733,75,,
53204,05:32:04,1256.2406,7737.7512,1994,6,2,45,10,11bc,62,57,13,75,49,05f1,3733,75,,
53204,05:32:04,1256.2389,7737.7508,187c,6,2,58,10,11bc,62,57,13,75,49,044d,3716,6d,,
53205,05:32:05,1256.2378,7737.7508,1824,0c,2,00b8,28,12c0,5f,57,13,75,49,044d,3716,6d,,
53205,05:32:05,1256.2362,7737.7513,1838,0d,2,00f6,28,12c0,5f,57,13,75,48,424,370f,6a,,
53206,05:32:06,1256.2351,7737.7519,17d4,14,2,121,41,148c,5f,57,13,75,48,424,370f,6a,,
53206,05:32:06,1256.2336,7737.7528,1804,22,2,014b,41,1400,5f,57,13,75,48,500,3700,65,,
53207,05:32:07,1256.2326,7737.7533,1924,28,2,1e06,5d,1900,65,57,14,75,48,500,3700,65,,
53207,05:32:07,1256.2312,7737.7541,1a08,20,2,213,5d,1900,65,57,14,75,49,600,3700,6b,,
53208,05:32:08,1256.2302,7737.7546,1bbc,1c,2,204,52,1900,6b,57,16,75,49,600,3700,6b,,
53208,05:32:08,1256.2286,7737.7557,1cb4,1d,2,01fd,52,1900,6b,57,16,75,4a,600,3700,6c,,
53209,05:32:09,1256.2276,7737.7565,1d98,1d,2,01ff,4b,1b00,6d,57,17,75,4a,600,3700,6c,,
53209,05:32:09,1256.2258,7737.7578,1e54,1d,2,213,4b,1b00,6d,57,17,75,4a,700,3700,6d,,
53210,05:32:10,1256.2246,7737.7583,1f2c,1d,2,021d,47,1b00,70,57,19,75,4a,700,3700,6d,,
53210,05:32:10,1256.2224,7737.759,2080,1c,2,022d,47,1b00,70,57,19,75,4a,700,3700,6f,,
53211,05:32:11,1256.2209,7737.7596,218c,23,2,250,4a,1d00,71,57,1b,75,4a,700,3700,6f,,
53211,05:32:11,1256.2186,7737.7604,22d4,22,2,285,4a,1d00,71,57,1b,75,4a,800,3700,6f,,
53212,05:32:12,1256.217,7737.7611,2328,25,2,02b0,51,2058,79,57,1c,75,4a,08a9,3740,6f,,
53212,05:32:12,1256.2146,7737.7622,230c,0,1,00f9,51,2058,79,57,1c,75,4a,818,372c,6b,,
53213,05:32:13,1256.213,7737.7628,1bc8,0,1,006c,12,1194,6d,57,1a,75,4a,818,372c,6b,,
53213,05:32:13,1256.2107,7737.7633,12c8,0,1,0,12,1194,6d,57,1a,75,4a,02ec,36ee,6d,,
53214,05:32:14,1256.2092,7737.7638,0ddc,0,1,006b,3a,0b68,61,57,1b,75,4a,02ec,36ee,6d,,
53214,05:32:14,1256.2069,7737.7646,0.00E+00,0,1,75,3a,0b68,61,57,1b,75,47,023f,36db,6b,,
53215,05:32:15,1256.2052,7737.7651,0de4,0,1,73,3e,0b2c,5c,57,1b,75,47,023f,36db,6b,,
53215,05:32:15,1256.2028,7737.7661,0e1c,0,1,74,3e,0b2c,5c,57,1b,75,45,254,36e6,69,,
53216,05:32:16,1256.2011,7737.7668,0e2c,0,1,76,39,0bf4,5c,57,1a,75,45,254,36e6,69,,
53216,05:32:16,1256.1987,7737.7677,0ed4,0d,2,85,39,0bf4,5c,57,1a,75,46,3e05,373a,65,,
53217,05:32:17,1256.1972,7737.7685,1368,0,1,18,0b,0f78,5c,57,1a,75,46,3e05,373a,65,,
53217,05:32:17,1256.1949,7737.7697,14e4,18,2,003b,0b,0f00,5c,57,1a,75,47,300,3700,5e,,
53218,05:32:18,1256.1935,7737.7703,1538,25,2,124,45,1200,5e,57,19,75,47,300,3700,5e,,
53218,05:32:18,1256.1914,7737.7713,1504,1c,2,179,45,1200,5e,57,19,75,48,400,3700,6f,,
53219,05:32:19,1256.1899,7737.7718,1520,0c,2,013f,51,1300,60,57,1a,75,48,400,3700,6f,,
53219,05:32:19,1256.1877,7737.7727,1434,0,1,17,51,1300,60,57,1a,75,48,400,3700,60,,
53220,05:32:20,1256.1863,7737.7733,13ac,0,1,0,4,0f00,5e,57,17,75,48,400,3700,60,,
53220,05:32:20,1256.184,7737.7746,12f0,0,1,0,4,0f00,5e,57,17,75,48,400,3700,60,,
53221,05:32:21,1256.1826,7737.7752,1264,0,1,0,1,0f00,5e,57,15,75,48,400,3700,60,,
53221,05:32:21,1256.1806,7737.7764,11bc,0,5,002d,1,0f00,5e,57,15,75,47,300,3600,70,,
53222,05:32:22,1256.1794,7737.7762,0ef4,0,5,006d,35,0d00,5d,57,11,75,47,300,3600,70,,
53222,05:32:22,1256.178,7737.776,0de0,0,5,007a,35,0d00,5d,57,11,75,47,200,3600,6a,,
53223,05:32:23,1256.1772,7737.7767,0e1c,0,5,007b,40,0c1c,5c,57,0c,75,47,024f,36d9,6a,,
53223,05:32:23,1256.1764,7737.7775,0.00E+00,0,5,007e,40,0c1c,5c,57,0c,75,46,252,36b8,69,,
53224,05:32:24,1256.176,7737.7779,0.00E+00,0,5,007d,42,0c1c,5b,57,9,75,46,252,36b8,69,,
53224,05:32:24,1256.1754,7737.7789,0.00E+00,0,5,80,42,0c1c,5b,57,9,75,47,024b,36de,69,,
53225,05:32:25,1256.175,7737.7798,0.00E+00,0,5,84,44,0be0,5b,57,6,75,47,024b,36de,69,,
53225,05:32:25,1256.1747,7737.7809,0e0c,0,1,84,44,0be0,5b,57,6,75,47,251,3709,68,,
53226,05:32:26,1256.1743,7737.7816,0.00E+00,0,1,83,44,0ca8,5b,57,5,75,47,251,3709,68,,
53226,05:32:26,1256.174,7737.7819,0.00E+00,0,1,85,44,0ca8,5b,57,5,75,47,246,36f7,68,,
53227,05:32:27,1256.1738,7737.7821,0d98,6,2,00af,50,0c80,5b,57,6,75,47,246,36f7,68,,
53227,05:32:27,1256.1733,7737.7824,1138,0,1,014b,50,0c80,5b,57,6,75,47,02dc,3724,6b,,
53228,05:32:28,1256.1729,7737.7825,1054,0,1,148,7c,1220,5d,57,9,75,47,02dc,3724,6b,,
53228,05:32:28,1256.1722,7737.7827,0c14,0,1,017e,7c,1200,5d,57,9,75,48,200,3600,33,,
53229,05:32:29,1256.1716,7737.783,0dc8,0,1,188,ba,1000,5d,57,0c,75,48,200,3600,33,,
53229,05:32:29,1256.1704,7737.7833,0fa8,0,1,102,ba,1000,5d,57,0c,75,47,300,3600,59,,
53230,05:32:30,1256.1696,7737.7834,1010,0,5,96,3c,0d00,5e,57,0c,75,47,300,3600,59,,
53230,05:32:30,1256.1682,7737.7834,0fb8,0,5,87,3c,0d00,5e,57,0c,75,48,200,3600,67,,
53231,05:32:31,1256.1674,7737.7833,0f24,0,5,008b,40,0d00,5c,57,0b,75,48,200,3600,67,,
53231,05:32:31,1256.1662,7737.7834,0ee8,0,1,009c,40,0d00,5c,57,0b,75,47,200,3600,64,,
53232,05:32:32,1256.1654,7737.7833,0.00E+00,0,1,00ac,55,0d00,5c,57,0b,75,47,200,3600,64,,
53232,05:32:32,1256.1642,7737.784,0.00E+00,0,2,00b7,55,0d00,5c,57,0b,75,47,200,3600,52,,
53233,05:32:33,1256.1633,7737.7843,0f04,17,2,100,6e,0f00,5c,57,0c,75,47,200,3600,52,,
53233,05:32:33,1256.162,7737.7846,10b4,28,2,183,6e,0f00,5c,57,0c,75,48,300,3700,35,,
53234,05:32:34,1256.1611,7737.7845,1204,19,2,167,73,1360,5f,57,0e,75,48,03d6,3700,35,,
53234,05:32:34,1256.1597,7737.7846,12d4,16,2,134,73,1360,5f,57,0e,75,49,485,3712,58,,
53235,05:32:35,1256.1588,7737.7846,13b4,17,2,148,60,1310,61,57,10,75,49,485,3712,58,,
53235,05:32:35,1256.1572,7737.7849,1490,1f,2,017e,60,1310,61,57,10,75,4a,049c,3728,6e,,
53236,05:32:36,1256.1561,7737.7853,1544,12,2,170,5c,1464,62,57,11,75,4a,049c,3728,6e,,
53236,05:32:36,1256.1544,7737.7862,15a8,0,1,125,5c,1464,62,57,11,75,49,041a,373e,5f,,
53237,05:32:37,1256.1534,7737.7867,1578,0,1,70,25,1054,5f,57,10,75,49,041a,373e,5f,,
53237,05:32:37,1256.1518,7737.7872,13dc,0,1,38,25,1054,5f,57,10,75,4a,047d,3726,63,,
53238,05:32:38,1256.1508,7737.7877,1318,0,1,11,9,0f8c,5e,57,0e,75,4a,047d,3726,63,,
53238,05:32:38,1256.1493,7737.7888,11d8,3,2,0,9,0f8c,5e,57,0e,75,49,330,3710,5e,,
53239,05:32:39,1256.1485,7737.7896,10f4,22,2,74,30,0ec4,5d,57,0d,75,49,330,3710,5e,,
53239,05:32:39,1256.1473,7737.7902,1020,22,2,00df,30,0.00E+00,5d,57,0d,75,48,300,3700,61,,
53240,05:32:40,1256.1466,7737.7905,1144,25,2,147,73,1200,5e,57,0e,75,48,300,3700,61,,
53240,05:32:40,1256.1455,7737.7906,12bc,26,2,180,73,1200,5e,57,0e,75,49,400,3700,65,,
53241,05:32:41,1256.1448,7737.7906,1474,26,2,01be,76,1700,61,57,11,75,49,400,3700,65,,
53241,05:32:41,1256.1436,7737.7909,15d0,0f,2,01d7,76,1700,61,57,11,75,4a,400,3700,63,,
53242,05:32:42,1256.1425,7737.7912,1578,0,1,24,0,1000,60,57,10,75,4a,400,3700,63,,
53242,05:32:42,1256.1411,7737.7917,149c,0,1,42,0,1000,60,57,10,75,4a,400,3600,6f,,
53243,05:32:43,1256.1402,7737.7921,1388,14,2,54,1b,1000,5f,57,0f,75,4a,400,3600,6f,,
53243,05:32:43,1256.139,7737.7926,1438,28,2,101,1b,1000,5f,57,0f,75,49,400,3700,62,,
53244,05:32:44,1256.1381,7737.7929,13f8,29,2,017f,6d,1500,60,57,11,75,49,400,3700,62,,
53244,05:32:44,1256.1369,7737.7933,15c8,21,2,01db,6d,1500,60,57,11,75,4a,500,3700,68,,
53245,05:32:45,1256.1361,7737.7936,173c,21,2,01ec,6a,19c8,64,57,13,75,4a,053a,3720,68,,
53245,05:32:45,1256.135,7737.7943,1894,15,2,01d8,6a,19c8,64,57,13,75,4a,04ec,3710,6d,,
53246,05:32:46,1256.1337,7737.7945,1954,0f,2,182,48,161c,65,57,15,75,4a,04ec,3710,6d,,
53246,05:32:46,1256.1318,7737.7954,1ab0,15,2,018f,48,161c,65,57,15,75,4a,580,372c,6c,,
53247,05:32:47,1256.1306,7737.7961,1aa0,15,2,193,49,170c,65,57,15,75,4a,580,372c,6c,,
53247,05:32:47,1256.1293,7737.797,1bb4,15,2,195,49,170c,65,57,15,75,4a,05c3,3726,6c,,
53248,05:32:48,1256.1284,7737.7976,1c60,15,2,01a7,43,1798,67,57,17,75,4a,05c3,3726,6c,,
53248,05:32:48,1256.1267,7737.7985,1d28,14,2,01a7,43,1798,67,57,17,75,4b,05f9,371e,6f,,
53249,05:32:49,1256.1253,7737.799,1dbc,15,2,01ae,40,18c4,68,57,17,75,4b,05f9,371e,6f,,
53249,05:32:49,1256.1232,7737.7997,1e10,15,2,01ba,40,18c4,68,57,17,75,4b,624,3722,70,,
53250,05:32:50,1256.1217,7737.8001,1e94,10,2,018e,38,17ac,68,57,19,75,4b,624,3722,70,,
53250,05:32:50,1256.1195,7737.8007,1f34,10,2,187,38,1700,68,57,19,75,4b,600,3700,72,,
53251,05:32:51,1256.118,7737.801,1f74,0a,2,176,33,1700,67,57,18,75,4b,600,3700,72,,
53251,05:32:51,1256.1157,7737.8018,1f28,3,2,0,33,1700,67,57,18,75,4b,700,3700,73,,
53252,05:32:52,1256.1142,7737.8022,1d60,9,2,004e,0e,1200,65,57,16,75,4b,700,3700,73,,
53252,05:32:52,1256.1119,7737.8029,1c80,0b,2,00c5,0e,1200,65,57,16,75,4b,500,3700,70,,
53253,05:32:53,1256.1105,7737.8033,1ce0,0d,2,114,2c,1500,62,57,15,75,4b,500,3700,70,,
53253,05:32:53,1256.1086,7737.8038,1ac0,0,1,00a1,2c,1500,62,57,15,75,4a,500,3700,68,,
53254,05:32:54,1256.1074,7737.8042,18b4,0,1,69,16,1100,62,57,14,75,4a,500,3700,68,,
53254,05:32:54,1256.1056,7737.8051,1198,0,5,37,16,1100,62,57,14,75,4a,200,3600,6f,,
53255,05:32:55,1256.1043,7737.8056,0df0,0,5,006f,3d,0b00,5e,57,12,75,4a,200,3600,6f,,
53255,05:32:55,1256.1026,7737.806,0.00E+00,0,5,74,3d,0b00,5e,57,12,75,47,200,3600,68,,
53256,05:32:56,1256.1015,7737.8062,0e0c,0,5,79,3f,0c1c,5c,57,0f,75,47,257,36d2,68,,
53256,05:32:56,1256.1,7737.8065,0.00E+00,0,5,007a,3f,0c1c,5c,57,0f,75,47,248,36c0,68,,
53257,05:32:57,1256.0991,7737.8067,0.00E+00,0,5,007c,41,0b90,5b,57,0c,75,47,248,36c0,68,,
53257,05:32:57,1256.0975,7737.8067,0.00E+00,0,5,007b,41,0b90,5b,57,0c,75,47,251,36c2,69,,
53258,05:32:58,1256.0967,7737.8066,0.00E+00,0,1,007c,3f,0c1c,5b,57,0b,75,47,251,36c2,69,,
53258,05:32:58,1256.0956,7737.807,0.00E+00,0,1,78,3f,0c1c,5b,57,0b,75,47,254,36f6,69,,
53259,05:32:59,1256.0949,7737.8075,0.00E+00,0,5,78,40,0be0,5b,57,0a,75,47,254,36f6,69,,
53259,05:32:59,1256.094,7737.8083,0.00E+00,0,1,79,40,0be0,5b,57,0a,75,48,256,36f3,6a,,
53300,05:33:00,1256.0934,7737.8086,0df8,0,1,007b,40,0c1c,5b,57,8,75,48,256,36f3,6a,,
53300,05:33:00,1256.0927,7737.8089,0.00E+00,0,1,85,40,0c1c,5b,57,8,75,48,026e,3690,6b,,
53301,05:33:01,1256.0922,7737.809,0.00E+00,0,5,82,44,0c58,5b,57,7,75,48,026e,3690,6b,,
53301,05:33:01,1256.0915,7737.809,0.00E+00,0,1,80,44,0c00,5b,57,7,75,48,200,3600,5,,
53302,05:33:02,1256.091,7737.8089,1030,15,2,171,88,0d00,5b,57,7,75,48,200,3600,5,,
53302,05:33:02,1256.0903,7737.8088,12f0,20,2,247,88,0d00,5b,57,7,75,48,400,3700,5,,
53303,05:33:03,1256.0898,7737.8087,0e2c,17,2,01fe,d5,1400,61,57,0b,75,48,400,3700,5,,
53303,05:33:03,1256.0891,7737.8089,0edc,18,2,01d9,d5,1400,61,57,0b,75,49,300,3700,5,,
53304,05:33:04,1256.0886,7737.8088,1004,25,2,01fb,bd,1600,60,57,0e,75,49,300,3700,5,,
53304,05:33:04,1256.0877,7737.8085,11cc,25,2,213,bd,1600,60,57,0e,75,49,400,3700,32,,
53305,05:33:05,1256.087,7737.8081,1354,26,2,239,a5,1a00,63,57,0f,75,49,400,3700,32,,
53305,05:33:05,1256.0862,7737.8072,1328,28,2,01be,a5,1a00,63,57,0f,75,4a,400,3700,32,,
53306,05:33:06,1256.0858,7737.8066,134c,54,2,01f8,93,1800,64,57,0f,75,4a,400,3700,32,,
53306,05:33:06,1256.085,7737.8052,1438,53,2,026e,93,1800,64,57,0f,75,4b,500,3700,32,,
53307,05:33:07,1256.0842,7737.8042,15f4,47,2,02bb,a5,1ea0,69,57,12,75,4b,544,3718,32,,
53307,05:33:07,1256.0829,7737.8027,1810,43,2,02b5,a5,1ea0,69,57,12,75,4b,071b,3740,37,,
53308,05:33:08,1256.0822,7737.8015,1a98,42,2,02ec,82,2328,74,57,16,75,4b,071b,3740,37,,
53308,05:33:08,1256.0809,7737.7998,1ca0,21,2,025a,82,2328,74,57,16,75,4c,08b0,3729,4c,,
53309,05:33:09,1256.08,7737.7986,1c40,0,1,00d8,21,134c,73,57,16,75,4c,08b0,3729,4c,,
53309,05:33:09,1256.0787,7737.7967,1bfc,0,5,005e,21,134c,73,57,16,75,4c,073f,3710,54,,
53310,05:33:10,1256.0779,7737.7954,1abc,0,5,002b,0b,11bc,69,57,14,75,4c,073f,3710,54,,
53310,05:33:10,1256.0766,7737.7939,1918,0,5,0,0b,11bc,69,57,14,75,4c,065c,370c,5f,,
53311,05:33:11,1256.0758,7737.7926,1798,0,5,0,0,1194,63,57,12,75,4c,065c,370c,5f,,
53311,05:33:11,1256.0748,7737.7912,1700,0,5,0,0,1194,63,57,12,75,4b,05a9,3719,68,,
53312,05:33:12,1256.0741,7737.7902,1678,0,5,0,0,1e01,61,57,10,75,4b,05a9,3719,68,,
53312,05:33:12,1256.0736,7737.7888,1454,0,5,0,0,1000,61,57,10,75,4a,400,3600,5,,
53313,05:33:13,1256.0733,7737.7879,1340,0,1,0,0,0f00,5f,57,0e,75,4a,400,3600,5,,
53313,05:33:13,1256.0725,7737.7875,11a4,0,1,005b,0,0f00,5f,57,0e,75,49,400,3700,49,,
53314,05:33:14,1256.072,7737.787,111c,0,1,67,29,0.00E+00,5e,57,0d,75,49,400,3700,49,,
53314,05:33:14,1256.0711,7737.7865,1e05,0,1,82,29,0.00E+00,5e,57,0d,75,48,200,3600,6c,,
53315,05:33:15,1256.0704,7737.7863,0.00E+00,0,5,006d,38,0c00,5d,57,0c,75,48,200,3600,6c,,
53315,05:33:15,1256.0693,7737.7858,0.00E+00,0,5,007e,38,0c00,5d,57,0c,75,47,200,3600,6b,,
53316,05:33:16,1256.0685,7737.7856,0.00E+00,0,5,007d,42,0b00,5c,57,0c,75,47,200,3600,6b,,
53316,05:33:16,1256.0673,7737.7851,0.00E+00,0,1,79,42,0b00,5c,57,0c,75,47,200,3600,60,,
