Time (GMT),Time,Latitude,Longitude,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR
100551,10:05:51,1257.4226,7744.3444,1dd0,27,2,02db,73,224c,76,57,17,7a,55,921,3714,4c
100551,10:05:51,1257.4226,7744.3457,1f48,21,2,02c5,5b,2.00E+05,7f,57,19,7a,55,921,3714,4c
100552,10:05:52,1257.422,7744.3481,2068,1c,2,024d,5b,2.00E+05,7f,57,19,7a,55,0a22,36ae,5f
100552,10:05:52,1257.4221,7744.3496,211c,1b,2,023d,47,1c00,80,57,1a,7a,55,0a00,3600,5f
100553,10:05:53,1257.4224,7744.3518,2188,0,1,01c8,47,1c00,80,57,1a,7a,56,0a00,3700,6b
100553,10:05:53,1257.4223,7744.3535,1b90,0,1,84,1a,1200,75,57,1b,7a,56,0a00,3700,6b
100554,10:05:54,1257.4226,7744.3555,1204,4,2,41,1a,1200,75,57,1b,7a,54,300,3700,71
100554,10:05:54,1257.4228,7744.3575,158c,0e,2,179,6c,1200,66,57,1b,7a,54,300,3700,71
100555,10:05:55,1257.4222,7744.3605,15d4,2,1,00ad,6c,1200,66,57,1b,7a,52,400,3600,69
100555,10:05:55,1257.4221,7744.3621,159c,0,1,0,4,1000,60,57,1a,7a,52,400,3600,69
100556,10:05:56,1257.4225,7744.3646,1528,0,1,0,4,1000,60,57,1a,7a,52,400,3600,69
100556,10:05:56,1257.4226,7744.3666,1490,0,1,0,0,1000,5f,57,18,7a,52,400,3600,69
100557,10:05:57,1257.4225,7744.369,1.30E+05,0,1,0,0,1000,5f,57,18,7a,52,400,3600,66
100557,10:05:57,1257.4224,7744.3703,132c,0,1,0,0,1000,5e,57,17,7a,52,400,3600,66
100558,10:05:58,1257.4226,7744.3729,12b4,0,2,0,0,102c,5e,57,17,7a,52,043c,36fb,33
100558,10:05:58,1257.4227,7744.3747,1234,1,2,0,3,0f14,5e,57,16,7a,52,043c,36fb,33
100559,10:05:59,1257.4227,7744.3767,11a8,0,2,002d,3,0f14,5e,57,16,7a,52,03ea,36ca,45
100559,10:05:59,1257.4226,7744.3783,117c,5,2,72,29,0eec,5e,57,15,7a,52,03ea,36ca,45
100600,10:06:00,1257.422,7744.3799,119c,10,2,00db,29,0eec,5e,57,15,7a,51,03f4,3.60E+08,41
100600,10:06:00,1257.4219,7744.3813,1188,12,2,012f,6c,1324,5f,57,15,7a,51,03f4,3.60E+08,41
100601,10:06:01,1257.4212,7744.3834,1224,11,2,016e,6c,1324,5f,57,15,7a,51,429,36eb,3c
100601,10:06:01,1257.4211,7744.3848,125c,0d,2,141,6a,13d8,60,57,17,7a,51,429,36eb,3c
100602,10:06:02,1257.421,7744.3869,12c8,0d,2,011f,6a,13d8,60,57,17,7a,52,457,36de,4b
100602,10:06:02,1257.421,7744.3884,132c,0f,2,127,59,134c,61,57,17,7a,52,457,36de,4b
100603,10:06:03,1257.421,7744.3907,1378,16,2,014a,59,134c,61,57,17,7a,52,048e,36ec,4e
100603,10:06:03,1257.421,7744.3922,139c,22,2,016b,67,1400,62,57,19,7a,52,400,3600,4e
100604,10:06:04,1257.421,7744.3946,1450,30,2,1.00E+09,67,1400,62,57,19,7a,52,500,3600,35
100604,10:06:04,1257.421,7744.3962,1500,24,2,020f,86,1b00,65,57,1b,7a,52,500,3600,35
100605,10:06:05,1257.4211,7744.3988,15d0,23,2,020e,86,1b00,65,57,1b,7a,53,500,3600,33
100605,10:06:05,1257.4211,7744.4005,168c,22,2,213,77,1b00,69,57,1c,7a,53,500,3600,33
100606,10:06:06,1257.421,7744.4032,1754,22,2,021e,77,1b00,69,57,1c,7a,53,600,3600,3b
100606,10:06:06,1257.421,7744.4051,17b4,0,1,01c4,51,1800,6b,57,1d,7a,53,600,3600,3b
100607,10:06:07,1257.421,7744.4079,107c,0,1,25,51,1800,6b,57,1d,7a,54,200,3600,4e
100607,10:06:07,1257.421,7744.4098,0da0,0,1,83,47,0b00,61,57,1d,7a,54,200,3600,4e
100608,10:06:08,1257.421,7744.4126,0df4,0,1,87,47,0b00,61,57,1d,7a,52,200,3600,67
100608,10:06:08,1257.4211,7744.4145,0dd4,0,5,008d,4c,0c00,5e,57,1d,7a,52,200,3600,67
100609,10:06:09,1257.4211,7744.4173,0.00E+00,0,5,008f,4c,0ce4,5e,57,1d,7a,51,02a8,36a0,6e
100609,10:06:09,1257.4211,7744.4191,0.00E+00,0,5,90,49,0c80,5c,57,1b,7a,51,02a8,36a0,6e
100610,10:06:10,1257.4211,7744.4216,0.00E+00,0,5,008f,49,0c80,5c,57,1b,7a,51,02be,3688,6f
100610,10:06:10,1257.4211,7744.4232,0.00E+00,0,5,90,49,0c30,5c,57,16,7a,51,02be,3688,6f
100611,10:06:11,1257.4212,7744.4253,0.00E+00,0,5,90,49,0c30,5c,57,16,7a,51,02b5,3684,70
100611,10:06:11,1257.4212,7744.4264,0.00E+00,0,5,92,4a,0cd0,5c,57,11,7a,51,02b5,3684,70
100612,10:06:12,1257.4212,7744.4279,0.00E+00,0,5,90,4a,0cd0,5c,57,11,7a,51,02b3,367e,6e
100612,10:06:12,1257.4212,7744.4287,0df0,0,5,94,4c,0c94,5c,57,0d,7a,51,02b3,367e,6e
100613,10:06:13,1257.4212,7744.43,0e1c,0,5,93,4c,0c94,5c,57,0d,7a,51,02ad,36b6,6d
100613,10:06:13,1257.4212,7744.4308,0.00E+00,0,1,008f,48,0c80,5c,57,0d,7a,51,02ad,36b6,6d
100614,10:06:14,1257.4213,7744.4321,13f8,15,2,010c,48,0c80,5c,57,0d,7a,51,426,3.60E+05,4f
100614,10:06:14,1257.4213,7744.4331,1314,1f,2,01fd,97,1400,5f,57,0f,7a,51,400,3600,4f
100615,10:06:15,1257.4213,7744.4346,1414,30,2,01c6,97,1400,5f,57,0f,7a,52,500,3600,36
100615,10:06:15,1257.4213,7744.4357,1660,3d,2,023c,86,1b00,64,57,13,7a,52,500,3600,36
100616,10:06:16,1257.4213,7744.4374,1868,2c,2,280,86,1b00,64,57,13,7a,54,600,3600,33
100616,10:06:16,1257.4214,7744.4387,1aa4,29,2,02b0,75,2100,6f,57,16,7a,54,600,3600,33
100617,10:06:17,1257.4214,7744.4408,1ca8,27,2,02c8,75,2100,6f,57,16,7a,55,800,3600,3e
100617,10:06:17,1257.4215,7744.4423,1ae8,0,1,00c6,24,1600,71,57,17,7a,55,800,3600,3e
100618,10:06:18,1257.4216,7744.4445,12a0,14,2,007b,24,1600,71,57,17,7a,55,500,3600,3e
100618,10:06:18,1257.4216,7744.4461,13f8,35,2,01ce,80,1600,68,57,19,7a,55,500,3600,3e
100619,10:06:19,1257.4216,7744.4485,14d0,37,2,023a,80,1600,68,57,19,7a,53,500,3600,32
100619,10:06:19,1257.4216,7744.4501,15d0,2e,2,258,90,1c00,69,57,1c,7a,53,500,3600,32
100620,10:06:20,1257.4216,7744.4527,16d4,2c,2,254,90,1cfc,69,57,1c,7a,53,660,3725,32
100620,10:06:20,1257.4215,7744.4546,17ec,4a,2,02bc,91,20f8,6f,57,1e,7a,53,660,3725,32
100621,10:06:21,1257.4215,7744.4575,1918,36,2,02be,91,20f8,6f,57,1e,7a,54,073e,36c9,32
100621,10:06:21,1257.4215,7744.4595,1a0c,34,2,02c1,7e,229c,76,57,21,7a,54,073e,36c9,32
100622,10:06:22,1257.4215,7744.4627,1af4,30,2,02c3,7e,229c,76,57,21,7a,55,816,3.60E+02,35
100622,10:06:22,1257.4215,7744.4648,1c08,2a,2,02ce,70,2274,7b,57,23,7a,55,816,3.60E+02,35
100623,10:06:23,1257.4215,7744.4682,1cc0,2d,2,02d3,70,2274,7b,57,23,7a,55,08d4,3.60E+07,3e
100623,10:06:23,1257.4214,7744.4705,1d98,1f,2,277,58,1ea0,7f,57,25,7a,55,08d4,3.60E+07,3e
100624,10:06:24,1257.4214,7744.4741,1.00E+98,51,2,344,58,1ea0,7f,57,25,7a,55,09f6,3.60E+08,49
100624,10:06:24,1257.4214,7744.4766,1d18,0,1,007f,0c,1fe0,7c,57,26,7a,55,09f6,3.60E+08,49
100625,10:06:25,1257.4213,7744.4802,10c8,0,1,001b,0c,1fe0,7c,57,26,7a,56,316,36cd,32
100625,10:06:25,1257.4213,7744.4826,1638,33,2,222,86,1300,6a,57,28,7a,56,300,3600,32
100626,10:06:26,1257.4211,7744.4862,1678,31,2,025c,86,1300,6a,57,28,7a,53,600,3600,34
100626,10:06:26,1257.421,7744.4887,16cc,12,2,1.00E+06,70,1800,6c,57,27,7a,53,600,3600,34
100627,10:06:27,1257.421,7744.4924,175c,0,1,0,70,1800,6c,57,27,7a,53,500,3600,48
100627,10:06:27,1257.4209,7744.4948,1698,0,1,0,0,1000,64,57,28,7a,53,500,3600,48
100628,10:06:28,1257.4208,7744.4985,1620,0,1,0,0,1000,64,57,28,7a,53,500,3600,50
100628,10:06:28,1257.4208,7744.5009,15d4,0,1,0,0,1000,61,57,27,7a,53,500,3600,50
100629,10:06:29,1257.4206,7744.5045,1590,0,5,0,0,1000,61,57,27,7a,53,500,3600,5
100629,10:06:29,1257.4205,7744.5069,1518,0,1,0,0,1000,60,57,25,7a,53,500,3600,5
100630,10:06:30,1257.4205,7744.5103,1.40E+05,0,1,0,0,1000,60,57,25,7a,53,400,3600,34
100630,10:06:30,1257.4205,7744.5126,14ac,1,2,7,6,0f00,5f,57,24,7a,53,400,3600,34
100631,10:06:31,1257.4204,7744.5159,1458,0,1,0,6,0ff0,5f,57,24,7a,52,04b3,36a4,38
100631,10:06:31,1257.4204,7744.5181,1408,0,1,0,0,0fc8,5f,57,23,7a,52,04b3,36a4,38
100632,10:06:32,1257.4204,7744.5215,1500,0,1,00da,0,0fc8,5f,57,23,7a,52,473,36a8,3c
100632,10:06:32,1257.4204,7744.5237,13a8,0,1,0,0,0fa0,5f,57,22,7a,52,473,36a8,3c
100633,10:06:33,1257.4203,7744.5271,138c,0,1,0,0,0fa0,5f,57,22,7a,52,046a,369c,3a
100633,10:06:33,1257.4203,7744.5293,1360,0,1,0,0,0f8c,5e,57,22,7a,52,046a,369c,3a
100634,10:06:34,1257.4202,7744.5325,12d8,0,1,0,0,0f8c,5e,57,22,7a,52,044d,369b,33
100634,10:06:34,1257.4202,7744.5346,1314,2a,2,00f5,41,11d0,5e,57,22,7a,52,044d,369b,33
100635,10:06:35,1257.4201,7744.5377,1384,42,2,01ff,41,11d0,5e,57,22,7a,52,487,369e,33
100635,10:06:35,1257.4201,7744.5398,13b8,3b,2,246,a1,1b80,63,57,23,7a,52,487,369e,33
100636,10:06:36,1257.42,7744.543,1424,2d,2,243,a1,1b80,63,57,23,7a,52,04f4,3698,33
100636,10:06:36,1257.42,7744.5453,1490,2a,2,021b,8b,1a00,65,57,25,7a,52,400,3600,33
100637,10:06:37,1257.42,7744.5488,14ec,18,2,01b5,8b,1a00,65,57,25,7a,53,500,3600,41
100636,10:06:36,1257.4199,7744.5511,1548,10,2,152,57,1400,65,57,26,7a,53,500,3600,41
100637,10:06:37,1257.4198,7744.5546,1560,0c,2,126,57,1400,65,57,26,7a,53,500,3600,67
100637,10:06:37,1257.4197,7744.557,1510,4,2,008a,30,1100,63,57,26,7a,53,500,3600,67
100638,10:06:38,1257.4197,7744.5605,1508,4,2,002d,30,1100,63,57,26,7a,53,400,3600,6b
100638,10:06:38,1257.4196,7744.5629,15d0,34,2,014a,4d,1300,62,57,26,7a,53,400,3600,6b
100639,10:06:39,1257.4196,7744.5664,15a4,44,2,027c,4d,1300,62,57,26,7a,52,500,3600,4d
100639,10:06:39,1257.4196,7744.5689,161c,28,2,023f,85,1c00,68,57,28,7a,52,500,3600,4d
100640,10:06:40,1257.4195,7744.5726,1678,17,1,01f8,85,1c00,68,57,28,7a,53,500,3600,55
100640,10:06:40,1257.4194,7744.5751,1220,0,1,5,0,1300,65,57,28,7a,53,500,3600,55
100641,10:06:41,1257.4194,7744.5788,0de0,0,5,76,0,1324,65,57,28,7a,53,02d7,3655,6f
100641,10:06:41,1257.4194,7744.5813,0de0,0,5,87,45,0ba4,5f,57,26,7a,53,02d7,3655,6f
100642,10:06:42,1257.4194,7744.5849,0.00E+00,0,5,88,45,0ba4,5f,57,26,7a,50,02b7,363f,72
100642,10:06:42,1257.4193,7744.5873,0.00E+00,0,5,008b,47,0be0,5d,57,25,7a,50,02b7,363f,72
100643,10:06:43,1257.4194,7744.5907,0.00E+00,0,1,88,47,0be0,5d,57,25,7a,50,298,3697,6f
100643,10:06:43,1257.4193,7744.5931,11a4,17,2,014f,98,0.00E+00,5c,57,25,7a,50,298,3697,6f
100644,10:06:44,1257.4193,7744.5966,1520,1f,2,01d1,98,0.00E+00,5c,57,25,7a,51,052d,369d,3a
100644,10:06:44,1257.4193,7744.5989,155c,1f,2,01d8,73,17ac,63,57,27,7a,51,052d,369d,3a
100645,10:06:45,1257.4192,7744.6025,15ac,1d,2,01d3,73,17ac,63,57,27,7a,53,585,3698,45
100645,10:06:45,1257.4191,7744.6049,15f4,11,2,174,5d,15a4,66,57,26,7a,53,585,3698,45
100646,10:06:46,1257.4188,7744.6086,1610,0d,2,134,5d,15a4,66,57,26,7a,54,596,368e,6e
100646,10:06:46,1257.4186,7744.611,1634,0f,2,139,4c,1400,66,57,27,7a,54,500,3600,6e
100647,10:06:47,1257.4181,7744.6147,1660,0f,2,152,4c,1400,66,57,27,7a,53,400,3600,63
100647,10:06:47,1257.4176,7744.6172,16a8,30,2,237,7e,1900,67,57,29,7a,53,400,3600,63
100648,10:06:48,1257.4169,7744.6209,1710,2a,2,259,7e,1900,67,57,29,7a,53,600,3600,62
100648,10:06:48,1257.4163,7744.6234,177c,23,2,022f,77,1c00,6d,57,2a,7a,53,600,3600,62
100649,10:06:49,1257.4154,7744.6273,17d4,1f,2,226,77,1c00,6d,57,2a,7a,54,600,3600,71
100649,10:06:49,1257.4148,7744.63,181c,18,2,1.00E+01,61,1800,6e,57,2b,7a,54,600,3600,71
100650,10:06:50,1257.4138,7744.6339,1864,0f,2,176,61,1800,6e,57,2b,7a,53,500,3600,7a
100650,10:06:50,1257.4131,7744.6366,1880,0c,2,013a,42,1400,67,57,2b,7a,53,500,3600,7a
100651,10:06:51,1257.4121,7744.6406,188c,0b,2,129,42,1400,67,57,2b,7a,53,400,3600,75
100651,10:06:51,1257.4115,7744.6433,188c,9,2,00fc,34,1300,64,57,2b,7a,53,400,3600,75
100652,10:06:52,1257.4104,7744.6473,1874,9,2,0.00E+00,34,13ec,64,57,2b,7a,52,04c6,36b0,76
100652,10:06:52,1257.4098,7744.65,1898,9,2,0.00E+00,30,134c,62,57,2b,7a,52,04c6,36b0,76
100653,10:06:53,1257.4088,7744.654,1884,9,2,0.00E+00,30,134c,62,57,2b,7a,52,04bf,3680,76
100653,10:06:53,1257.4082,7744.6567,1888,9,2,0.00E+00,30,1310,62,57,2b,7a,52,04bf,3680,76
100654,10:06:54,1257.4073,7744.6607,1828,9,2,0.00E+00,30,1310,62,57,2b,7a,52,04b0,36ad,69
100654,10:06:54,1257.4066,7744.6633,1834,0,1,000b,0,1180,60,57,2a,7a,52,04b0,36ad,69
