Time (GMT),Time,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR
1129,00:11:29,0.00E+00,0,5,95,4c,0c00,5b,57,0,74,57,200,3600,5
1129,00:11:29,0.00E+00,0,5,95,4b,0c00,5b,57,0,74,57,200,3600,5
1130,00:11:30,0e1c,0,5,96,4b,0c44,5b,57,0,74,57,02fb,36cf,5
1130,00:11:30,0e1c,0,5,96,4c,0c94,5b,57,0,74,57,02fb,36cf,5
1131,00:11:31,0.00E+00,0,5,96,4c,0c94,5b,57,0,74,57,02f1,36d3,5
1131,00:11:31,0e2c,0,5,98,4c,0c44,5b,57,0,74,57,02f1,36d3,5
1132,00:11:32,0e0c,0,5,96,4c,0c44,5b,57,0,74,57,02f8,36e4,5
1132,00:11:32,0.00E+00,0,5,97,4d,0cbc,5b,57,0,74,57,02f8,36e4,5
1133,00:11:33,0.00E+00,0,5,95,4d,0cbc,5b,57,0,74,57,02f9,36b9,5
1133,00:11:33,0.00E+00,0,5,96,4d,0c6c,5b,57,0,74,57,02f9,36b9,5
1134,00:11:34,0.00E+00,0,5,96,4d,0c6c,5b,57,0,74,57,02f6,36d3,5
1134,00:11:34,0.00E+00,0,5,96,4c,0c80,5b,57,0,74,57,02f6,36d3,5
1135,00:11:35,0.00E+00,0,5,96,4c,0c80,5b,57,0,74,57,02fb,36cd,5
1135,00:11:35,0.00E+00,0,5,96,4c,0c58,5b,57,0,74,57,02fb,36cd,5
1136,00:11:36,0.00E+00,0,5,96,4c,0c58,5b,57,0,74,57,02fb,36cc,5
1136,00:11:36,0.00E+00,0,5,96,4c,0c44,5b,57,0,74,57,02fb,36cc,5
1137,00:11:37,0.00E+00,0,5,96,4c,0c00,5b,57,0,74,57,200,3600,5
1137,00:11:37,0.00E+00,0,5,95,4c,0c00,5b,57,0,74,57,200,3600,5
1138,00:11:38,0.00E+00,0,5,99,4c,0c00,5b,57,0,74,57,300,3600,5
1138,00:11:38,0.00E+00,0,5,96,4c,0c00,5b,57,0,74,57,300,3600,5
1139,00:11:39,0e2c,0,1,94,4c,0c00,5b,57,0,74,57,300,3600,5
1139,00:11:39,0.00E+00,0,1,93,4a,0c00,5b,57,0,74,57,300,3600,5
1140,00:11:40,0.00E+00,0,1,92,4a,0c00,5b,57,0,74,57,200,3600,5
1140,00:11:40,0e1c,0,1,91,4a,0c00,5b,57,0,74,57,200,3600,5
1141,00:11:41,0.00E+00,0,1,93,4a,0c00,5b,57,0,74,57,200,3600,5
1141,00:11:41,0.00E+00,0,1,92,4a,0c00,5b,57,0,74,57,200,3600,5
1142,00:11:42,0e1c,0,1,91,4a,0c00,5b,57,0,74,57,200,3700,5
1142,00:11:42,0.00E+00,0,1,90,4a,0c00,5b,57,0,74,57,200,3700,5
1143,00:11:43,0e0c,0,1,91,4a,0c00,5b,57,0,74,57,200,3600,5
1143,00:11:43,0.00E+00,0,1,92,4b,0c00,5b,57,0,74,57,200,3600,5
1144,00:11:44,0.00E+00,0,1,93,4b,0c1c,5b,57,0,74,57,02fb,36eb,5
1144,00:11:44,0e1c,0,1,92,4a,0c08,5b,57,0,74,57,02fb,36eb,5
1145,00:11:45,0e0c,0,1,93,4a,0c08,5b,57,0,74,57,02ef,36ec,5
1145,00:11:45,0.00E+00,0,1,92,49,0c80,5b,57,0,74,57,02ef,36ec,5
1146,00:11:46,0.00E+00,0,1,92,49,0c80,5b,57,0,74,57,304,3702,5
1146,00:11:46,0.00E+00,0,1,92,4a,0c1c,5b,57,0,74,57,304,3702,5
1147,00:11:47,0.00E+00,0,1,92,4a,0c1c,5b,57,0,74,57,305,36f9,5
1147,00:11:47,0.00E+00,0,1,93,4b,0c58,5b,57,0,74,57,305,36f9,5
1148,00:11:48,0.00E+00,0,1,93,4b,0c58,5b,57,0,74,57,02ff,36f1,5
1148,00:11:48,0e1c,0,1,92,4a,0be0,5b,57,0,74,57,02ff,36f1,5
1149,00:11:49,0.00E+00,0,1,91,4a,0be0,5b,57,0,74,57,304,36c7,5
1149,00:11:49,0e0c,0,1,92,4a,0cbc,5b,57,0,74,57,304,36c7,5
1150,00:11:50,0.00E+00,0,1,91,4a,0cbc,5b,57,0,74,57,030e,36d6,5
1150,00:11:50,0.00E+00,0,1,92,4a,0bb8,5b,57,0,74,57,030e,36d6,5
1151,00:11:51,0.00E+00,0,1,92,4a,0b00,5b,57,0,74,57,300,3600,5
1151,00:11:51,0.00E+00,0,1,92,4a,0c00,5b,57,0,74,57,300,3600,5
1152,00:11:52,0.00E+00,0,1,92,4a,0c00,5b,57,0,74,57,200,3600,5
1152,00:11:52,0e1c,0,1,91,4a,0b00,5b,57,0,74,57,200,3600,5
1153,00:11:53,0.00E+00,0,1,93,4a,0b00,5b,57,0,74,57,300,3600,5
1153,00:11:53,0.00E+00,0,1,93,4a,0c00,5b,57,0,74,57,300,3600,5
1154,00:11:54,0.00E+00,0,1,92,4a,0c00,5b,57,0,74,57,200,3600,5
1154,00:11:54,0.00E+00,0,1,91,4a,0c00,5b,57,0,74,57,200,3600,5
1155,00:11:55,0.00E+00,0,1,91,4a,0c00,5b,57,0,74,57,200,3600,5
1155,00:11:55,0.00E+00,0,1,93,4b,0c00,5b,57,0,74,57,200,3600,5
1156,00:11:56,0.00E+00,0,1,92,4b,0c00,5b,57,0,74,57,200,3600,5
1156,00:11:56,0e2c,0,1,92,4a,0c00,5b,57,0,74,57,200,3600,5
1157,00:11:57,0e1c,0,1,90,4a,0c00,5b,57,0,74,57,200,3700,5
1157,00:11:57,0.00E+00,0,1,91,4a,0c00,5b,57,0,74,57,200,3700,5
1158,00:11:58,0.00E+00,0,1,91,4a,0c94,5b,57,0,74,57,2e08,36e7,5
1158,00:11:58,0e1c,0,1,92,4b,0c44,5b,57,0,74,57,2e08,36e7,5
1159,00:11:59,0.00E+00,0,1,92,4b,0c44,5b,57,0,74,57,02f3,36f1,5
1159,00:11:59,0e1c,0,1,92,4a,0cbc,5b,57,0,74,57,02f3,36f1,5
1200,00:12:00,0.00E+00,0,1,91,4a,0cbc,5b,57,0,74,57,302,36fb,5
1200,00:12:00,0.00E+00,0,1,91,4a,0c30,5b,57,0,74,57,302,36fb,5
1201,00:12:01,0.00E+00,0,1,92,4a,0c30,5b,57,0,74,57,02fb,3700,5
1201,00:12:01,0.00E+00,0,1,90,4a,0c94,5b,57,0,74,57,02fb,3700,5
1202,00:12:02,0d90,0,1,00ca,4a,0c94,5b,57,0,74,57,2.00E+05,36c9,5
1202,00:12:02,0d9c,0,1,00d7,73,0cbc,5c,57,1,74,57,2.00E+05,36c9,5
1203,00:12:03,0dec,0,1,0.00E+00,73,0cbc,5c,57,1,74,57,02f4,36ed,5
1203,00:12:03,0de0,0,1,00f4,7a,0dc0,5c,57,3,74,57,02f4,36ed,5
1204,00:12:04,0de4,0,1,102,7a,0dc0,5c,57,3,74,57,02f4,36e4,5
1204,00:12:04,0.00E+00,0,1,010f,83,0dfc,5c,57,6,74,57,02f4,36e4,5
1205,00:12:05,0fa0,0,1,0.00E+00,83,0d00,5c,57,6,74,58,300,3700,5
1205,00:12:05,0f9c,0,1,00b7,4e,0d00,5c,57,6,74,58,300,3700,5
1206,00:12:06,0.00E+00,0,1,009c,4e,0d00,5c,57,6,74,58,300,3600,5
1206,00:12:06,0e7c,6,2,00b3,66,0d00,5c,57,6,74,58,300,3600,5
1207,00:12:07,0f64,0c,2,011e,66,0d00,5c,57,6,74,58,300,3700,5
1207,00:12:07,1178,0d,2,013a,6c,1200,5d,57,8,74,58,300,3700,5
1208,00:12:08,1234,10,2,122,6c,1200,5d,57,8,74,58,400,3600,5
1208,00:12:08,1290,12,2,013b,61,1200,5e,57,8,74,58,400,3600,5
1209,00:12:09,1234,13,2,151,61,1200,5e,57,8,74,58,400,3700,5
1209,00:12:09,1294,12,2,016e,71,1400,5f,57,8,74,58,400,3700,5
1210,00:12:10,1334,14,2,017a,71,1400,5f,57,8,74,58,400,3700,5
1210,00:12:10,12d4,0a,2,175,71,1400,60,57,8,74,58,400,3700,5
1211,00:12:11,1184,3,2,142,71,1400,60,57,8,74,58,300,3700,5
1211,00:12:11,1154,1,2,142,6f,1100,5f,57,7,74,58,300,3700,5
1212,00:12:12,1074,0,1,126,6f,11d0,5f,57,7,74,58,359,36d2,5
1212,00:12:12,1088,0,1,010f,68,0ff0,5e,57,6,74,58,359,36d2,5
1213,00:12:13,0f5c,0,5,109,68,0ff0,5e,57,6,74,58,328,36bf,5
1213,00:12:13,0ec8,0,1,00f8,6f,0f00,5d,57,6,74,58,328,36bf,5
1214,00:12:14,0f9c,0,1,100,6f,0f00,5d,57,6,74,58,034a,36e3,5
1214,00:12:14,1038,0,1,00d7,52,0eec,5d,57,7,74,58,034a,36e3,5
1215,00:12:15,1038,0,1,00b0,52,0eec,5d,57,7,74,58,037b,36d3,5
1215,00:12:15,0f54,0,1,009b,45,0.00E+00,5d,57,7,74,58,037b,36d3,5
1216,00:12:16,0fa4,0,1,94,45,0.00E+00,5d,57,7,74,58,033e,36cd,5
1216,00:12:16,0fc0,7,2,00a8,48,0.00E+00,5c,57,7,74,58,033e,36cd,5
1217,00:12:17,0fcc,8,2,00c9,48,0.00E+00,5c,57,7,74,57,395,3704,5
1217,00:12:17,10ac,7,2,00d6,51,0eec,5d,57,7,74,57,395,3704,5
1218,00:12:18,1128,7,2,00d3,51,0eec,5d,57,7,74,58,03cf,36fc,5
1218,00:12:18,1164,7,2,00cf,4b,0ff0,5d,57,8,74,58,03cf,36fc,5
1219,00:12:19,1214,11,2,0.00E+00,4b,0f00,5d,57,8,74,58,400,3700,5
1219,00:12:19,1268,11,2,00ec,4b,1000,5e,57,8,74,58,400,3700,5
1220,00:12:20,12e4,11,2,100,4b,1000,5e,57,8,74,58,400,3700,38
1220,00:12:20,1340,11,2,010b,53,1100,5e,57,9,74,58,400,3700,38
1221,00:12:21,13dc,0c,2,134,53,1100,5e,57,9,74,58,400,3700,51
1221,00:12:21,1460,9,2,0.00E+00,40,1200,5f,57,9,74,58,400,3700,51
1222,00:12:22,1350,9,2,00c8,40,1200,5f,57,9,74,59,400,3600,68
1222,00:12:22,1334,0c,2,00c2,3f,1000,5e,57,8,74,59,400,3600,68
1223,00:12:23,1258,0e,2,00ef,3f,1000,5e,57,8,74,58,400,3600,65
1223,00:12:23,132c,17,2,00f1,4d,1100,5e,57,8,74,58,400,3600,65
1224,00:12:24,13d8,19,2,121,4d,1100,5e,57,8,75,58,400,3700,56
1224,00:12:24,15dc,20,2,181,5e,1500,60,57,0a,75,58,400,3700,56
1225,00:12:25,1804,14,2,019c,5e,1500,60,57,0a,75,58,600,3700,5f
1225,00:12:25,16d0,3,2,0.00E+00,27,1100,63,57,0a,75,58,600,3700,5f
1226,00:12:26,1590,21,2,00a9,27,11a8,63,57,0a,75,59,500,3715,54
1226,00:12:26,1540,2b,2,150,53,1374,61,57,0a,75,59,500,3715,54
1227,00:12:27,16e0,2c,2,01a5,53,1374,61,57,0a,75,58,05d2,36da,38
1227,00:12:27,19f0,3d,2,025a,6b,1cd4,67,57,0c,75,58,05d2,36da,38
1228,00:12:28,1b14,0,1,00f4,6b,1cd4,67,57,0c,75,59,659,370f,42
1228,00:12:28,12ec,0,1,59,16,1018,64,57,0c,75,59,659,370f,42
1229,00:12:29,12dc,16,2,017c,16,1018,64,57,0c,75,5a,040c,3712,32
1229,00:12:29,1218,0,1,01fc,a5,1748,62,57,0d,75,5a,040c,3712,32
1230,00:12:30,13d8,0,5,00c1,a5,1748,62,57,0d,75,57,468,36da,48
1230,00:12:30,12c4,0,5,00c2,40,1144,5f,57,0d,75,57,468,36da,48
1231,00:12:31,112c,0,5,00a1,40,1144,5f,57,0d,75,57,03ab,36b2,6b
1231,00:12:31,0f5c,0,5,008b,3f,0dfc,5e,57,0b,75,57,03ab,36b2,6b
1232,00:12:32,0.00E+00,0,5,008c,3f,0dfc,5e,57,0b,75,56,2e03,3696,64
1232,00:12:32,0e0c,0,5,008c,48,0bb8,5c,57,0a,75,56,2e03,3696,64
1233,00:12:33,0e3c,0,1,88,48,0b00,5c,57,0a,75,56,200,3600,67
1233,00:12:33,0e0c,9,2,87,46,0b00,5b,57,0a,75,56,200,3600,67
1234,00:12:34,13e0,1b,2,015e,46,0b00,5b,57,0a,75,56,400,3700,5
1234,00:12:34,1174,25,2,021b,b1,1600,60,57,0d,75,56,400,3700,5
1235,00:12:35,1090,20,2,01dd,b1,1600,60,57,0d,75,57,300,3700,5
1235,00:12:35,1288,39,2,021a,a6,1900,60,57,10,75,57,300,3700,5
1236,00:12:36,144c,38,2,233,a6,1900,60,57,10,75,57,400,3700,32
1236,00:12:36,15ec,37,2,023f,89,1c00,64,57,12,75,57,400,3700,32
1237,00:12:37,17d0,3a,2,273,89,1c00,64,57,12,75,59,600,3700,32
1237,00:12:37,19b8,2a,2,029e,7b,2100,6c,57,15,75,59,600,3700,32
1238,00:12:38,1afc,18,2,230,7b,2100,6c,57,15,75,59,700,3600,3a
1238,00:12:38,1ba8,18,2,01d1,4c,1800,6e,57,16,75,59,700,3600,3a
1239,00:12:39,1c34,16,2,01cb,4c,1800,6e,57,16,75,5a,700,3700,47
1239,00:12:39,1c80,15,2,01ab,44,1700,6e,57,16,75,5a,700,3700,47
1240,00:12:40,1cd8,1c,2,01c7,44,17fc,6e,57,16,75,5a,07bc,3708,4b
1240,00:12:40,1d5c,1d,2,01f9,4b,1a2c,70,57,17,75,5a,07bc,3708,4b
1241,00:12:41,1e44,1c,2,217,4b,1a2c,70,57,17,75,59,874,370c,57
1241,00:12:41,1ed4,19,2,210,47,1b08,74,57,19,75,59,874,370c,57
1242,00:12:42,1f78,19,2,206,47,1b08,74,57,19,75,59,08f1,36fa,61
1242,00:12:42,202c,1c,2,020e,44,1b30,77,57,19,75,59,08f1,36fa,61
1243,00:12:43,2084,21,2,228,44,1b30,77,57,19,75,59,098f,3701,62
1243,00:12:43,20d8,2a,2,027a,4f,1edc,7a,57,1a,75,59,098f,3701,62
1244,00:12:44,21b0,26,2,02bc,4f,1edc,7a,57,1a,75,59,0a89,371a,6a
1244,00:12:44,2280,23,2,02dc,57,21d4,83,57,1c,75,59,0a89,371a,6a
1245,00:12:45,2360,21,2,02d3,57,21d4,83,57,1c,75,59,0ac4,3711,71
1245,00:12:45,23e8,20,2,02ba,51,2030,84,57,1c,75,59,0ac4,3711,71
1246,00:12:46,2338,0,1,118,51,2030,84,57,1c,75,59,7e07,36f8,6d
1246,00:12:46,1adc,0,1,005f,13,1194,6d,57,1c,75,59,7e07,36f8,6d
1247,00:12:47,1138,0,1,21,13,1100,6d,57,1c,75,58,200,3600,5d
1247,00:12:47,0.00E+00,0,1,007f,41,0b00,60,57,1b,75,58,200,3600,5d
1248,00:12:48,15c4,9,2,00f2,41,0b00,60,57,1b,75,52,400,3600,66
1248,00:12:48,1598,0c,2,00ef,3d,1200,5e,57,1a,75,52,400,3600,66
1249,00:12:49,14a4,0c,2,00ff,3d,1200,5e,57,1a,75,54,400,3600,69
1249,00:12:49,14ac,0b,2,00fd,45,1200,5f,57,19,75,54,400,3600,69
1250,00:12:50,1490,9,2,00f4,45,1200,5f,57,19,75,54,400,3600,6a
1250,00:12:50,1420,5,2,71,22,1000,5e,57,18,75,54,400,3600,6a
1251,00:12:51,1370,3,2,31,22,1000,5e,57,18,75,54,400,3600,5c
1251,00:12:51,12bc,3,2,002a,11,0.00E+00,5d,57,16,75,54,400,3600,5c
1252,00:12:52,1238,2,2,56,11,0.00E+00,5d,57,16,75,54,300,3600,66
1252,00:12:52,1198,0,2,005f,24,0.00E+00,5d,57,15,75,54,300,3600,66
1253,00:12:53,1124,0,2,006a,24,0.00E+00,5d,57,15,75,53,300,3600,67
1253,00:12:53,10c0,9,2,00ab,40,0.00E+00,5c,57,13,75,53,300,3600,67
1254,00:12:54,10d4,0,1,007e,40,0ec4,5c,57,13,75,54,039a,36e7,6b
1254,00:12:54,1068,0,1,87,37,0f8c,5d,57,13,75,54,039a,36e7,6b
1255,00:12:55,0.00E+00,0,5,85,37,0f8c,5d,57,13,75,54,02de,3696,65
1255,00:12:55,0.00E+00,0,5,008b,47,0c1c,5c,57,10,75,54,02de,3696,65
1256,00:12:56,0e1c,0,5,008a,47,0c1c,5c,57,10,75,54,02c3,3671,65
1256,00:12:56,0.00E+00,0,5,008e,49,0c1c,5c,57,0e,75,54,02c3,3671,65
1257,00:12:57,0.00E+00,0,5,008f,49,0c1c,5c,57,0e,75,54,02d4,3676,66
1257,00:12:57,0.00E+00,0,5,008c,47,0bf4,5b,57,0d,75,54,02d4,3676,66
1258,00:12:58,0e1c,0,5,90,47,0bf4,5b,57,0d,75,54,2e02,3693,66
1258,00:12:58,0.00E+00,0,5,008d,48,0c6c,5b,57,0d,75,54,2e02,3693,66
1259,00:12:59,0.00E+00,0,5,008d,48,0c6c,5b,57,0d,75,54,02d1,36b2,65
1259,00:12:59,0e0c,0,5,008f,49,0bf4,5b,57,0c,75,54,02d1,36b2,65
1300,00:13:00,0.00E+00,0,5,008c,49,0bf4,5b,57,0c,75,54,02d9,36b1,66
1300,00:13:00,0.00E+00,0,1,008f,49,0cbc,5b,57,0b,75,54,02d9,36b1,66
1301,00:13:01,0.00E+00,0,1,008e,49,0c00,5b,57,0b,75,54,200,3600,64
1301,00:13:01,0.00E+00,0,1,008d,48,0c00,5b,57,0a,75,54,200,3600,64
1302,00:13:02,0.00E+00,0,1,008e,48,0c00,5b,57,0a,75,55,200,3600,65
1302,00:13:02,0.00E+00,0,1,008d,48,0c00,5b,57,9,75,55,200,3600,65
1303,00:13:03,0.00E+00,0,1,008d,48,0c00,5b,57,9,75,55,200,3600,66
1303,00:13:03,0db8,0,1,94,49,0b00,5b,57,0a,75,55,200,3600,66
1304,00:13:04,0d68,0,1,00c5,49,0b00,5b,57,0a,75,54,200,3600,52
1304,00:13:04,0d74,0,1,00ee,84,0d00,5c,57,0a,75,54,200,3600,52
1305,00:13:05,0.00E+00,0,1,00d5,84,0d00,5c,57,0a,75,55,300,3600,4a
1305,00:13:05,0ea4,0,1,00cd,60,0d00,5c,57,0b,75,55,300,3600,4a
1306,00:13:06,0f08,1,2,00be,60,0d00,5c,57,0b,75,55,300,3600,46
1306,00:13:06,0f2c,4,2,00cf,5c,0d00,5c,57,0c,75,55,300,3600,46
1307,00:13:07,0f4c,4,2,00c8,5c,0d00,5c,57,0c,75,55,300,3600,4a
1307,00:13:07,0f40,5,2,00c7,58,0.00E+00,5d,57,0c,75,55,300,3600,4a
1308,00:13:08,0f94,6,2,00d9,58,0e4c,5d,57,0c,75,55,036a,36db,3f
1308,00:13:08,0fc8,8,2,00f6,64,0f00,5d,57,0d,75,55,036a,36db,3f
1309,00:13:09,10d4,8,2,00f0,64,0f00,5d,57,0d,75,55,03b5,36d4,46
1309,00:13:09,10c4,6,2,00c2,4a,0fa0,5d,57,0d,75,55,03b5,36d4,46
1310,00:13:10,10b8,6,2,00c0,4a,0fa0,5d,57,0d,75,55,03ab,36e4,5e
1310,00:13:10,109c,7,2,00cb,4c,0f28,5d,57,0d,75,55,03ab,36e4,5e
1311,00:13:11,10bc,1,2,0.00E+00,4c,0f28,5d,57,0d,75,55,371,36cd,66
1311,00:13:11,104c,5,2,00c0,4b,0f3c,5d,57,0d,75,55,371,36cd,66
1312,00:13:12,1028,7,2,00d0,4b,0f3c,5d,57,0d,75,55,384,36bb,62
1312,00:13:12,1088,8,2,00ee,5b,0eb0,5d,57,0d,75,55,384,36bb,62
1313,00:13:13,1108,7,2,00f2,5b,0eb0,5d,57,0d,75,55,390,36d4,65
1313,00:13:13,1110,0e,2,0.00E+00,53,0f78,5d,57,0d,75,55,390,36d4,65
1314,00:13:14,1150,5,2,0.00E+00,53,0f78,5d,57,0d,75,55,387,36be,6b
1314,00:13:14,10d4,1,2,00ba,46,0eb0,5d,57,0d,75,55,387,36be,6b
1315,00:13:15,1088,3,2,00a7,46,0.00E+00,5d,57,0d,75,55,300,3600,69
1315,00:13:15,1034,3,2,00a3,3f,0.00E+00,5d,57,0c,75,55,300,3600,69
1316,00:13:16,1e05,5,2,00c1,3f,0.00E+00,5d,57,0c,75,55,300,3600,65
1316,00:13:16,1070,6,2,00d5,54,0f00,5c,57,0d,75,55,300,3600,65
1317,00:13:17,1044,8,2,00df,54,0f00,5c,57,0d,75,55,300,3600,5c
1317,00:13:17,10ec,8,2,00fd,5d,1000,5d,57,0d,75,55,300,3600,5c
1318,00:13:18,1114,7,2,00f5,5d,1000,5d,57,0d,75,55,300,3600,63
1318,00:13:18,1158,9,2,100,5a,1000,5e,57,0e,75,55,300,3600,63
1319,00:13:19,1184,9,2,101,5a,1000,5e,57,0e,75,55,300,3600,62
1319,00:13:19,11c4,0a,2,102,5a,1100,5e,57,0e,75,55,300,3600,62
1320,00:13:20,11d0,0a,2,102,5a,1100,5e,57,0e,75,55,300,3600,68
1320,00:13:20,1254,9,2,00ef,4e,1000,5e,57,0e,75,55,300,3600,68
1321,00:13:21,1238,9,2,00db,4e,1000,5e,57,0e,75,55,300,3600,68
1321,00:13:21,1214,9,2,00df,4b,1000,5e,57,0e,75,55,300,3600,68
1322,00:13:22,11e8,9,2,00ee,4b,1040,5e,57,0e,75,55,03cb,36d3,66
1322,00:13:22,120c,5,2,00fd,52,1e01,5e,57,0e,75,55,03cb,36d3,66
1323,00:13:23,1220,9,2,00f3,52,1e01,5e,57,0e,75,55,03f6,36c1,62
1323,00:13:23,1220,0a,2,00fd,53,1108,5e,57,0e,75,55,03f6,36c1,62
1324,00:13:24,1250,9,2,00f9,53,1108,5e,57,0e,75,55,404,36ae,66
1324,00:13:24,125c,0a,2,00f4,4f,111c,5e,57,0e,75,55,404,36ae,66
1325,00:13:25,120c,8,2,00f5,4f,111c,5e,57,0e,75,55,03ec,36c9,5e
1325,00:13:25,120c,8,2,012f,66,1180,5f,57,0e,75,55,03ec,36c9,5e
1326,00:13:26,11dc,0c,2,0.00E+00,66,1180,5f,57,0e,75,55,03f3,36a6,5b
1326,00:13:26,11a8,8,2,123,64,1158,5e,57,0e,75,55,03f3,36a6,5b
1327,00:13:27,1230,0d,2,012f,64,1158,5e,57,0e,75,55,430,36be,56
1327,00:13:27,12a4,0c,2,111,51,1130,5f,57,0e,75,55,430,36be,56
1328,00:13:28,1244,0d,2,011e,51,1130,5f,57,0e,75,55,426,36bd,55
1328,00:13:28,12d0,0d,2,118,58,1234,5f,57,0f,75,55,426,36bd,55
1329,00:13:29,12dc,0a,2,00f3,58,1200,5f,57,0f,75,55,400,3600,69
1329,00:13:29,12d4,0b,2,00ee,49,1000,5f,57,0e,75,55,400,3600,69
1330,00:13:30,1340,0c,2,107,49,1000,5f,57,0e,75,55,300,3600,65
1330,00:13:30,12e4,0c,2,00fb,4f,1100,5e,57,0f,75,55,300,3600,65
1331,00:13:31,12ac,0b,2,00ff,4f,1100,5e,57,0f,75,55,400,3600,66
1331,00:13:31,12e0,0e,2,113,55,1100,5e,57,0e,75,55,400,3600,66
1332,00:13:32,1294,0d,2,118,55,1100,5e,57,0e,75,55,400,3600,65
1332,00:13:32,1268,0c,2,012a,60,1100,5f,57,0f,75,55,400,3600,65
1333,00:13:33,1300,0d,2,011e,60,1100,5f,57,0f,75,55,400,3600,69
1333,00:13:33,1324,0d,2,107,51,1200,5f,57,0f,75,55,400,3600,69
1334,00:13:34,1328,0d,2,104,51,1200,5f,57,0f,75,55,400,3600,69
1334,00:13:34,130c,0d,2,100,4f,1100,5e,57,0f,75,55,400,3600,69
1335,00:13:35,12d4,0d,2,108,4f,1100,5e,57,0f,75,55,300,3600,6e
1335,00:13:35,1260,8,2,00c5,40,1000,5e,57,0f,75,55,300,3600,6e
1336,00:13:36,1228,9,2,00f2,40,10f4,5e,57,0f,75,55,03ae,36a5,5e
1336,00:13:36,127c,0c,2,011f,5a,11e4,5e,57,0e,75,55,03ae,36a5,5e
1337,00:13:37,1294,9,2,104,5a,11e4,5e,57,0e,75,55,411,3699,68
1337,00:13:37,1280,8,2,00ee,4d,116c,5e,57,0e,75,55,411,3699,68
1338,00:13:38,1228,1,2,00d8,4d,116c,5e,57,0e,75,55,379,3691,67
1338,00:13:38,1190,5,2,00c5,46,1018,5d,57,0e,75,55,379,3691,67
1339,00:13:39,1174,0a,2,101,46,1018,5d,57,0e,75,54,405,3692,57
1339,00:13:39,1224,0c,2,129,61,11f8,5e,57,0e,75,54,405,3692,57
1340,00:13:40,1218,7,2,00f7,61,11f8,5e,57,0e,75,55,418,36a5,53
1340,00:13:40,1280,0d,2,122,5d,11a8,5f,57,0e,75,55,418,36a5,53
1341,00:13:41,12b8,0e,2,012b,5d,11a8,5f,57,0e,75,55,043c,36a1,4e
1341,00:13:41,12f4,0f,2,128,59,1194,5f,57,0f,75,55,043c,36a1,4e
1342,00:13:42,1308,11,2,118,59,1194,5f,57,0f,75,55,045b,36a1,58
1342,00:13:42,12f8,12,2,011d,57,11f8,60,57,0f,75,55,045b,36a1,58
1343,00:13:43,1340,11,2,121,57,1100,60,57,0f,75,55,400,3600,64
1343,00:13:43,1398,12,2,012c,58,1200,60,57,0f,75,55,400,3600,64
1344,00:13:44,1368,11,2,012a,58,1200,60,57,0f,75,55,400,3600,68
1344,00:13:44,135c,0f,2,126,57,1200,60,57,0f,75,55,400,3600,68
1345,00:13:45,137c,0f,2,011a,57,1200,60,57,0f,75,55,400,3600,68
1345,00:13:45,13a0,14,2,011e,54,1200,5f,57,0f,75,55,400,3600,68
1346,00:13:46,1438,16,2,013e,54,1200,5f,57,0f,75,55,400,3600,67
1346,00:13:46,14fc,14,2,158,5b,1400,61,57,10,75,55,400,3600,67
1347,00:13:47,1544,12,2,160,5b,1400,61,57,10,75,55,400,3600,68
1347,00:13:47,15a8,12,2,156,54,1400,61,57,11,75,55,400,3600,68
1348,00:13:48,1688,11,2,158,54,1400,61,57,11,75,55,400,3600,6c
1348,00:13:48,171c,10,2,158,4e,1500,62,57,12,75,55,400,3600,6c
1349,00:13:49,16f8,0b,2,00aa,4e,1500,62,57,12,75,55,400,3600,6c
1349,00:13:49,1590,0c,2,00f4,3a,1200,60,57,11,75,55,400,3600,6c
1350,00:13:50,164c,11,2,011f,3a,12c0,60,57,11,75,55,047d,3677,63
1350,00:13:50,1640,15,2,156,52,1478,61,57,11,75,55,047d,3677,63
1351,00:13:51,1648,12,2,158,52,1478,61,57,11,75,55,522,36d2,6e
1351,00:13:51,171c,0e,2,012e,46,1464,62,57,12,75,55,522,36d2,6e
1352,00:13:52,1778,0c,2,110,46,1464,62,57,12,75,55,04d0,36da,6c
1352,00:13:52,1698,0b,2,010e,3f,1338,61,57,12,75,55,04d0,36da,6c
1353,00:13:53,161c,0b,2,00d4,3f,1338,61,57,12,75,55,457,36cd,6b
1353,00:13:53,16cc,0c,2,00f5,3a,1388,5f,57,11,75,55,457,36cd,6b
1354,00:13:54,1558,0a,2,00d6,3a,1388,5f,57,11,75,55,454,3684,6a
1354,00:13:54,1588,0a,2,00f3,42,1284,5f,57,11,75,55,454,3684,6a
1355,00:13:55,1588,0b,2,0.00E+00,42,1284,5f,57,11,75,54,454,3674,6c
1355,00:13:55,14f0,0c,2,0.00E+00,3d,1248,5e,57,11,75,54,454,3674,6c
1356,00:13:56,1580,0d,2,104,3d,1248,5e,57,11,75,54,463,3685,6a
1356,00:13:56,1538,0d,2,113,49,1324,5f,57,11,75,54,463,3685,6a
1357,00:13:57,159c,0e,2,011a,49,1300,5f,57,11,75,54,400,3600,6c
1357,00:13:57,1594,0d,2,011f,49,1200,5f,57,11,75,54,400,3600,6c
1358,00:13:58,15f8,0e,2,125,49,1200,5f,57,11,75,54,400,3600,6a
