Time (GMT),Time,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR
44,00:00:44,0e1c,0,1,00c6,63,0d00,5a,57,0,59,4c,200,3700,64
44,00:00:44,0e3c,0,1,00c7,60,0.00E+00,5a,57,0,59,4c,200,3700,64
45,00:00:45,0.00E+00,0,1,00c6,60,0.00E+00,5a,57,0,59,4c,200,3700,65
45,00:00:45,0.00E+00,0,1,00c6,61,0d00,5a,57,0,59,4c,200,3700,65
46,00:00:46,0.00E+00,0,1,00c6,61,0dd4,5a,57,0,59,4c,02a2,3767,65
46,00:00:46,0.00E+00,0,1,00c7,61,0e4c,5a,57,0,59,4c,02a2,3767,65
47,00:00:47,0.00E+00,0,1,00c9,61,0e4c,5a,57,0,59,4c,02a2,377a,65
47,00:00:47,0e2c,0,1,00c5,61,0dd4,5a,57,0,59,4c,02a2,377a,65
48,00:00:48,0.00E+00,0,1,00c7,61,0dd4,5a,57,0,59,4c,02a9,378d,66
48,00:00:48,0e3c,0,1,00c6,60,0dd4,5a,57,0,59,4c,02a9,378d,66
49,00:00:49,0.00E+00,0,1,00c5,60,0dd4,5a,57,0,59,4c,296,3779,65
49,00:00:49,0.00E+00,0,1,00c5,60,0dc0,5a,57,0,59,4c,296,3779,65
50,00:00:50,0e2c,0,1,00c5,60,0dc0,5a,57,0,59,4c,02a6,3776,65
50,00:00:50,0.00E+00,0,1,00c5,60,0dd4,5a,57,0,59,4c,02a6,3776,65
51,00:00:51,0.00E+00,0,1,00c3,60,0dd4,5a,57,0,59,4c,029c,3777,65
51,00:00:51,0e2c,0,1,00c2,5e,0d98,5a,57,0,59,4c,029c,3777,65
52,00:00:52,0.00E+00,0,1,00c3,5e,0d98,5a,57,0,59,4c,029c,376f,66
52,00:00:52,0.00E+00,0,1,00c2,5f,0d84,5a,57,0,59,4c,029c,376f,66
53,00:00:53,0.00E+00,0,1,00c4,5f,0d00,5a,57,0,59,4c,200,3700,66
53,00:00:53,0.00E+00,0,1,00c3,60,0d00,5a,57,0,59,4c,200,3700,66
54,00:00:54,0e3c,0,1,00c1,60,0d00,5a,57,0,59,4c,200,3700,65
54,00:00:54,0.00E+00,0,1,00c2,60,0d00,5a,57,0,59,4c,200,3700,65
55,00:00:55,0.00E+00,0,1,00c3,60,0d00,5a,57,0,59,4c,200,3700,66
55,00:00:55,0e1c,0,1,00c1,60,0.00E+00,5a,57,0,59,4c,200,3700,66
56,00:00:56,0.00E+00,0,1,00c3,60,0.00E+00,5a,57,0,5a,4c,200,3700,66
56,00:00:56,0.00E+00,0,1,00c2,5f,0d00,5a,57,0,5a,4c,200,3700,66
57,00:00:57,0.00E+00,0,1,00c2,5f,0d00,5a,57,0,5a,4c,200,3700,66
57,00:00:57,0.00E+00,0,1,00c1,5e,0d00,5a,57,0,5a,4c,200,3700,66
58,00:00:58,0.00E+00,0,1,00c1,5e,0d00,5a,57,0,5a,4c,200,3700,65
58,00:00:58,0.00E+00,0,1,00c1,5e,0d00,5a,57,0,5a,4c,200,3700,65
59,00:00:59,0.00E+00,0,1,00bf,5e,0d00,5a,57,0,5a,4c,200,3700,66
59,00:00:59,0.00E+00,0,1,00bf,5f,0d00,5a,57,0,5a,4c,200,3700,66
100,00:01:00,0.00E+00,0,1,00c0,5f,0d34,5a,57,0,5a,4c,02a8,3785,68
100,00:01:00,0e2c,0,1,00c0,5e,0d98,5a,57,0,5a,4c,02a8,3785,68
101,00:01:01,0.00E+00,0,1,00c0,5e,0d98,5a,57,0,5a,4c,028e,378e,65
101,00:01:01,0e0c,0,1,00c1,60,0dc0,5a,57,0,5a,4c,028e,378e,65
102,00:01:02,0.00E+00,0,1,00c1,60,0dc0,5a,57,0,5a,4c,295,3782,65
102,00:01:02,0.00E+00,0,1,00c1,5e,0dfc,5a,57,0,5a,4c,295,3782,65
103,00:01:03,0.00E+00,0,1,00c0,5e,0dfc,5a,57,0,5a,4c,287,377d,65
103,00:01:03,0.00E+00,0,1,00c1,5f,0d84,5a,57,0,5a,4c,287,377d,65
104,00:01:04,0.00E+00,0,1,00bf,5f,0d84,5a,57,0,5a,4c,291,3777,64
104,00:01:04,0.00E+00,0,1,00bf,5e,0dac,5a,57,0,5a,4c,291,3777,64
105,00:01:05,0.00E+00,0,1,00c1,5e,0dac,5a,57,0,5a,4c,02a6,376a,65
105,00:01:05,0.00E+00,0,1,00c0,5e,0d0c,5a,57,0,5a,4c,02a6,376a,65
106,00:01:06,0e2c,0,1,00c1,5e,0d0c,5a,57,0,5a,4c,298,377f,66
106,00:01:06,0.00E+00,0,1,00be,5d,0dc0,5a,57,0,5a,4c,298,377f,66
107,00:01:07,0e1c,0,1,00be,5d,0d00,5a,57,0,5a,4c,200,3700,65
107,00:01:07,0.00E+00,0,1,00be,5d,0d00,5a,57,0,5a,4c,200,3700,65
108,00:01:08,0.00E+00,0,1,00be,5d,0d00,5a,57,0,5a,4c,200,3700,68
108,00:01:08,0.00E+00,0,1,00bc,5d,0d00,5a,57,0,5a,4c,200,3700,68
109,00:01:09,0.00E+00,0,1,00be,5d,0d00,5a,57,0,5a,4c,200,3700,64
109,00:01:09,0.00E+00,0,1,00bc,5c,0d00,5a,57,0,5a,4c,200,3700,64
110,00:01:10,0.00E+00,0,1,00bd,5c,0d00,5a,57,0,5a,4c,200,3700,66
110,00:01:10,0.00E+00,0,1,00bb,5c,0d00,5a,57,0,5a,4c,200,3700,66
111,00:01:11,0.00E+00,0,1,00bb,5c,0d00,5a,57,0,5b,4c,200,3700,65
111,00:01:11,0.00E+00,0,1,00bc,5d,0d00,5a,57,0,5b,4c,200,3700,65
112,00:01:12,0.00E+00,0,1,00bc,5d,0d00,5a,57,0,5b,4c,200,3700,65
112,00:01:12,0.00E+00,0,1,00be,5f,0d00,5a,57,0,5b,4c,200,3700,65
113,00:01:13,0e1c,0,1,00bd,5f,0d00,5a,57,0,5b,4c,200,3700,64
113,00:01:13,0e0c,0,1,00bf,5e,0d00,5a,57,0,5b,4c,200,3700,64
114,00:01:14,0.00E+00,0,1,00be,5e,0dd4,5a,57,0,5b,4c,324,378b,5
114,00:01:14,0.00E+00,0,1,00be,5e,0d48,5a,57,0,5b,4c,324,378b,5
115,00:01:15,0.00E+00,0,1,00be,5e,0d48,5a,57,0,5b,4d,032b,377b,5
115,00:01:15,0.00E+00,0,1,00bc,5c,0de8,5a,57,0,5b,4d,032b,377b,5
116,00:01:16,0.00E+00,0,1,00bd,5c,0de8,5a,57,0,5b,4d,313,3782,5
116,00:01:16,0e1c,0,1,00bb,5c,0d98,5a,57,0,5b,4d,313,3782,5
117,00:01:17,0.00E+00,0,1,00ba,5c,0d98,5a,57,0,5b,4d,031f,3792,5
117,00:01:17,0.00E+00,0,1,00bb,5c,0dac,5a,57,0,5b,4d,031f,3792,5
118,00:01:18,0e1c,0,1,00bb,5c,0dac,5a,57,0,5b,4d,031a,3795,5
118,00:01:18,0.00E+00,0,1,00bb,5c,0d98,5a,57,0,5b,4d,031a,3795,5
119,00:01:19,0.00E+00,0,1,00ba,5c,0d98,5a,57,0,5b,4d,031d,3779,5
119,00:01:19,0.00E+00,0,1,00ba,5a,0d70,5a,57,0,5b,4d,031d,3779,5
120,00:01:20,0.00E+00,0,1,00b9,5a,0d70,5a,57,0,5b,4d,031a,3771,5
120,00:01:20,0.00E+00,0,1,00bc,5e,0cf8,5a,57,0,5b,4d,031a,3771,5
121,00:01:21,0.00E+00,0,1,00ba,5e,0c00,5a,57,0,5c,4d,300,3700,5
121,00:01:21,0.00E+00,0,1,00ba,5c,0d00,5a,57,0,5c,4d,300,3700,5
122,00:01:22,0.00E+00,0,1,00bb,5c,0d00,5a,57,0,5c,4d,300,3700,5
122,00:01:22,0e2c,0,1,00bb,5c,0d00,5a,57,0,5c,4d,300,3700,5
123,00:01:23,0.00E+00,0,1,00b9,5c,0d00,5a,57,0,5c,4d,300,3700,5
123,00:01:23,0.00E+00,0,1,00b9,5b,0d00,5a,57,0,5c,4d,300,3700,5
124,00:01:24,0.00E+00,0,1,00bb,5b,0d00,5a,57,0,5c,4d,300,3700,5
124,00:01:24,0.00E+00,0,1,00ba,5c,0d00,5a,57,0,5c,4d,300,3700,5
125,00:01:25,0.00E+00,0,1,00ba,5c,0d00,5a,57,0,5c,4d,300,3700,5
125,00:01:25,0.00E+00,0,1,00ba,5b,0d00,5a,57,0,5c,4d,300,3700,5
126,00:01:26,0.00E+00,0,1,00ba,5b,0d00,5a,57,0,5c,4d,300,3700,5
126,00:01:26,0.00E+00,0,1,00b9,5a,0d00,5a,57,0,5c,4d,300,3700,5
127,00:01:27,0.00E+00,0,1,00b7,5a,0d00,5a,57,0,5c,4d,300,3700,5
127,00:01:27,0.00E+00,0,1,00b6,5a,0d00,5a,57,0,5c,4d,300,3700,5
128,00:01:28,0.00E+00,0,1,00b6,5a,0dac,5a,57,0,5c,4d,311,37a5,5
128,00:01:28,0e2c,0,1,00b7,5b,0dc0,5a,57,0,5c,4d,311,37a5,5
129,00:01:29,0.00E+00,0,1,00b7,5b,0dc0,5a,57,0,5c,4d,318,377c,5
129,00:01:29,0.00E+00,0,1,00b6,5a,0d5c,5a,57,0,5c,4d,318,377c,5
130,00:01:30,0.00E+00,0,1,00b8,5a,0d5c,5a,57,0,5c,4d,031f,378f,5
130,00:01:30,0e1c,0,1,00b7,5b,0d70,5a,57,0,5c,4d,031f,378f,5
131,00:01:31,0.00E+00,0,1,00b8,5b,0d70,5a,57,0,5c,4d,324,377f,5
131,00:01:31,0.00E+00,0,1,00b8,5b,0d70,5a,57,0,5c,4d,324,377f,5
132,00:01:32,0.00E+00,0,1,00b8,5b,0d70,5a,57,0,5c,4d,322,3792,5
132,00:01:32,0.00E+00,0,1,00b7,5c,0d98,5a,57,0,5c,4d,322,3792,5
133,00:01:33,0.00E+00,0,1,00b8,5c,0d98,5a,57,0,5c,4d,031f,3792,5
133,00:01:33,0.00E+00,0,1,00b7,5a,0d84,5a,57,0,5c,4d,031f,3792,5
134,00:01:34,0.00E+00,0,1,00b7,5a,0d84,5a,57,0,5c,4d,311,3798,5
134,00:01:34,0.00E+00,0,1,00b7,5a,0dc0,5a,57,0,5c,4d,311,3798,5
135,00:01:35,0.00E+00,0,1,00b8,5a,0d00,5a,57,0,5c,4d,300,3700,5
135,00:01:35,0.00E+00,0,1,00b6,59,0d00,5a,57,0,5c,4d,300,3700,5
136,00:01:36,0.00E+00,0,1,00b5,59,0d00,5a,57,0,5d,4d,300,3700,5
136,00:01:36,0.00E+00,0,1,00b5,59,0d00,5a,57,0,5d,4d,300,3700,5
137,00:01:37,0.00E+00,0,1,00b4,59,0d00,5a,57,0,5d,4d,300,3700,5
137,00:01:37,0.00E+00,0,1,00b6,5a,0d00,5a,57,0,5d,4d,300,3700,5
138,00:01:38,0e2c,0,1,00b3,5a,0d00,5a,57,0,5d,4d,300,3700,5
138,00:01:38,0.00E+00,0,1,00b5,5a,0d00,5a,57,0,5d,4d,300,3700,5
139,00:01:39,0.00E+00,0,1,00b5,5a,0d00,5a,57,0,5d,4d,300,3700,5
139,00:01:39,0e1c,0,1,00b5,5a,0d00,5a,57,0,5d,4d,300,3700,5
140,00:01:40,0.00E+00,0,1,00b4,5a,0d00,5a,57,0,5d,4d,300,3700,5
140,00:01:40,0.00E+00,0,1,00b6,5a,0d00,5a,57,0,5d,4d,300,3700,5
141,00:01:41,0.00E+00,0,1,00b6,5a,0d00,5a,57,0,5d,4d,300,3700,5
141,00:01:41,0.00E+00,0,1,00b6,5a,0d00,5a,57,0,5d,4d,300,3700,5
142,00:01:42,0.00E+00,0,1,00b6,5a,0d84,5a,57,0,5d,4d,322,378e,5
142,00:01:42,0.00E+00,0,1,00b7,5a,0d48,5a,57,0,5d,4d,322,378e,5
143,00:01:43,0e2c,0,1,00b6,5a,0d48,5a,57,0,5d,4d,031a,3791,5
143,00:01:43,0e1c,0,1,00b5,5a,0d48,5a,57,0,5d,4d,031a,3791,5
144,00:01:44,0.00E+00,0,1,00b4,5a,0d48,5a,57,0,5d,4d,032e,378a,5
144,00:01:44,0.00E+00,0,1,00b5,5b,0cf8,5a,57,0,5d,4d,032e,378a,5
145,00:01:45,0e2c,0,1,00b6,5b,0cf8,5a,57,0,5d,4d,318,379e,5
145,00:01:45,0.00E+00,0,1,00b3,58,0d70,5a,57,0,5d,4d,318,379e,5
146,00:01:46,0.00E+00,0,1,00b5,58,0d70,5a,57,0,5d,4d,031c,3775,5
146,00:01:46,0e3c,0,1,00b3,58,0d34,5a,57,0,5d,4d,031c,3775,5
147,00:01:47,0e1c,0,1,00b2,58,0d34,5a,57,0,5d,4d,031f,377e,5
147,00:01:47,0e1c,0,1,00b4,5a,0d20,5a,57,0,5d,4d,031f,377e,5
148,00:01:48,0.00E+00,0,1,00b3,5a,0d20,5a,57,0,5d,4d,031c,378e,5
148,00:01:48,0e1c,0,1,00b3,58,0d70,5a,57,0,5d,4d,031c,378e,5
149,00:01:49,0.00E+00,0,1,00b3,58,0d00,5a,57,0,5e,4d,300,3700,5
149,00:01:49,0.00E+00,0,1,00b3,59,0d00,5a,57,0,5e,4d,300,3700,5
150,00:01:50,0e1c,0,1,00b4,59,0d00,5a,57,0,5e,4d,300,3700,5
150,00:01:50,0.00E+00,0,1,00b4,59,0.00E+00,5a,57,0,5e,4d,300,3700,5
151,00:01:51,0.00E+00,0,1,00b2,59,0.00E+00,5a,57,0,5e,4d,300,3700,5
151,00:01:51,0.00E+00,0,1,00b4,59,0d00,5a,57,0,5e,4d,300,3700,5
152,00:01:52,0e1c,0,1,00b2,59,0d00,5a,57,0,5e,4d,300,3700,5
152,00:01:52,0.00E+00,0,1,00b3,58,0d00,5a,57,0,5e,4d,300,3700,5
153,00:01:53,0.00E+00,0,1,00b4,58,0d00,5a,57,0,5e,4d,300,3700,5
153,00:01:53,0.00E+00,0,1,00b4,58,0d00,5a,57,0,5e,4d,300,3700,5
154,00:01:54,0.00E+00,0,1,00b4,58,0d00,5a,57,0,5e,4d,300,3700,5
154,00:01:54,0e2c,0,1,00b5,59,0d00,5a,57,0,5e,4d,300,3700,5
155,00:01:55,0.00E+00,0,1,00b2,59,0d00,5a,57,0,5e,4d,300,3700,5
155,00:01:55,0.00E+00,0,1,00b3,59,0d00,5a,57,0,5e,4d,300,3700,5
156,00:01:56,0.00E+00,0,1,00b3,59,0d0c,5a,57,0,5e,4e,318,379d,5
156,00:01:56,0.00E+00,0,1,00b4,5a,0d5c,5a,57,0,5e,4e,318,379d,5
157,00:01:57,0e2c,0,1,00b3,5a,0d5c,5a,57,0,5e,4d,313,3792,5
157,00:01:57,0e1c,0,1,00b1,58,0d70,5a,57,0,5e,4d,313,3792,5
158,00:01:58,0.00E+00,0,1,00b3,58,0d70,5a,57,0,5e,4d,321,378b,5
158,00:01:58,0.00E+00,0,1,00b3,57,0ca8,5a,57,0,5e,4d,321,378b,5
159,00:01:59,0.00E+00,0,1,00b3,57,0ca8,5a,57,0,5e,4d,031f,3779,5
159,00:01:59,0.00E+00,0,1,00b1,59,0d48,5a,57,0,5e,4d,031f,3779,5
200,00:02:00,0.00E+00,0,1,00b2,59,0d48,5a,57,0,5e,4d,030e,37a4,5
200,00:02:00,0.00E+00,0,1,00b2,58,0cf8,5a,57,0,5e,4d,030e,37a4,5
201,00:02:01,0.00E+00,0,1,00b3,58,0cf8,5a,57,0,5e,4e,309,3794,5
201,00:02:01,0.00E+00,0,1,00b4,59,0d98,5a,57,0,5e,4e,309,3794,5
202,00:02:02,0.00E+00,0,1,00b3,59,0d98,5a,57,0,5e,4e,031a,37a3,5
202,00:02:02,0e0c,0,1,00b3,5a,0d98,5a,57,0,5e,4e,031a,37a3,5
203,00:02:03,0e1c,0,1,00b3,5a,0d00,5a,57,0,5e,4e,300,3700,5
203,00:02:03,0.00E+00,0,1,00b3,58,0d00,5a,57,0,5e,4e,300,3700,5
204,00:02:04,0.00E+00,0,1,00b2,58,0d00,5a,57,0,5e,4e,300,3700,5
204,00:02:04,0.00E+00,0,1,00b3,58,0d00,5a,57,0,5e,4e,300,3700,5
205,00:02:05,0.00E+00,0,1,00b1,58,0d00,5a,57,0,5f,4e,300,3700,5
205,00:02:05,0e1c,0,1,00b2,59,0d00,5a,57,0,5f,4e,300,3700,5
206,00:02:06,0e1c,0,1,00b2,59,0d00,5a,57,0,5f,4e,300,3700,5
206,00:02:06,0e1c,0,1,00b2,58,0d00,5a,57,0,5f,4e,300,3700,5
207,00:02:07,0.00E+00,0,1,00b3,58,0d00,5a,57,0,5f,4e,300,3700,5
207,00:02:07,0e3c,0,1,00b0,57,0d00,5a,57,0,5f,4e,300,3700,5
208,00:02:08,0.00E+00,0,1,00b0,57,0d00,5a,57,0,5f,4e,300,3700,5
208,00:02:08,0.00E+00,0,1,00b0,57,0d00,5a,57,0,5f,4e,300,3700,5
209,00:02:09,0.00E+00,0,1,00b0,57,0d00,5a,57,0,5f,4e,300,3700,5
209,00:02:09,0.00E+00,0,1,00b0,57,0d00,5a,57,0,5f,4e,300,3700,5
210,00:02:10,0e1c,0,1,00af,57,0d34,5a,57,0,5f,4e,313,3797,5
210,00:02:10,0.00E+00,0,1,00b0,58,0d48,5a,57,0,5f,4e,313,3797,5
211,00:02:11,0e1c,0,1,00b1,58,0d48,5a,57,0,5f,4e,315,378f,5
211,00:02:11,0.00E+00,0,1,00b0,57,0d20,5a,57,0,5f,4e,315,378f,5
212,00:02:12,0.00E+00,0,1,00b0,57,0d20,5a,57,0,5f,4e,324,3797,5
212,00:02:12,0.00E+00,0,1,00b0,57,0d5c,5a,57,0,5f,4e,324,3797,5
213,00:02:13,0e1c,0,1,00b0,57,0d5c,5a,57,0,5f,4e,316,37a5,5
213,00:02:13,0.00E+00,0,1,00b0,58,0d34,5a,57,0,5f,4e,316,37a5,5
214,00:02:14,0.00E+00,0,1,00b0,58,0d34,5a,57,0,5f,4e,031a,377c,5
214,00:02:14,0.00E+00,0,1,00b0,58,0d98,5a,57,0,5f,4e,031a,377c,5
215,00:02:15,0dfc,0,1,00b1,58,0d98,5a,57,0,5f,4e,030e,377f,5
215,00:02:15,0.00E+00,0,1,00b3,57,0d48,5a,57,0,5f,4e,030e,377f,5
216,00:02:16,0.00E+00,0,1,00b0,57,0d48,5a,57,0,5f,4e,030b,3788,5
216,00:02:16,0.00E+00,0,1,00b0,58,0d34,5a,57,0,5f,4e,030b,3788,5
217,00:02:17,0.00E+00,0,1,00af,58,0d00,5a,57,0,5f,4e,300,3700,5
217,00:02:17,0e1c,0,1,00af,57,0d00,5a,57,0,5f,4e,300,3700,5
218,00:02:18,0e1c,0,1,00b0,57,0d00,5a,57,0,5f,4e,300,3700,5
218,00:02:18,0.00E+00,0,1,00b0,57,0d00,5a,57,0,5f,4e,300,3700,5
219,00:02:19,0.00E+00,0,1,00b0,57,0d00,5a,57,0,5f,4e,300,3700,5
219,00:02:19,0.00E+00,0,1,00b0,57,0d00,5a,57,0,5f,4e,300,3700,5
220,00:02:20,0.00E+00,0,1,00b0,57,0d00,5a,57,0,5f,4e,300,3700,5
220,00:02:20,0.00E+00,0,1,00ac,55,0d00,5a,57,0,5f,4e,300,3700,5
221,00:02:21,0.00E+00,0,1,00ae,55,0d00,5a,57,0,5f,4e,300,3700,5
221,00:02:21,0.00E+00,0,1,00b0,58,0d00,5a,57,0,5f,4e,300,3700,5
222,00:02:22,0.00E+00,0,1,00b0,58,0d00,5a,57,0,60,4e,300,3700,5
222,00:02:22,0e2c,0,1,00b0,57,0c00,5a,57,0,60,4e,300,3700,5
223,00:02:23,0e1c,0,1,00b0,57,0c00,5a,57,0,60,4e,300,3700,5
223,00:02:23,0e1c,0,1,00b0,57,0d00,5a,57,0,60,4e,300,3700,5
224,00:02:24,0e0c,0,1,00b0,57,0d5c,5a,57,0,60,4e,030b,3784,5
