Time (GMT),Time,Latitude,Longitude,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR
85236,08:52:36,,,0dd0,0,5,005f,35,0b00,5b,57,4,7f,48,200,3800,6b
85237,08:52:37,,,0d60,0,5,60,35,0b00,5b,57,4,7f,48,200,3700,6f
85237,08:52:37,,,0d4c,0,1,64,3b,0b00,5b,57,5,7f,48,200,3700,6f
85238,08:52:38,,,0d50,0,1,60,3b,0b00,5b,57,5,80,48,200,3700,71
85238,08:52:38,,,0d50,0,5,63,3a,0b00,5b,57,5,80,48,200,3700,71
85239,08:52:39,,,0d30,0,1,68,3a,0b00,5b,57,5,80,48,200,3700,6f
85239,08:52:39,,,0d2c,0,1,69,3e,0b00,5b,57,5,80,48,200,3700,6f
85240,08:52:40,,,0d28,0,1,80,3e,0b00,5b,57,5,80,47,200,3800,5b
85240,08:52:40,,,114c,1e,2,018a,86,0.00E+00,5b,57,8,80,47,200,3800,5b
85241,08:52:41,,,146c,1d,2,128,86,0.00E+00,5b,57,8,80,49,500,3800,6f
85241,08:52:41,,,16f4,1d,2,153,4d,1504,60,57,0a,80,49,053c,3858,6f
85242,08:52:42,,,16f4,24,2,172,4d,1504,60,57,0a,80,4b,591,37e1,68
85242,08:52:42,,,1930,34,2,292,72,19dc,66,57,0d,80,4b,591,37e1,68
85243,08:52:43,,,1d1c,36,2,02b2,72,19dc,66,57,0d,80,4b,882,380b,6d
85243,08:52:43,,,1c10,0,1,00d6,1f,17ac,6e,57,0e,80,4b,882,380b,6d
85244,08:52:44,,,1208,0,2,85,1f,17ac,6e,57,0e,80,4c,309,37e8,65
85244,08:52:44,,,12e0,1f,2,020a,9b,1518,64,57,0f,80,4c,309,37e8,65
85245,08:52:45,,,1444,25,2,019c,9b,1518,64,57,0f,80,4a,4e00,37f2,69
85245,08:52:45,,,1588,28,2,01d1,71,17c0,64,57,12,80,4a,4e00,37f2,69
85246,08:52:46,,,1760,1c,2,01ca,71,17c0,64,57,12,80,4a,530,36eb,70
85246,08:52:46,,,188c,1c,2,01d7,5d,18d8,67,57,14,80,4a,530,36eb,70
85247,08:52:47,,,19bc,12,2,017b,5d,18d8,67,57,14,80,4a,515,3752,6a
85247,08:52:47,,,18b4,0,1,00bf,26,125c,64,57,13,80,4a,515,3752,6a
85248,08:52:48,,,187c,0,1,58,26,125c,64,57,13,80,4a,05ab,375c,6d
85248,08:52:48,,,1788,0,1,002d,0c,1000,62,57,12,80,4a,500,3700,6d
85249,08:52:49,,,1648,0,1,0,0c,1000,62,57,12,80,4a,400,3700,6b
85249,08:52:49,,,14a0,0,1,0,0,1000,60,57,0f,80,4a,400,3700,6b
85250,08:52:50,,,1318,0,1,0,0,1000,60,57,0f,80,49,400,3700,6b
85250,08:52:50,,,1128,0,1,003c,1a,0f00,5f,57,0d,80,49,400,3700,6b
85251,08:52:51,,,0ff4,0,1,70,1a,0f00,5f,57,0d,80,47,200,3700,6e
85251,08:52:51,,,0f60,0,1,92,41,0d00,5c,57,0d,80,47,200,3700,6e
85252,08:52:52,,,0f64,24,2,124,41,0d00,5c,57,0d,80,47,300,3700,32
85252,08:52:52,,,10ec,1a,2,01b7,99,1400,5e,57,0d,80,47,300,3700,32
85253,08:52:53,,,1368,0,1,101,99,1400,5e,57,0d,80,48,400,3600,61
85253,08:52:53,,,12a8,0,5,00dc,47,1100,60,57,0c,80,48,400,3600,61
85254,08:52:54,,,1168,0,5,00b9,47,1100,60,57,0c,80,48,200,3700,75
85254,08:52:54,,,0fc8,0,5,009a,42,0f00,5e,57,0b,80,48,200,3700,75
85255,08:52:55,,,0.00E+00,0,5,92,42,0f00,5e,57,0b,80,48,200,3700,6f
85255,08:52:55,,,0.00E+00,0,5,90,4a,0cbc,5c,57,8,80,48,029c,3739,6f
85256,08:52:56,,,0.00E+00,0,5,93,4a,0cbc,5c,57,8,80,47,026c,3737,6f
85256,08:52:56,,,0.00E+00,0,5,93,4b,0d0c,5c,57,5,80,47,026c,3737,6f
85257,08:52:57,,,0.00E+00,0,5,90,4b,0d0c,5c,57,5,80,47,028b,3733,70
85257,08:52:57,,,0.00E+00,0,5,91,4b,0c44,5c,57,4,80,47,028b,3733,70
85258,08:52:58,,,0.00E+00,0,5,92,4b,0c44,5c,57,4,80,47,027f,3730,6e
85258,08:52:58,,,0e0c,0,5,91,4a,0d20,5c,57,3,80,47,027f,3730,6e
85259,08:52:59,,,0.00E+00,0,5,92,4a,0d20,5c,57,3,80,47,268,3730,6f
85259,08:52:59,,,0.00E+00,0,5,92,4b,0cf8,5b,57,2,80,47,268,3730,6f
85300,08:53:00,,,0e1c,0,5,95,4b,0cf8,5b,57,2,80,47,026e,3762,70
85300,08:53:00,,,0.00E+00,0,1,90,48,0ce4,5b,57,1,80,47,026e,3762,70
85301,08:53:01,,,0e1c,0,1,91,48,0ce4,5b,57,1,80,47,278,375a,6d
85301,08:53:01,,,0.00E+00,0,1,91,4a,0ce4,5b,57,1,80,47,278,375a,6d
85302,08:53:02,,,0dd4,0,1,94,4a,0ce4,5b,57,1,80,47,025b,3731,69
85302,08:53:02,,,0de8,0,1,00b6,5d,0d00,5b,57,1,80,47,200,3700,69
85303,08:53:03,,,0de8,0,1,00b6,5d,0d00,5b,57,1,80,47,200,3700,6c
85303,08:53:03,,,0da8,0,1,00cb,67,0d00,5c,57,2,80,47,200,3700,6c
85304,08:53:04,,,0.00E+00,0,1,00c2,67,0d00,5c,57,2,80,47,200,3700,6d
85304,08:53:04,,,0e1c,0,1,00cb,63,0d00,5c,57,4,80,47,200,3700,6d
85305,08:53:05,,,0dec,0,5,00cc,63,0d00,5c,57,4,80,48,200,3700,71
85305,08:53:05,,,0f4c,0,1,00b1,4e,0.00E+00,5c,57,4,80,48,200,3700,71
85306,08:53:06,,,0.00E+00,0,1,009e,4e,0.00E+00,5c,57,4,80,48,200,3700,6c
85306,08:53:06,,,0de0,0,5,00a6,55,0d00,5c,57,5,80,48,200,3700,6c
85307,08:53:07,,,0.00E+00,0,5,00a5,55,0d00,5c,57,5,80,48,200,3700,70
85307,08:53:07,,,0.00E+00,0,5,009e,4c,0d00,5c,57,3,80,48,200,3700,70
85308,08:53:08,,,0.00E+00,0,5,97,4c,0d00,5c,57,3,80,48,200,3700,71
85308,08:53:08,,,0.00E+00,0,5,96,4c,0c00,5c,57,2,80,48,200,3700,71
85309,08:53:09,,,0.00E+00,0,5,95,4c,0c00,5c,57,2,7f,47,200,3700,6f
85309,08:53:09,,,0e4c,0,1,92,48,0c6c,5c,57,2,7f,47,282,3748,6f
85310,08:53:10,,,0dfc,0,5,93,48,0c6c,5c,57,2,7f,48,282,3718,6f
85310,08:53:10,,,0.00E+00,0,5,94,4b,0c6c,5c,57,1,7f,48,282,3718,6f
85311,08:53:11,,,0e1c,0,5,93,4b,0c6c,5c,57,1,7f,47,289,3727,6f
85311,08:53:11,,,0.00E+00,0,5,97,4c,0c44,5b,57,0,7f,47,289,3727,6f
85312,08:53:12,,,0.00E+00,0,5,95,4c,0c44,5b,57,0,7f,48,026f,3733,6e
85312,08:53:12,,,0.00E+00,0,5,95,4b,0c44,5b,57,0,7f,48,026f,3733,6e
85313,08:53:13,,,0.00E+00,0,1,92,4b,0c44,5b,57,0,7f,48,026c,3756,6d
85313,08:53:13,,,0d90,0,1,00b2,5e,0cd0,5c,57,0,7f,48,026c,3756,6d
85314,08:53:14,,,0.00E+00,0,1,0.00E+00,5e,0cd0,5c,57,0,7f,48,2e00,3757,69
85314,08:53:14,,,0df8,0,1,00ec,75,0dd4,5c,57,2,7f,48,2e00,3757,69
85315,08:53:15,,,0f78,0,5,00c1,75,0dd4,5c,57,2,7f,49,02c3,372e,71
85315,08:53:15,,,0eac,0,1,00a3,4c,0dac,5c,57,3,7f,49,02c3,372e,71
85316,08:53:16,,,0d24,0,1,00f5,4c,0dac,5c,57,3,7e,48,304,3758,68
85316,08:53:16,,,0dd4,0,1,00eb,75,0.00E+00,5c,57,6,7e,48,300,3700,68
85317,08:53:17,,,0.00E+00,0,1,0.00E+00,75,0.00E+00,5c,57,6,7e,48,200,3700,72
85317,08:53:17,,,10a0,0d,2,157,73,0f00,5d,57,8,7e,48,200,3700,72
85318,08:53:18,,,12ac,20,2,130,73,0f00,5d,57,8,7e,49,400,3700,4b
85318,08:53:18,,,14ac,31,2,187,64,1500,60,57,0a,7e,49,400,3700,4b
85319,08:53:19,,,1804,36,2,210,64,1500,60,57,0a,7e,4a,600,3700,44
85319,08:53:19,,,1c28,36,2,02a3,6a,1f00,6c,57,0d,7e,4a,600,3700,44
85320,08:53:20,,,1cdc,0,1,010b,6a,1f00,6c,57,0d,7e,4c,700,3700,52
85320,08:53:20,,,1500,0,1,45,14,1000,69,57,0d,7e,4c,700,3700,52
85321,08:53:21,,,1418,18,2,014d,14,1000,69,57,0d,7e,4c,400,3700,5c
85321,08:53:21,,,12c8,0d,2,153,6f,1400,64,57,0f,7e,4c,400,3700,5c
85322,08:53:22,,,1394,2b,2,116,6f,1400,64,57,0f,7e,4a,400,3700,65
85322,08:53:22,,,1474,27,2,019c,6d,1600,63,57,10,7e,4a,400,3700,65
85323,08:53:23,,,1540,0c,2,00fd,6d,1600,63,57,10,7e,4a,400,3700,7b
85323,08:53:23,,,148c,0,1,94,28,1e01,60,57,10,7e,4a,413,376b,7b
85324,08:53:24,,,13dc,4,2,005c,28,1e01,60,57,10,7d,4a,041c,3774,70
85324,08:53:24,,,1334,0e,2,91,28,107c,5e,57,0e,7d,4a,041c,3774,70
85325,08:53:25,,,12dc,0d,2,00d2,28,107c,5e,57,0e,7d,49,039c,3772,78
85325,08:53:25,,,11f4,6,2,00b7,42,10f4,5e,57,0e,7d,49,039c,3772,78
85326,08:53:26,,,1250,6,2,00b1,42,10f4,5e,57,0e,7d,49,324,3774,6d
85326,08:53:26,,,1298,8,2,00d1,44,1e01,5d,57,0e,7d,49,324,3774,6d
85327,08:53:27,,,1238,7,2,00d7,44,1e01,5d,57,0e,7d,49,033c,375f,6f
85327,08:53:27,,,11d8,6,2,0.00E+00,4c,1090,5d,57,0e,7d,49,033c,375f,6f
85328,08:53:28,,,11d4,0,1,00aa,4c,1090,5d,57,0e,7d,49,037b,3757,76
85328,08:53:28,,,11cc,0,1,009a,39,1018,5d,57,0d,7d,49,037b,3757,76
85329,08:53:29,,,10bc,0,1,71,39,1018,5d,57,0d,7d,49,02b7,376d,6f
85329,08:53:29,,,1024,0,1,61,2b,0e9c,5c,57,0c,7d,49,02b7,376d,6f
85330,08:53:30,,,0fc4,17,2,95,2b,0e9c,5c,57,0c,7d,49,03a9,3751,3a
85330,08:53:30,,,10b0,17,2,144,71,1200,5d,57,0d,7d,49,300,3700,3a
85331,08:53:31,,,1104,0,1,010c,71,1200,5d,57,0d,7d,49,300,3700,55
85331,08:53:31,,,1100,0,1,00aa,40,0f00,5e,57,0d,7d,49,300,3700,55
85332,08:53:32,,,110c,0,1,92,40,0f00,5e,57,0d,7d,4a,200,3700,74
85332,08:53:32,,,1064,0,1,63,2b,0f00,5d,57,0c,7d,4a,200,3700,74
85333,08:53:33,,,0fbc,0,1,005e,2b,0f00,5d,57,0c,7d,49,200,3700,6f
85333,08:53:33,,,0f30,0,1,73,36,0d00,5c,57,0b,7d,49,200,3700,6f
85334,08:53:34,,,0eb0,0,1,008b,36,0d00,5c,57,0b,7d,49,200,3700,71
85334,08:53:34,,,0.00E+00,0,1,82,3e,0c00,5c,57,0b,7d,49,200,3700,71
85335,08:53:35,,,0df4,0,2,95,3e,0c00,5c,57,0b,7d,49,200,3700,5
85335,08:53:35,,,0ee0,1d,2,121,84,0f00,5c,57,0c,7d,49,200,3700,5
85336,08:53:36,,,0f70,11,2,01b5,84,0f00,5c,57,0c,7d,49,300,3700,4a
85336,08:53:36,,,1124,19,1,00cf,4c,1000,5e,57,0d,7d,49,300,3700,4a
85337,08:53:37,,,1120,3,2,00ba,4c,1000,5e,57,0d,7d,4a,300,3700,5a
85337,08:53:37,,,11c0,1c,2,00fb,54,1e01,5e,57,0e,7d,4a,03cb,3748,5a
85338,08:53:38,,,1188,27,2,151,54,1e01,5e,57,0e,7d,4a,402,3765,5c
85338,08:53:38,,,1190,5,2,00c2,47,1108,60,57,0e,7d,4a,402,3765,5c
85339,08:53:39,,,1208,7,2,00c5,47,1108,60,57,0e,7c,4a,035c,376a,77
85339,08:53:39,,,1e01,6,2,009e,3f,0fb4,5e,57,0e,7c,4a,035c,376a,77
85340,08:53:40,,,115c,6,2,00a6,3f,0fb4,5e,57,0e,7c,49,02db,376f,62
85340,08:53:40,,,116c,0c,2,110,5b,1e01,5d,57,0e,7c,49,02db,376f,62
85341,08:53:41,,,10f4,0,1,00f6,5b,1e01,5d,57,0e,7c,4a,02f3,375a,76
85341,08:53:41,,,1134,0,1,00b8,44,0fa0,5d,57,0d,7c,4a,02f3,375a,76
85342,08:53:42,,,1160,0,2,009a,44,0fa0,5d,57,0d,7c,4a,02d4,376f,71
85342,08:53:42,,,1084,3,2,009a,3d,0eec,5c,57,0c,7c,4a,02d4,376f,71
85343,08:53:43,,,104c,0,1,00a3,3d,0eec,5c,57,0c,7c,49,2e05,36fd,74
85343,08:53:43,,,1064,0,1,82,32,0ec4,5c,57,0c,7c,49,2e05,36fd,74
85344,08:53:44,,,1008,0,5,91,32,0ec4,5c,57,0c,7c,49,02b9,3717,72
85344,08:53:44,,,0e5c,0,5,84,41,0c00,5c,57,0b,7c,49,200,3700,72
85345,08:53:45,,,0.00E+00,0,5,88,41,0c00,5c,57,0b,7c,49,200,3600,6f
85345,08:53:45,,,0.00E+00,0,5,008c,48,0c00,5b,57,0a,7c,49,200,3600,6f
85346,08:53:46,,,0e1c,0,5,87,48,0c00,5b,57,0a,7c,49,200,3700,6d
85346,08:53:46,,,0.00E+00,0,1,008a,47,0c00,5b,57,9,7c,49,200,3700,6d
85347,08:53:47,,,0e2c,0,1,86,47,0c00,5b,57,9,7c,49,200,3700,6f
85347,08:53:47,,,0d6c,0,1,96,4b,0c00,5b,57,0a,7c,49,200,3700,6f
85348,08:53:48,,,0ce0,0,1,106,4b,0c00,5b,57,0a,7c,49,200,3700,64
85348,08:53:48,,,0.00E+00,0,1,00dc,64,0d00,5c,57,0b,7c,49,200,3700,64
85349,08:53:49,,,0f98,0,1,00c9,64,0d00,5c,57,0b,7c,4a,200,3700,72
85349,08:53:49,,,0f10,0,5,00a5,4a,0d00,5c,57,0b,7c,4a,200,3700,72
85350,08:53:50,,,0e9c,0,5,008d,4a,0d00,5c,57,0b,7c,4a,200,3700,6f
85350,08:53:50,,,0.00E+00,0,1,008a,45,0c00,5c,57,0b,7c,4a,200,3700,6f
85351,08:53:51,,,0d68,0,5,00a5,45,0c00,5c,57,0b,7c,4a,200,3700,70
85351,08:53:51,,,0df0,0,5,009e,52,0cbc,5c,57,0a,7c,4a,027b,3710,70
85352,08:53:52,,,0.00E+00,0,5,99,52,0cbc,5c,57,0a,7c,4a,291,3728,70
85352,08:53:52,,,0.00E+00,0,5,93,49,0cd0,5c,57,9,7c,4a,291,3728,70
85353,08:53:53,,,0.00E+00,0,1,008f,49,0cd0,5c,57,9,7c,4a,289,3738,66
85353,08:53:53,,,0d34,1a,2,01b8,bd,0d34,5c,57,0a,7c,4a,289,3738,66
85354,08:53:54,,,0.00E+00,0,1,01ac,bd,0d34,5c,57,0a,7c,4a,316,3774,38
85354,08:53:54,,,100c,0,1,01d8,b0,143c,5e,57,0d,7c,4a,316,3774,38
85355,08:53:55,,,11a4,0,1,01a4,b0,143c,5e,57,0d,7c,4b,413,3769,4b
85355,08:53:55,,,127c,0,1,114,5a,120c,60,57,0e,7c,4b,413,3769,4b
85356,08:53:56,,,11c0,0,1,98,5a,120c,60,57,0e,7c,4b,374,3789,76
85356,08:53:56,,,11b0,3,2,35,18,0f28,5e,57,0d,7c,4b,374,3789,76
85357,08:53:57,,,1170,33,2,00ad,18,0f28,5e,57,0d,7c,4b,402,3761,5e
85357,08:53:57,,,11f8,0c,2,010d,5a,11bc,5e,57,0e,7c,4b,402,3761,5e
85358,08:53:58,,,11d4,3,2,00be,5a,11bc,5e,57,0e,7b,4b,354,3766,72
85358,08:53:58,,,1210,0c,2,009d,37,1000,5e,57,0d,7b,4b,300,3700,72
85359,08:53:59,,,128c,22,2,00f6,37,1000,5e,57,0d,7b,4b,300,3700,5a
85359,08:53:59,,,11e0,3,2,00fc,55,1000,5f,57,0e,7b,4b,300,3700,5a
85400,08:54:00,,,1244,0a,2,00aa,55,1000,5f,57,0e,7b,4b,300,3700,60
85400,08:54:00,,,118c,19,2,121,65,1100,5e,57,0e,7b,4b,300,3700,60
85401,08:54:01,,,1278,0e,2,011f,65,1100,5e,57,0e,7b,4b,300,3700,71
85401,08:54:01,,,12e0,11,2,101,51,1200,5f,57,0e,7b,4b,300,3700,71
85402,08:54:02,,,12a4,9,2,95,51,1200,5f,57,0e,7b,4b,300,3700,69
85402,08:54:02,,,1314,23,2,0.00E+00,46,1100,5e,57,0e,7b,4b,300,3700,69
85403,08:54:03,,,12c4,27,2,141,46,1100,5e,57,0e,7b,4b,400,3700,63
85403,08:54:03,,,1404,21,2,198,71,1600,61,57,10,7b,4b,400,3700,63
85404,08:54:04,,,1558,15,2,016a,71,1600,61,57,10,7b,4c,400,3700,79
85404,08:54:04,,,14fc,5,2,00a4,2a,1100,61,57,11,7b,4c,400,3700,79
85405,08:54:05,,,14b4,0c,2,84,2a,1100,61,57,11,7b,4c,300,3700,6d
85405,08:54:05,,,1500,10,2,0.00E+00,3d,12e8,5e,57,10,7b,4c,389,374e,6d
85406,08:54:06,,,14d8,0e,2,101,3d,12e8,5e,57,10,7b,4b,03f6,376c,68
85406,08:54:06,,,155c,25,2,175,5e,1540,60,57,11,7b,4b,03f6,376c,68
85407,08:54:07,,,165c,26,2,01d3,5e,1540,60,57,11,7b,4c,05c8,376b,6e
85407,08:54:07,,,17f0,15,2,01fa,64,18b0,66,57,13,7b,4c,05c8,376b,6e
85408,08:54:08,,,18a8,17,2,150,64,18b0,66,57,13,7b,4d,054b,3762,6d
85408,08:54:08,,,1960,21,2,01b5,53,1874,67,57,15,7b,4d,054b,3762,6d
85409,08:54:09,,,1b14,42,2,028a,53,1874,67,57,15,7b,4d,079b,3777,68
85409,08:54:09,,,1cf0,30,2,02d5,6a,22c4,74,57,18,7b,4d,079b,3777,68
85410,08:54:10,,,1e64,1e,2,241,6a,22c4,74,57,18,7b,4e,867,3787,77
85410,08:54:10,,,1f74,1d,2,223,48,1c0c,78,57,19,7b,4e,867,3787,77
85411,08:54:11,,,2040,20,2,245,48,1c0c,78,57,19,7a,4e,885,377f,7a
85411,08:54:11,,,2108,1a,2,222,44,1c0c,77,57,19,7a,4e,885,377f,7a
85412,08:54:12,,,1fd8,0,1,85,44,1c0c,77,57,19,7a,4e,7e08,3781,71
85412,08:54:12,,,1fac,0,2,50,0d,1200,6b,57,18,7a,4e,700,3700,71
85413,08:54:13,,,1e28,0,1,001e,0d,1200,6b,57,18,7a,4e,700,3700,6d
85413,08:54:13,,,1ce0,0,1,0,1,1200,66,57,16,7a,4e,700,3700,6d
85414,08:54:14,,,1b00,0,1,0,1,1200,66,57,16,7a,4e,600,3700,6b
85414,08:54:14,,,19b4,0,1,0,0,1200,63,57,13,7a,4e,600,3700,6b
85415,08:54:15,,,1840,0,2,0,0,1200,63,57,13,7a,4d,500,3700,78
85415,08:54:15,,,16ac,0a,2,48,14,1100,60,57,12,7a,4d,500,3700,78
85416,08:54:16,,,175c,34,2,150,14,1100,60,57,12,7a,4c,500,3700,64
85416,08:54:16,,,1850,32,2,01fa,67,1900,66,57,14,7a,4c,500,3700,64
85417,08:54:17,,,1a14,29,2,255,67,1900,66,57,14,7a,4c,600,3700,71
85417,08:54:17,,,1b14,10,2,016c,40,1600,6a,57,15,7a,4c,600,3700,71
85418,08:54:18,,,1bfc,1c,2,01b1,40,1600,6a,57,15,7a,4d,600,3700,7a
85418,08:54:18,,,1b5c,20,2,013a,34,1600,68,57,16,7a,4d,600,3700,7a
85419,08:54:19,,,1c28,29,2,01ec,34,1600,68,57,16,7a,4d,700,3700,6f
85419,08:54:19,,,1d84,2a,2,278,59,1ec8,73,57,17,7a,4d,787,3780,6f
85420,08:54:20,,,1e0c,0a,2,155,59,1ec8,73,57,17,7a,4d,627,378f,78
85420,08:54:20,,,1d54,8,2,00d3,21,1464,69,57,17,7a,4d,627,378f,78
85421,08:54:21,,,1cbc,0e,2,00cf,21,1464,69,57,17,7a,4c,05b9,378b,69
85421,08:54:21,,,1ca4,31,2,1e02,4c,1964,6a,57,17,7a,4c,05b9,378b,69
85422,08:54:22,,,1e28,2e,2,026e,4c,1964,6a,57,17,7a,4c,086d,3794,76
85422,08:54:22,,,1f28,1c,2,228,4a,1c98,76,57,19,7a,4c,086d,3794,76
85423,08:54:23,,,1ff4,1d,2,021f,4a,1c98,76,57,19,7a,4d,827,3789,79
85423,08:54:23,,,208c,19,2,01fc,43,1ba8,75,57,1a,7a,4d,827,3789,79
85424,08:54:24,,,20bc,12,2,01a8,43,1ba8,75,57,1a,7a,4d,070a,3785,7b
85424,08:54:24,,,20f0,16,2,01b5,38,1928,6f,57,1a,7a,4d,070a,3785,7b
85425,08:54:25,,,21c8,2f,2,288,38,1928,6f,57,1a,7a,4d,918,3789,76
85425,08:54:25,,,22a8,21,2,02ca,55,2120,7b,57,1c,7a,4d,918,3789,76
85426,08:54:26,,,2330,19,2,210,55,2120,7b,57,1c,7a,4d,085e,37a9,75
85426,08:54:26,,,22c4,0,1,122,1e,1600,74,57,1b,7a,4d,800,3700,75
85427,08:54:27,,,1be4,0,2,005c,1e,1600,74,57,1b,7a,4d,500,3700,70
85427,08:54:27,,,1774,38,2,01a3,51,1800,6c,57,1d,7a,4d,500,3700,70
85428,08:54:28,,,17bc,35,2,263,51,1800,6c,57,1d,7a,4c,600,3700,70
85428,08:54:28,,,18a8,2e,2,026a,7a,1f00,6f,57,1f,7a,4c,600,3700,70
85429,08:54:29,,,1958,2e,2,026f,7a,1f00,6f,57,1f,7a,4b,600,3700,71
85429,08:54:29,,,19bc,27,2,275,73,1e00,72,57,21,7a,4b,600,3700,71
85430,08:54:30,,,1a50,1d,2,237,73,1e00,72,57,21,7a,4b,600,3700,73
85430,08:54:30,,,1b44,21,2,209,58,1b00,71,57,21,7a,4b,600,3700,73
85431,08:54:31,,,1b3c,14,2,01bf,58,1b00,71,57,21,7a,4b,500,3700,7a
85431,08:54:31,,,1abc,0,1,006c,20,1300,6a,57,21,7a,4b,500,3700,7a
85431,08:54:31,,,1418,0,5,0,20,1300,6a,57,21,7a,4b,300,3700,73
85432,08:54:32,6923.1965,16234.0356,0d50,0,5,007c,3f,0b00,61,57,1f,7a,4b,300,3700,73
85433,08:54:33,6923.214,16234.1482,0e1c,0,5,77,3f,0b00,61,57,1f,7a,4a,200,3700,6f
85433,08:54:33,923.214,6234.1482,0.00E+00,0,5,77,41,0ba4,5d,57,1c,7a,4a,271,373e,6f
85434,08:54:34,923.214,6234.1482,0.00E+00,0,5,79,41,0ba4,5d,57,1c,7a,48,026e,372a,6e
