Time (GMT),Time,Latitude,Longitude,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR,
90154,09:01:54,1257.3055,7738.4811,147c,13,2,10,1100,60,57,1a,7c,4c,400,3700,66,,
90154,09:01:54,1257.3065,7738.4809,145c,17,2,10,1100,60,57,19,7c,4b,400,3700,66,,
90155,09:01:55,1257.3086,7738.4809,142c,11,2,53,1200,60,57,19,7c,4b,400,3700,71,,
90155,09:01:55,1257.3101,7738.4809,1434,0c,2,53,1298,60,57,19,7c,4b,382,3721,71,,
90156,09:01:56,1257.3124,7738.4808,133c,6,2,0,107c,5f,57,19,7c,4b,382,3721,7a,,
90156,09:01:56,1257.314,7738.4809,13a8,7,2,0,107c,5f,57,18,7c,4b,322,370f,7a,,
90157,09:01:57,1257.3162,7738.481,1330,8,2,2e,107c,5d,57,18,7c,4b,322,370f,75,,
90157,09:01:57,1257.3177,7738.481,12f4,8,2,2e,107c,5d,57,17,7c,4b,318,372a,75,,
90158,09:01:58,1257.3199,7738.481,12b4,8,2,3f,1144,5d,57,17,7c,4b,318,372a,70,,
90158,09:01:58,1257.3214,7738.4811,1250,8,2,3f,1144,5d,57,16,7c,4b,343,3717,70,,
90159,09:01:59,1257.3234,7738.4813,1260,8,2,46,10f4,5d,57,16,7c,4b,343,3717,70,,
90159,09:01:59,1257.3248,7738.4815,1258,8,2,46,10f4,5d,57,16,7c,4b,326,3739,70,,
90200,09:02:00,1257.3268,7738.4817,1234,9,2,49,111c,5d,57,16,7c,4b,326,3739,6d,,
90200,09:02:00,1257.3282,7738.482,124c,8,2,49,111c,5d,57,16,7c,4b,335,3712,6d,,
90201,09:02:01,1257.3302,7738.4825,1254,8,2,4c,10cc,5e,57,16,7c,4b,335,3712,6d,,
90201,09:02:01,1257.3316,7738.4828,1254,8,2,4c,1000,5e,57,16,7c,4b,300,3700,6d,,
90202,09:02:02,1257.3336,7738.4832,1254,8,2,49,1000,5e,57,16,7c,4b,300,3700,72,,
90202,09:02:02,1257.335,7738.4834,1268,8,2,49,1000,5e,57,16,7c,4b,300,3700,72,,
90203,09:02:03,1257.3371,7738.4837,125c,0a,2,50,1000,5e,57,16,7c,4b,300,3700,6b,,
90203,09:02:03,1257.3384,7738.4838,1264,0a,2,50,1000,5e,57,16,7c,4b,300,3700,6b,,
90204,09:02:04,1257.3406,7738.484,1284,0a,2,4b,1000,5e,57,16,7c,4b,300,3700,70,,
90204,09:02:04,1257.3421,7738.4842,12ac,0a,2,4b,1000,5e,57,17,7c,4b,300,3700,70,,
90205,09:02:05,1257.3443,7738.4843,12b0,0a,2,40,1000,5e,57,17,7c,4b,300,3700,72,,
90205,09:02:05,1257.3457,7738.4843,12ac,15,2,40,1000,5e,57,17,7c,4b,300,3600,72,,
90206,09:02:06,1257.3479,7738.4845,12d4,14,2,5a,1200,5f,57,17,7c,4b,300,3600,6f,,
90206,09:02:06,1257.3494,7738.4845,1334,15,2,5a,1200,5f,57,17,7c,4c,300,3700,6f,,
90207,09:02:07,1257.3516,7738.4845,135c,14,2,5c,1200,60,57,17,7c,4c,300,3700,6e,,
90207,09:02:07,1257.3532,7738.4845,137c,15,2,5c,12fc,60,57,18,7c,4c,3e03,3703,6e,,
90208,09:02:08,1257.3555,7738.4845,13ac,15,2,5c,134c,60,57,18,7c,4c,3e03,3703,6f,,
90208,09:02:08,1257.3571,7738.4845,13d8,15,2,5c,134c,60,57,18,7c,4c,3e07,370d,6f,,
90209,09:02:09,1257.3594,7738.4844,1314,0,1,1c,0f78,60,57,18,7c,4c,3e07,370d,69,,
90209,09:02:09,1257.3609,7738.4843,0.00E+00,0,1,1c,0f78,60,57,18,7c,4b,232,3704,69,,
90210,09:02:10,1257.3632,7738.4843,0e2c,0,1,43,0c44,5d,57,18,7c,4b,232,3704,6b,,
90210,09:02:10,1257.3647,7738.4843,0e1c,0,5,43,0c44,5d,57,17,7c,4b,265,36b9,6b,,
90211,09:02:11,1257.3669,7738.4842,0dfc,0,5,44,0c08,5c,57,17,7c,4b,265,36b9,6e,,
90211,09:02:11,1257.3684,7738.4842,0.00E+00,0,5,44,0c08,5c,57,17,7c,4b,263,36e5,6e,,
90212,09:02:12,1257.3705,7738.4841,0.00E+00,0,5,44,0c94,5c,57,17,7c,4b,263,36e5,6e,,
90212,09:02:12,1257.3718,7738.484,0.00E+00,0,5,44,0c94,5c,57,14,7c,4b,026f,36a3,6e,,
90213,09:02:13,1257.3737,7738.4839,0.00E+00,0,5,47,0b90,5c,57,14,7c,4b,026f,36a3,6d,,
90213,09:02:13,1257.3749,7738.4839,0e2c,0,5,47,0b00,5c,57,12,7c,4b,200,3600,6d,,
90214,09:02:14,1257.3766,7738.4838,0.00E+00,0,5,45,0c00,5c,57,12,7c,4b,200,3600,6d,,
90214,09:02:14,1257.3775,7738.4838,0.00E+00,0,5,45,0c00,5c,57,0f,7c,4b,200,3600,6d,,
90215,09:02:15,1257.3787,7738.4837,0df4,0,5,48,0c00,5c,57,0f,7c,4b,200,3600,6e,,
90215,09:02:15,1257.3795,7738.4837,0.00E+00,0,5,48,0c00,5c,57,0b,7c,4c,200,3600,6e,,
90216,09:02:16,1257.3805,7738.4835,0.00E+00,0,5,49,0c00,5c,57,0b,7c,4c,200,3600,6e,,
90216,09:02:16,1257.3812,7738.4832,0.00E+00,0,5,49,0c00,5c,57,0a,7c,4c,200,3600,6e,,
90217,09:02:17,1257.3821,7738.4827,0.00E+00,0,5,48,0b00,5c,57,0a,7c,4c,200,3600,6f,,
90217,09:02:17,1257.3826,7738.4823,0e1c,0,5,48,0b00,5c,57,0a,7c,4c,200,3600,6f,,
90218,09:02:18,1257.3833,7738.4817,0df8,0,5,49,0c00,5c,57,0a,7c,4c,200,3600,6d,,
90218,09:02:18,1257.3836,7738.4813,0.00E+00,0,1,49,0c00,5c,57,9,7c,4c,200,3600,6d,,
90219,09:02:19,1257.3839,7738.4808,0e2c,0,1,46,0c00,5c,57,9,7c,4c,200,3600,6d,,
90219,09:02:19,1257.384,7738.4804,0d90,16,2,46,0c6c,5c,57,7,7c,4c,415,36f3,6d,,
90220,09:02:20,1257.3841,7738.4798,16c8,32,2,7c,1310,61,57,7,7c,4c,415,36f3,32,,
90220,09:02:20,1257.3842,7738.4793,1450,0d,2,7c,1310,61,57,6,7c,4f,04ec,3729,32,,
90221,09:02:21,1257.3842,7738.4785,1468,14,2,7f,1950,66,57,6,7c,4f,04ec,3729,4e,,
90221,09:02:21,1257.3843,7738.4781,1630,23,2,7f,1950,66,57,7,7c,4f,055b,3700,4e,,
90222,09:02:22,1257.3843,7738.4772,1448,1d,2,9f,1cac,69,57,7,7c,4f,055b,3700,57,,
90222,09:02:22,1257.3843,7738.4766,1458,20,2,9f,1cac,69,57,9,7c,4f,507,370c,57,,
90223,09:02:23,1257.3843,7738.4755,1140,18,2,f7,1770,6a,57,9,7c,4f,507,370c,5,,
90223,09:02:23,1257.3844,7738.4747,0fe0,18,2,f7,1770,6a,57,0c,7c,4e,03db,3701,5,,
90224,09:02:24,1257.3844,7738.4734,1158,18,2,b1,1838,65,57,0c,7c,4e,03db,3701,5,,
90224,09:02:24,1257.3844,7738.4725,12f4,18,2,b1,1838,65,57,0f,7c,4d,049d,373a,5,,
90225,09:02:25,1257.3844,7738.471,13d8,18,2,63,148c,66,57,0f,7c,4d,049d,373a,3c,,
90225,09:02:25,1257.3842,7738.4701,1454,19,2,63,1400,66,57,10,7c,4e,500,3700,3c,,
90226,09:02:26,1257.3841,7738.4687,141c,8,2,34,1100,65,57,10,7c,4e,500,3700,72,,
90226,09:02:26,1257.3841,7738.4678,1394,9,2,34,1100,65,57,0f,7c,4d,300,3700,72,,
90227,09:02:27,1257.384,7738.4664,12a0,9,2,52,1200,60,57,0f,7c,4d,300,3700,70,,
90227,09:02:27,1257.3839,7738.4655,129c,9,2,52,1200,60,57,0e,7c,4c,300,3600,70,,
90228,09:02:28,1257.3839,7738.4642,12c8,9,2,59,1100,60,57,0e,7c,4c,300,3600,71,,
90228,09:02:28,1257.3839,7738.4633,12c4,3,2,59,1100,60,57,0f,7c,4d,300,3700,71,,
90229,09:02:29,1257.384,7738.462,1394,0,1,44,1100,5f,57,0f,7c,4d,300,3700,74,,
90229,09:02:29,1257.3841,7738.4611,12cc,0,1,44,1100,5f,57,0e,7c,4d,300,3700,74,,
90230,09:02:30,1257.3842,7738.4599,1104,0,1,36,0f00,5e,57,0e,7c,4d,300,3700,74,,
90230,09:02:30,1257.3842,7738.459,0ee4,0,5,36,0f00,5e,57,0d,7c,4c,200,3600,74,,
90231,09:02:31,1257.3843,7738.4578,0df8,0,5,44,0b00,5c,57,0d,7c,4c,200,3600,69,,
90231,09:02:31,1257.3844,7738.4571,0.00E+00,0,1,44,0b7c,5c,57,0c,7c,4c,260,36da,69,,
90232,09:02:32,1257.3846,7738.4561,0.00E+00,0,1,43,0bcc,5c,57,0c,7c,4c,260,36da,6e,,
90232,09:02:32,1257.3846,7738.4554,0.00E+00,0,1,43,0bcc,5c,57,0a,7c,4c,025e,36ff,6e,,
90233,09:02:33,1257.3845,7738.4545,0.00E+00,0,1,43,0c6c,5c,57,0a,7c,4c,025e,36ff,6f,,
90233,09:02:33,1257.3844,7738.4538,0.00E+00,0,1,43,0c6c,5c,57,0a,7c,4c,025c,36f1,6f,,
90234,09:02:34,1257.3844,7738.4529,0.00E+00,0,1,44,0c94,5c,57,0a,7c,4c,025c,36f1,6c,,
90234,09:02:34,1257.3843,7738.4523,0.00E+00,0,1,44,0c94,5c,57,9,7c,4c,025c,36fc,6c,,
90235,09:02:35,1257.3843,7738.4515,0e0c,0,1,44,0bb8,5c,57,9,7c,4c,025c,36fc,6b,,
90235,09:02:35,1257.3843,7738.451,0d0c,0,1,44,0bb8,5c,57,8,7c,4c,02b0,36ce,6b,,
90236,09:02:36,1257.3842,7738.4501,0d94,0,1,6c,0ce4,5c,57,8,7c,4c,02b0,36ce,66,,
90236,09:02:36,1257.3841,7738.4496,0.00E+00,0,1,6c,0ce4,5c,57,9,7c,4d,02bf,3708,66,,
90237,09:02:37,1257.384,7738.4487,0fac,0,1,47,0.00E+00,5d,57,9,7c,4d,02bf,3708,70,,
90237,09:02:37,1257.384,7738.4481,0.00E+00,0,1,47,0.00E+00,5d,57,8,7c,4d,200,3600,70,,
90238,09:02:38,1257.3835,7738.4474,0.00E+00,0,1,4f,0c00,5c,57,8,7c,4d,200,3600,69,,
90238,09:02:38,1257.3833,7738.4469,0.00E+00,0,1,4f,0c00,5c,57,7,7c,4c,200,3600,69,,
90239,09:02:39,1257.3831,7738.4463,0.00E+00,0,1,4a,0c00,5c,57,7,7c,4c,200,3600,71,,
90239,09:02:39,1257.3831,7738.4459,0.00E+00,0,1,4a,0c00,5c,57,6,7c,4d,200,3600,71,,
90240,09:02:40,1257.3832,7738.4454,0e2c,0,1,44,0c00,5c,57,6,7c,4d,200,3600,6e,,
90240,09:02:40,1257.3832,7738.4451,0e1c,0,1,44,0c00,5c,57,5,7c,4d,200,3600,6e,,
90241,09:02:41,1257.3832,7738.4448,0.00E+00,0,5,47,0b00,5c,57,5,7c,4d,200,3600,6b,,
90241,09:02:41,1257.3833,7738.4446,0.00E+00,0,5,47,0b00,5c,57,3,7c,4d,200,3600,6b,,
90242,09:02:42,1257.3834,7738.4444,0.00E+00,0,5,45,0c00,5c,57,3,7c,4d,200,3600,6e,,
90242,09:02:42,1257.3834,7738.4444,0.00E+00,0,5,45,0c00,5c,57,1,7c,4d,200,3600,6e,,
90243,09:02:43,1257.3835,7738.4443,0.00E+00,0,5,45,0c00,5c,57,1,7c,4d,200,3600,6f,,
