Time (GMT),Time,Latitude,Longitude,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR,
85756,08:57:56,1257.3947,7738.4912,237c,27,2,63,2580,89,57,2c,7c,53,0b8a,372a,61,,
85757,08:57:57,1257.3906,7738.4911,23f8,24,2,53,210c,83,57,2c,7c,53,0b8a,372a,6b,,
85757,08:57:57,1257.3878,7738.491,2460,24,2,53,210c,83,57,2d,7c,53,0b96,3738,6b,,
85758,08:57:58,1257.3836,7738.4908,24f0,24,2,51,2198,81,57,2d,7c,53,0b96,3738,74,,
85758,08:57:58,1257.3808,7738.4907,2530,24,2,51,2198,81,57,2e,7c,53,0a4f,372f,74,,
85759,08:57:59,1257.3765,7738.4906,253c,21,2,4e,2058,7c,57,2e,7c,53,0a4f,372f,75,,
85759,08:57:59,1257.3736,7738.4905,25d8,1d,2,4e,2058,7c,57,2f,7c,52,09cf,373c,75,,
85800,08:58:00,1257.3693,7738.4904,2618,18,2,3d,1bbc,76,57,2f,7c,52,09cf,373c,7b,,
85800,08:58:00,1257.3663,7738.4903,265c,17,2,3d,1bbc,76,57,2f,7c,51,092e,373a,7b,,
85801,08:58:01,1257.3619,7738.4902,2674,13,2,37,1ab8,72,57,2f,7c,51,092e,373a,7c,,
85801,08:58:01,1257.3589,7738.4901,2688,0f,2,37,1ab8,72,57,2f,7c,50,884,372f,7c,,
85802,08:58:02,1257.3544,7738.49,2654,4,2,12,148c,6a,57,2f,7c,50,884,372f,7b,,
85802,08:58:02,1257.3515,7738.4899,2608,0,1,12,1400,6a,57,2f,7c,4f,700,3700,7b,,
85803,08:58:03,1257.3472,7738.4897,24e4,0,1,0,1300,65,57,2f,7c,4f,700,3700,5f,,
85803,08:58:03,1257.3444,7738.4896,23d4,0,1,0,1300,65,57,2c,7c,4f,800,3700,5f,,
85804,08:58:04,1257.3403,7738.4893,22ec,0,1,0,1300,65,57,2c,7c,4f,800,3700,54,,
85804,08:58:04,1257.3377,7738.4892,226c,1a,2,0,1300,65,57,2a,7c,4f,800,3700,54,,
85805,08:58:05,1257.3338,7738.4889,216c,29,2,40,1b00,6e,57,2a,7c,4f,800,3700,53,,
85805,08:58:05,1257.3312,7738.4887,21dc,19,2,40,1b00,6e,57,2a,7c,4f,900,3700,53,,
85806,08:58:06,1257.3273,7738.4883,2238,28,2,46,1e00,78,57,2a,7c,4f,900,3700,6c,,
85806,08:58:06,1257.3247,7738.4881,22bc,35,2,46,1e00,78,57,2a,7c,50,0a00,3700,6c,,
85807,08:58:07,1257.3207,7738.4878,2334,34,2,61,2500,86,57,2a,7c,50,0a00,3700,69,,
85807,08:58:07,1257.3179,7738.4875,23a8,18,2,61,2500,86,57,2c,7c,51,0a00,3700,69,,
85808,08:58:08,1257.3138,7738.4872,2284,0,1,0,1300,74,57,2c,7c,51,0a00,3700,70,,
85808,08:58:08,1257.3112,7738.487,1d34,0,5,0,13b0,74,57,2b,7c,4f,052e,3704,70,,
85809,08:58:09,1257.3073,7738.4868,1130,0,5,15,0e4c,65,57,2b,7c,4f,052e,3704,69,,
85809,08:58:09,1257.3048,7738.4866,0db0,0,5,15,0e4c,65,57,27,7b,4c,025e,36db,69,,
85810,08:58:10,1257.3012,7738.4864,0df0,0,5,42,0b90,5e,57,27,7b,4c,025e,36db,71,,
85810,08:58:10,1257.2989,7738.4863,0dfc,0,5,42,0b90,5e,57,23,7b,4a,259,36e0,71,,
85811,08:58:11,1257.2956,7738.486,0.00E+00,0,5,42,0c6c,5c,57,23,7b,4a,259,36e0,6f,,
85811,08:58:11,1257.2936,7738.4859,0dec,0,5,42,0c6c,5c,57,1e,7b,4b,025c,36c1,6f,,
85812,08:58:12,1257.2909,7738.4858,0.00E+00,0,5,47,0bb8,5c,57,1e,7b,4b,025c,36c1,6e,,
85812,08:58:12,1257.2893,7738.4857,0.00E+00,0,5,47,0bb8,5c,57,19,7b,4c,276,36d9,6e,,
85813,08:58:13,1257.2872,7738.4856,0.00E+00,0,5,44,0c58,5c,57,19,7b,4c,276,36d9,6e,,
85813,08:58:13,1257.2859,7738.4856,0e0c,0,5,44,0c58,5c,57,14,7b,4c,271,36c7,6e,,
85814,08:58:14,1257.2843,7738.4855,0e0c,0,5,46,0c44,5c,57,14,7b,4c,271,36c7,6d,,
85814,08:58:14,1257.2833,7738.4855,0.00E+00,0,1,46,0c00,5c,57,12,7b,4d,300,3700,6d,,
85815,08:58:15,1257.2819,7738.4855,1914,5a,2,74,1100,60,57,12,7b,4d,300,3700,32,,
85815,08:58:15,1257.2809,7738.4854,1e14,62,2,74,1100,60,57,12,7b,4e,900,3700,32,,
85816,08:58:16,1257.2794,7738.4853,1ea8,67,2,a1,2300,87,57,12,7b,4e,900,3700,32,,
85816,08:58:16,1257.2779,7738.4853,1cfc,6d,2,a1,2300,87,57,17,7c,52,0b00,3700,32,,
85817,08:58:17,1257.2755,7738.4851,2164,70,2,b2,2a00,a5,57,17,7c,52,0b00,3700,33,,
85817,08:58:17,1257.2738,7738.485,2458,49,2,b2,2a00,a5,57,1c,7c,53,0.00E+00,3700,33,,
85818,08:58:18,1257.271,7738.4847,268c,36,2,64,2600,92,57,1c,7c,53,0.00E+00,3700,43,,
85818,08:58:18,1257.269,7738.4845,27b8,1c,2,64,2600,92,57,1f,7c,53,0c00,3700,43,,
85819,08:58:19,1257.2661,7738.4842,26c8,7,2,0f,1400,76,57,1f,7c,53,0c00,3700,58,,
85819,08:58:19,1257.2642,7738.484,2758,0d,2,0f,1400,76,57,1f,7c,52,0b00,3700,58,,
85820,08:58:20,1257.2614,7738.4836,2664,1f,2,2f,1900,78,57,1f,7c,52,0b00,3700,60,,
85820,08:58:20,1257.2596,7738.4833,26d4,1d,2,2f,19a0,78,57,1e,7c,52,0c00,3736,60,,
85821,08:58:21,1257.2568,7738.4827,2704,1c,2,40,1dc4,81,57,1e,7c,52,0c00,3736,79,,
85821,08:58:21,1257.2549,7738.4823,2764,14,2,40,1dc4,81,57,1f,7c,51,0a4a,3736,79,,
85822,08:58:22,1257.2521,7738.4816,27c0,24,2,43,1f18,7e,57,1f,7c,51,0a4a,3736,76,,
85822,08:58:22,1257.2502,7738.481,29a0,2a,2,43,1f18,7e,57,21,7c,51,0bae,372c,76,,
85823,08:58:23,1257.2473,7738.48,29a4,51,2,5f,274c,89,57,21,7c,51,0bae,372c,6e,,
85823,08:58:23,1257.2454,7738.4792,2b14,58,2,5f,274c,89,57,22,7c,51,10b5,3732,6e,,
85824,08:58:24,1257.2425,7738.4777,2d1c,51,2,81,2c38,aa,57,22,7c,51,10b5,3732,80,,
85824,08:58:24,1257.2404,7738.4767,2f08,50,2,81,2c38,aa,57,25,7c,50,1124,3742,80,,
85825,08:58:25,1257.2373,7738.475,3134,3f,2,45,24e0,9d,57,25,7c,50,1124,3742,87,,
85825,08:58:25,1257.2351,7738.4738,2de8,0,1,45,24e0,9d,57,27,7c,50,0a1d,373e,87,,
85826,08:58:26,1257.232,7738.4721,28f8,4f,2,64,1f40,7c,57,27,7c,50,0a1d,373e,6c,,
85826,08:58:26,1257.2299,7738.4709,29ac,6a,2,64,1f00,7c,57,27,7c,4f,0f00,3700,6c,,
85827,08:58:27,1257.2265,7738.469,2148,60,2,82,2a00,99,57,27,7c,4f,0f00,3700,72,,
85827,08:58:27,1257.2242,7738.4678,233c,6c,2,82,2a00,99,57,2c,7c,4f,0.00E+00,3700,72,,
85828,08:58:28,1257.2206,7738.466,24ac,50,2,8e,2a00,9f,57,2c,7c,4f,0.00E+00,3700,76,,
85828,08:58:28,1257.2181,7738.4647,2594,36,2,8e,2a00,9f,57,2e,7c,4f,0b00,3700,76,,
85829,08:58:29,1257.2142,7738.4628,2614,22,2,4f,2000,81,57,2e,7c,4f,0b00,3700,7b,,
85829,08:58:29,1257.2117,7738.4614,2608,4,2,4f,2000,81,57,2f,7c,4e,800,3700,7b,,
85830,08:58:30,1257.2079,7738.4594,256c,0,1,2,1300,6a,57,2f,7c,4e,800,3700,6d,,
85830,08:58:30,1257.2054,7738.4582,2440,0,1,2,1300,6a,57,2d,7c,4c,800,3700,6d,,
85831,08:58:31,1257.2018,7738.4563,231c,0,1,0,1200,68,57,2d,7c,4c,800,3700,67,,
85831,08:58:31,1257.1995,7738.4551,2208,0,1,0,1200,68,57,2a,7c,4d,800,3700,67,,
85832,08:58:32,1257.1961,7738.4533,2118,0,1,0,1200,67,57,2a,7c,4d,800,3700,5,,
85832,08:58:32,1257.1939,7738.4521,2008,0,1,0,12c0,67,57,27,7c,4c,809,3752,5,,
85833,08:58:33,1257.1908,7738.4504,1f04,0,1,0,1284,66,57,27,7c,4c,809,3752,5,,
85833,08:58:33,1257.1887,7738.4492,1e00,0,1,0,1284,66,57,25,7c,4d,780,3733,5,,
85834,08:58:34,1257.1857,7738.4476,1e8c,4f,2,54,1798,6c,57,25,7c,4d,780,3733,32,,
85834,08:58:34,1257.1836,7738.4466,1e0c,5f,2,54,1798,6c,57,25,7c,4d,09cf,3742,32,,
85835,08:58:35,1257.1805,7738.445,1ecc,35,2,6f,25f8,84,57,25,7c,4d,09cf,3742,39,,
85835,08:58:35,1257.1784,7738.4438,1fac,33,2,6f,25f8,84,57,27,7c,4f,0a84,373f,39,,
85836,08:58:36,1257.1751,7738.4421,201c,16,2,3f,19b4,82,57,27,7c,4f,0a84,373f,4f,,
85836,08:58:36,1257.173,7738.4409,1fec,0,1,3f,19b4,82,57,27,7c,4f,852,374b,4f,,
85837,08:58:37,1257.1698,7738.4392,1ec8,0,1,0,125c,6b,57,27,7c,4f,852,374b,4c,,
85836,08:58:36,1257.1678,7738.4381,1de4,0,1,0,125c,6b,57,25,7c,4d,778,3733,4c,,
85837,08:58:37,1257.1648,7738.4365,1cf8,0,1,0,11e4,66,57,25,7c,4d,778,3733,4f,,
85837,08:58:37,1257.1629,7738.4354,1bd8,26,2,0,1100,66,57,22,7c,4d,700,3700,4f,,
85838,08:58:38,1257.16,7738.4339,1c80,3f,2,5a,1a00,6e,57,22,7c,4d,700,3700,53,,
85838,08:58:38,1257.1581,7738.4328,1d08,3d,2,5a,1a00,6e,57,24,7c,4d,800,3700,53,,
85839,08:58:39,1257.1551,7738.4311,1d8c,2a,2,62,2200,7c,57,24,7c,4d,800,3700,5f,,
85839,08:58:39,1257.1531,7738.43,1e0c,1f,2,62,2200,7c,57,25,7c,4d,900,3700,5f,,
85840,08:58:40,1257.15,7738.4283,1e80,1e,2,4c,1b00,7f,57,25,7c,4d,900,3700,77,,
85840,08:58:40,1257.148,7738.4272,1eb8,0a,2,4c,1b00,7f,57,26,7c,4e,500,3700,77,,
85841,08:58:41,1257.1449,7738.4256,1e4c,2,2,8,1200,6c,57,26,7c,4e,500,3700,6e,,
85841,08:58:41,1257.1429,7738.4245,1da4,0,1,8,1200,6c,57,25,7c,4d,600,3700,6e,,
85842,08:58:42,1257.1399,7738.4229,1d84,48,2,41,1700,6b,57,25,7c,4d,600,3700,60,,
85842,08:58:42,1257.138,7738.4217,1d9c,4e,2,41,1700,6b,57,24,7c,4d,800,3700,60,,
85843,08:58:43,1257.135,7738.42,1e5c,32,2,68,2300,7d,57,24,7c,4d,800,3700,69,,
85843,08:58:43,1257.1329,7738.4188,1ef4,22,2,68,23f0,7d,57,26,7c,4d,905,3738,69,,
85844,08:58:44,1257.1295,7738.4172,1f54,14,2,3b,1860,7a,57,26,7c,4d,905,3738,79,,
85844,08:58:44,1257.1273,7738.4161,1e38,4,2,3b,1860,7a,57,26,7c,4d,06f4,372c,79,,
85845,08:58:45,1257.1242,7738.4144,1eb4,0,1,0,1248,68,57,26,7c,4d,06f4,372c,6e,,
85845,08:58:45,1257.1222,7738.4133,1dc8,0,1,0,1248,68,57,25,7c,4d,06ea,371f,6e,,
85846,08:58:46,1257.1193,7738.4115,1ccc,0,5,0,1248,65,57,25,7c,4d,06ea,371f,68,,
85846,08:58:46,1257.1174,7738.4104,1c18,0,1,0,1248,65,57,23,7c,4d,069c,3744,68,,
85847,08:58:47,1257.1147,7738.4088,1b84,2b,2,25,13ec,65,57,23,7c,4d,069c,3744,61,,
85847,08:58:47,1257.113,7738.4077,1b64,31,2,25,13ec,65,57,22,7c,4d,785,3746,61,,
85848,08:58:48,1257.1103,7738.4061,1b9c,34,2,6a,2030,71,57,22,7c,4d,785,3746,61,,
85848,08:58:48,1257.1085,7738.405,1c08,59,2,6a,2030,71,57,22,7c,4d,926,373a,61,,
85849,08:58:49,1257.1056,7738.4032,1d7c,70,2,a6,288c,89,57,22,7c,4d,926,373a,5d,,
85849,08:58:49,1257.1037,7738.4019,1f00,6e,2,a6,2800,89,57,26,7c,4e,0c00,3700,5d,,
85850,08:58:50,1257.1006,7738.3999,208c,6d,2,b2,2900,a5,57,26,7c,4e,0c00,3700,62,,
85850,08:58:50,1257.0984,7738.3985,2238,6e,2,b2,2900,a5,57,2a,7c,4f,0.00E+00,3700,62,,
85851,08:58:51,1257.0949,7738.396,23e4,60,2,a1,2a00,ac,57,2a,7c,4f,0.00E+00,3700,6a,,
85851,08:58:51,1257.0926,7738.3944,2548,65,2,a1,2a00,ac,57,2d,7c,4f,0.00E+00,3700,6a,,
85852,08:58:52,1257.0889,7738.392,26c0,6c,2,ac,2b00,9f,57,2d,7c,4f,0.00E+00,3700,6e,,
85852,08:58:52,1257.0864,7738.3903,2870,86,2,ac,2b00,9f,57,32,7c,4f,1100,3700,6e,,
85853,08:58:53,1257.0823,7738.3877,29f0,7f,2,cd,2d00,b3,57,32,7c,4f,1100,3700,71,,
85853,08:58:53,1257.0795,7738.386,2b48,78,2,cd,2d00,b3,57,36,7c,4e,1200,3700,71,,
85854,08:58:54,1257.0751,7738.3835,2cc4,81,2,cd,2e00,b7,57,36,7c,4e,1200,3700,75,,
85854,08:58:54,1257.072,7738.3819,2e7c,90,2,cd,2e00,b7,57,39,7c,4e,1500,3700,75,,
85855,08:58:55,1257.0672,7738.3795,2fec,71,2,a3,2c00,a7,57,39,7c,4e,1500,3700,35,,
85855,08:58:55,1257.0639,7738.3778,2a14,0,1,a3,2c88,a7,57,3b,7c,4e,0a65,3737,35,,
85856,08:58:56,1257.0591,7738.3754,259c,7f,2,86,1f68,8b,57,3b,7c,4e,0a65,3737,32,,
85856,08:58:56,1257.0558,7738.3738,20d4,aa,2,86,1f68,8b,57,3b,7d,4c,0c0f,374c,32,,
85857,08:58:57,1257.0507,7738.3713,2204,8a,2,c1,2a44,9d,57,3b,7d,4c,0c0f,374c,5,,
85857,08:58:57,1257.0473,7738.3696,2268,57,2,c1,2a44,9d,57,3c,7d,4c,0c54,373c,5,,
85858,08:58:58,1257.0421,7738.3672,22c4,44,2,71,279c,8e,57,3c,7d,4c,0c54,373c,3d,,
85858,08:58:58,1257.0386,7738.3656,22d8,2c,2,71,279c,8e,57,3e,7d,4c,0ac8,3742,3d,,
85859,08:58:59,1257.0332,7738.3633,22e4,27,2,57,21fc,7d,57,3e,7d,4c,0ac8,3742,47,,
85859,08:58:59,1257.0296,7738.3619,22b8,38,2,57,21fc,7d,57,3d,7d,4c,0a98,3723,47,,
85900,08:59:00,1257.0241,7738.3601,22cc,3f,2,6c,279c,7f,57,3d,7d,4c,0a98,3723,4b,,
85900,08:59:00,1257.0204,7738.3592,22d4,45,2,6c,279c,7f,57,3d,7d,4c,0b60,373e,4b,,
85901,08:59:01,1257.0147,7738.3583,2308,63,2,92,2a6c,8a,57,3d,7d,4c,0b60,373e,4e,,
85901,08:59:01,1257.0108,7738.3581,238c,6e,2,92,2a00,8a,57,3f,7d,4c,0d00,3700,4e,,
85902,08:59:02,1257.0049,7738.3582,2414,6e,2,b2,2b00,a4,57,3f,7d,4c,0d00,3700,52,,
85902,08:59:02,1257.0009,7738.3587,2498,65,2,b2,2b00,a4,57,41,7d,4c,0.00E+00,3700,52,,
85903,08:59:03,1256.9949,7738.3599,250c,5f,2,98,2a00,a1,57,41,7d,4c,0.00E+00,3700,5d,,
85903,08:59:03,1256.9909,7738.3608,255c,48,2,98,2a00,a1,57,42,7e,4c,0d00,3700,5d,,
85904,08:59:04,1256.985,7738.3626,2588,1e,2,24,2100,85,57,42,7e,4c,0d00,3700,6f,,
85904,08:59:04,1256.9812,7738.3641,2540,0,1,24,2100,85,57,42,7e,4c,0a00,3700,6f,,
85905,08:59:05,1256.9756,7738.3668,2408,0,5,0,1800,70,57,42,7e,4c,0a00,3700,6e,,
85905,08:59:05,1256.9721,7738.3689,2304,0,5,0,1800,70,57,3e,7e,4c,800,3700,6e,,
85906,08:59:06,1256.9674,7738.3722,2214,0,1,0,1200,6b,57,3e,7e,4c,800,3700,5,,
85906,08:59:06,1256.9644,7738.3746,2164,0,1,0,1200,6b,57,3b,7e,4a,800,3700,5,,
85907,08:59:07,1256.9602,7738.3783,20dc,0,1,0,1200,69,57,3b,7e,4a,800,3700,5,,
85907,08:59:07,1256.9576,7738.3807,2054,0,1,0,1298,69,57,39,7e,4a,838,374f,5,,
85908,08:59:08,1256.9537,7738.3845,1fbc,0,1,0,12c0,68,57,39,7e,4a,838,374f,5,,
85908,08:59:08,1256.9514,7738.387,1f30,0,5,0,12c0,68,57,37,7e,4a,07d4,3729,5,,
85909,08:59:09,1256.948,7738.3907,1e44,0,5,0,125c,67,57,37,7e,4a,07d4,3729,5,,
85909,08:59:09,1256.946,7738.3932,1cc8,0,5,0,125c,67,57,33,7e,4a,06f3,3726,5,,
85910,08:59:10,1256.9432,7738.3967,1868,0,5,0,1158,65,57,33,7e,4a,06f3,3726,5,,
85910,08:59:10,1256.9416,7738.3988,0.00E+00,0,5,0,1158,65,57,2b,7e,4a,2e05,36d0,5,,
85911,08:59:11,1256.9392,7738.4018,0.00E+00,0,5,42,0bf4,60,57,2b,7e,4a,2e05,36d0,67,,
85911,08:59:11,1256.9378,7738.4036,0df8,0,5,42,0bf4,60,57,25,7e,47,01d1,36df,67,,
85912,08:59:12,1256.9357,7738.4062,0e1c,0,5,40,0c1c,5d,57,25,7e,47,01d1,36df,6d,,
85912,08:59:12,1256.9346,7738.4077,0.00E+00,0,5,40,0c1c,5d,57,1f,7e,46,027b,36dd,6d,,
85913,08:59:13,1256.9331,7738.4099,0.00E+00,0,5,44,0c08,5c,57,1f,7e,46,027b,36dd,6d,,
85913,08:59:13,1256.9323,7738.4111,0e0c,0,5,44,0c00,5c,57,17,7e,48,200,3600,6d,,
85914,08:59:14,1256.9314,7738.4123,0df4,0,5,45,0c00,5c,57,17,7e,48,200,3600,6c,,
85914,08:59:14,1256.931,7738.413,0.00E+00,0,5,45,0c00,5c,57,0d,7e,48,200,3600,6c,,
85915,08:59:15,1256.9303,7738.4138,0.00E+00,0,1,42,0c00,5c,57,0d,7e,48,200,3600,6b,,
85915,08:59:15,1256.9299,7738.4143,0eac,44,2,42,0c00,5c,57,0a,7e,49,400,3700,6b,,
85916,08:59:16,1256.9293,7738.4151,1544,7e,2,97,1200,61,57,0a,7e,49,400,3700,5,,
85916,08:59:16,1256.9288,7738.4158,1318,a3,2,97,1200,61,57,0e,7e,4b,400,3700,5,,
85917,08:59:17,1256.9279,7738.4169,1468,c2,2,a9,1e00,68,57,0e,7e,4b,400,3700,5,,
85917,08:59:17,1256.9273,7738.4177,16c8,cf,2,a9,1e00,68,57,11,7e,4c,700,3700,5,,
85918,08:59:18,1256.9261,7738.4191,195c,d1,2,ae,2400,7a,57,11,7e,4c,700,3700,5,,
85918,08:59:18,1256.9252,7738.4201,1c1c,c2,2,ae,2400,7a,57,16,7e,4d,0a00,3700,5,,
85919,08:59:19,1256.9236,7738.4218,1f28,a2,2,ba,2a00,9e,57,16,7e,4d,0a00,3700,5,,
85919,08:59:19,1256.9223,7738.4231,2310,83,2,ba,2a58,9e,57,1b,7e,4f,0f14,373a,5,,
85920,08:59:20,1256.9203,7738.4251,2754,77,2,c4,2c88,ab,57,1b,7e,4f,0f14,373a,33,,
85920,08:59:20,1256.9188,7738.4266,2b14,66,2,c4,2c88,ab,57,22,7e,50,1237,373a,33,,
85921,08:59:21,1256.9163,7738.4289,2e10,1a,2,42,2.50E+05,99,57,22,7e,50,1237,373a,48,,
85921,08:59:21,1256.9147,7738.4305,2af4,0,1,42,2.50E+05,99,57,24,7e,4f,0bc8,3747,48,,
85922,08:59:22,1256.9123,7738.4327,26e4,67,2,84,1f40,8d,57,24,7e,4f,0bc8,3747,32,,
85922,08:59:22,1256.9107,7738.4343,256c,85,2,84,1f40,8d,57,25,7e,4e,0.00E+00,3742,32,,
85923,08:59:23,1256.9081,7738.4368,1f4c,74,2,a4,2a30,9c,57,25,7e,4e,0.00E+00,3742,3c,,
85923,08:59:23,1256.9063,7738.4386,2168,58,2,a4,2a30,9c,57,29,7e,4e,0c50,373f,3c,,
85924,08:59:24,1256.9034,7738.4411,2230,37,2,68,25f8,8b,57,29,7e,4e,0c50,373f,46,,
85924,08:59:24,1256.9013,7738.4428,22c0,1f,2,68,25f8,8b,57,2b,7e,4e,0a7d,3733,46,,
85925,08:59:25,1256.8982,7738.4452,22fc,35,2,55,2210,7d,57,2b,7e,4e,0a7d,3733,4f,,
85925,08:59:25,1256.8959,7738.4467,2358,40,2,55,2200,7d,57,2c,7e,4e,0b00,3700,4f,,
85926,08:59:26,1256.8925,7738.4488,23d0,34,2,66,2700,87,57,2c,7e,4e,0b00,3700,5b,,
85926,08:59:26,1256.8901,7738.4501,2498,31,2,66,2700,87,57,2d,7e,4e,0c00,3700,5b,,
85927,08:59:27,1256.8863,7738.4519,250c,35,2,62,2600,8a,57,2d,7e,4e,0c00,3700,68,,
85927,08:59:27,1256.8837,7738.453,259c,3a,2,62,2600,8a,57,2e,7e,4d,0d00,3700,68,,
85928,08:59:28,1256.8796,7738.4544,2674,5b,2,7b,2b00,94,57,2e,7e,4d,0d00,3700,70,,
85928,08:59:28,1256.8767,7738.4553,273c,52,2,7b,2b00,94,57,30,7e,4d,0f00,3700,70,,
85929,08:59:29,1256.8723,7738.4565,284c,43,2,70,2900,99,57,30,7e,4d,0f00,3700,7e,,
85929,08:59:29,1256.8693,7738.4571,28e4,2f,2,70,2900,99,57,32,7e,4d,0b00,3700,7e,,
85930,08:59:30,1256.8646,7738.4579,2904,0b,2,2d,1900,7d,57,32,7e,4d,0b00,3700,87,,
85930,08:59:30,1256.8615,7738.4583,2904,0b,2,2d,1900,7d,57,33,7e,4c,800,3700,87,,
85931,08:59:31,1256.8569,7738.4586,28d0,0f,2,29,1900,70,57,33,7e,4c,800,3700,7a,,
85931,08:59:31,1256.8538,7738.4586,2894,11,2,29,1900,70,57,32,7e,4b,910,3748,7a,,
85932,08:59:32,1256.8491,7738.4583,2888,10,2,30,19f0,70,57,32,7e,4b,910,3748,7a,,
85932,08:59:32,1256.8461,7738.4579,28a4,34,2,30,19f0,70,57,32,7e,4b,0b09,3739,7a,,
85933,08:59:33,1256.8416,7738.4569,28a8,35,2,59,24b8,80,57,32,7e,4b,0b09,3739,75,,
85933,08:59:33,1256.8385,7738.4561,2914,34,2,59,24b8,80,57,33,7e,4d,0bb7,3744,75,,
85934,08:59:34,1256.834,7738.4547,297c,30,2,5c,24b8,86,57,33,7e,4d,0bb7,3744,7c,,
85934,08:59:34,1256.831,7738.4536,29cc,22,2,5c,24b8,86,57,34,7e,4d,0a87,373d,7c,,
85935,08:59:35,1256.8267,7738.4515,29e8,20,2,46,1eb4,7e,57,34,7e,4d,0a87,373d,80,,
85935,08:59:35,1256.8238,7738.45,296c,0,1,46,1eb4,7e,57,33,7e,4c,929,3733,80,,
85936,08:59:36,1256.8197,7738.4476,26a4,0,1,0,12e8,6c,57,33,7e,4c,929,3733,6f,,
85936,08:59:36,1256.817,7738.446,1aac,0,5,0,12e8,6c,57,32,7e,4b,046f,3725,6f,,
85937,08:59:37,1256.813,7738.4437,0fa0,0,1,1e,0d98,63,57,32,7e,4b,046f,3725,68,,
85937,08:59:37,1256.8104,7738.4422,0db4,0,5,1e,0d00,63,57,30,7e,49,200,3600,68,,
85938,08:59:38,1256.8066,7738.4399,0df8,0,5,41,0b00,5e,57,30,7e,49,200,3600,6e,,
85938,08:59:38,1256.8041,7738.4384,0.00E+00,0,5,41,0b00,5e,57,2e,7e,47,200,3600,6e,,
85939,08:59:39,1256.8004,7738.4361,0.00E+00,0,5,3e,0c00,5d,57,2e,7e,47,200,3600,6a,,
85939,08:59:39,1256.798,7738.4347,0.00E+00,0,1,3e,0c00,5d,57,2d,7e,47,200,3600,6a,,
85940,08:59:40,1256.7944,7738.4326,0.00E+00,0,1,41,0b00,5c,57,2d,7e,47,200,3600,6d,,
85940,08:59:40,1256.792,7738.4312,0.00E+00,0,5,41,0b00,5c,57,2d,7e,47,200,3600,6d,,
85941,08:59:41,1256.7884,7738.429,0.00E+00,0,5,40,0b00,5c,57,2d,7e,47,200,3600,6b,,
85941,08:59:41,1256.7861,7738.4276,0df8,0,5,40,0b00,5c,57,2c,7e,48,200,3600,6b,,
85942,08:59:42,1256.7826,7738.4256,0.00E+00,0,5,43,0c00,5c,57,2c,7e,48,200,3600,6d,,
85942,08:59:42,1256.7803,7738.4242,0.00E+00,0,5,43,0c00,5c,57,2a,7e,48,200,3600,6d,,
85943,08:59:43,1256.7771,7738.4222,0e0c,0,5,43,0b00,5c,57,2a,7e,48,200,3600,6b,,
85943,08:59:43,1256.775,7738.421,0.00E+00,0,5,43,0be0,5c,57,26,7e,49,026f,36ee,6b,,
85944,08:59:44,1256.7722,7738.4192,0.00E+00,0,5,41,0bb8,5c,57,26,7e,49,026f,36ee,6b,,
85944,08:59:44,1256.7705,7738.4182,0.00E+00,0,5,41,0bb8,5c,57,1f,7e,49,284,36b1,6b,,
85945,08:59:45,1256.7684,7738.417,0.00E+00,0,5,44,0bb8,5c,57,1f,7e,49,284,36b1,6b,,
85945,08:59:45,1256.7672,7738.4162,0.00E+00,0,5,44,0bb8,5c,57,18,7e,49,285,36db,6b,,
85946,08:59:46,1256.7656,7738.4152,0e0c,0,5,43,0c30,5c,57,18,7e,49,285,36db,6b,,
85946,08:59:46,1256.7647,7738.4146,0.00E+00,0,5,43,0c30,5c,57,11,7e,4a,278,36a4,6b,,
85947,08:59:47,1256.7636,7738.4138,0df8,0,5,46,0bb8,5c,57,11,7e,4a,278,36a4,6d,,
85947,08:59:47,1256.7629,7738.4133,0e0c,0,5,46,0bb8,5c,57,0d,7e,4a,279,3677,6d,,
85948,08:59:48,1256.7621,7738.4127,0.00E+00,0,5,44,0ba4,5c,57,0d,7e,4a,279,3677,6d,,
85948,08:59:48,1256.7617,7738.4122,0.00E+00,0,5,44,0ba4,5c,57,0a,7e,4a,285,3688,6d,,
85949,08:59:49,1256.7613,7738.4116,0e0c,0,5,47,0b90,5c,57,0a,7e,4a,285,3688,6e,,
85949,08:59:49,1256.7611,7738.4112,0e0c,0,5,47,0b00,5c,57,8,7e,4a,200,3600,6e,,
85950,08:59:50,1256.7611,7738.4106,0e1c,0,5,46,0b00,5c,57,8,7e,4a,200,3600,6e,,
85950,08:59:50,1256.7611,7738.4104,0e2c,0,5,46,0b00,5c,57,4,7e,4a,200,3600,6e,,
85951,08:59:51,1256.7611,7738.4103,0.00E+00,0,5,44,0c00,5c,57,4,7e,4a,200,3600,6a,,
85951,08:59:51,1256.7611,7738.4102,0e0c,0,5,44,0c00,5c,57,1,7e,4a,200,3600,6a,,
85952,08:59:52,1256.761,7738.4102,0.00E+00,0,5,45,0c00,5c,57,1,7e,4a,200,3600,6d,,
85952,08:59:52,1256.761,7738.4101,0.00E+00,0,5,45,0c00,5c,57,0,7e,4a,200,3600,6d,,
85953,08:59:53,1256.761,7738.4101,0e3c,0,5,45,0b00,5c,57,0,7e,4a,200,3600,69,,
