Time (GMT),Time,Latitude,Longitude,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR
235944,23:59:44,,,0dc8,0,1,111,62,0fc8,59,57,0,40,3f,341,3292,49
235944,23:59:44,,,0dc4,0,1,010d,70,0d84,59,57,0,40,3f,341,3292,49
235945,23:59:45,,,0dbc,0,1,00ff,70,0d84,59,57,0,40,3f,324,35f9,56
235945,23:59:45,,,0cf8,0,1,106,92,0e00,59,57,0,40,3f,324,35f9,56
235946,23:59:46,,,0da8,0,1,00fe,92,0e00,59,57,0,41,40,031c,37a3,64
235946,23:59:46,,,0e5c,0,1,00f5,71,0dac,59,57,0,41,40,031c,37a3,64
235947,23:59:47,,,0c6c,0,1,00f9,71,0dac,59,57,0,41,40,02d4,37c1,5a
235947,23:59:47,,,0db0,0,1,00f9,71,0de8,59,57,0,41,40,02d4,37c1,5a
235948,23:59:48,,,0d98,0,1,00f9,71,0de8,59,57,0,41,40,02de,37e8,58
235948,23:59:48,,,0d60,0,5,00f2,72,0de8,59,57,0,41,40,02de,37e8,58
235949,23:59:49,,,0dd0,0,5,00ea,72,0de8,59,57,0,41,40,02ff,37c5,61
235949,23:59:49,,,0d74,0,5,0e00,85,0d0c,59,57,1,41,40,02ff,37c5,61
235950,23:59:50,,,0db8,0,5,0e00,85,0d0c,59,57,1,41,40,02dc,37fa,5b
235950,23:59:50,,,0d84,0,5,00d1,6f,0c00,5a,57,0,41,40,200,3700,5b
235951,23:59:51,,,0dd4,0,5,0e00,6f,0c00,5a,57,0,41,40,300,3700,5f
235951,23:59:51,,,0df8,0,5,00c9,59,0d00,5a,57,0,41,40,300,3700,5f
235952,23:59:52,,,0d90,0,5,00ce,59,0d00,5a,57,0,41,40,200,3800,57
235952,23:59:52,,,0cac,0,5,00eb,62,0c00,5a,57,0,41,40,200,3800,57
235953,23:59:53,,,0e00,0,5,00d4,62,0c00,5a,57,0,41,40,200,3700,5d
235953,23:59:53,,,0d5c,0,5,00d5,7d,0d00,59,57,0,41,40,200,3700,5d
235954,23:59:54,,,0d60,0,5,00d1,7d,0d00,59,57,0,41,40,200,3700,57
235954,23:59:54,,,0cf8,0,5,00c9,88,0c00,5a,57,0,41,40,200,3700,57
235955,23:59:55,,,0da0,0,5,00b6,88,0c00,5a,57,0,41,40,200,3800,5e
235955,23:59:55,,,0d84,0,5,00c8,68,0c00,5a,57,0,41,40,200,3800,5e
