Time (GMT),Time,Latitude,Longitude,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR
235957,23:59:57,,,0.00E+00,0,5,00f1,6f,14b4,59,57,2,4a,48,2e02,36f9,5b
235958,23:59:58,,,0de8,0,1,00eb,6f,14b4,59,57,2,4a,48,2e03,3510,5c
235958,23:59:58,,,0dac,0,1,00fc,7f,0bf4,59,57,2,4a,48,2e03,3510,5c
235959,23:59:59,,,0ee4,0,5,00fd,7f,0bf4,59,57,2,4a,48,339,3711,5d
235959,23:59:59,,,0ec8,0,1,00f4,6e,0e9c,59,57,2,4a,48,339,3711,5d
0,00:00:00,,,0.00E+00,0,5,00ec,6e,0e9c,59,57,2,4a,48,02fd,3722,63
0,00:00:00,,,0.00E+00,0,5,0.00E+00,6f,0.00E+00,59,57,1,4a,48,02fd,3722,63
1,00:00:01,,,0.00E+00,0,5,00ea,6f,0.00E+00,59,57,1,4a,48,02ee,36ba,61
1,00:00:01,,,0.00E+00,0,1,00ec,6f,0dc0,59,57,0,4a,48,02ee,36ba,61
2,00:00:02,,,0ce8,0,1,013c,6f,0dc0,59,57,0,4a,47,02b7,36c1,50
2,00:00:02,,,0e6c,0,1,014d,98,1e01,59,57,2,4a,47,02b7,36c1,50
3,00:00:03,,,0.00E+00,0,1,013f,98,1e01,59,57,2,4b,47,333,36db,48
3,00:00:03,,,0df8,0,1,013e,97,0f50,5a,57,5,4b,47,333,36db,48
4,00:00:04,,,0e0c,0,1,191,97,0f50,5a,57,5,4b,48,357,3787,3b
4,00:00:04,,,1070,0,1,012d,75,1100,59,57,7,4b,48,300,3700,3b
5,00:00:05,,,10ac,1,2,00d0,75,1100,59,57,7,4b,48,300,3700,58
5,00:00:05,,,1084,0b,2,134,73,1100,59,57,8,4b,48,300,3700,58
6,00:00:06,,,1230,0d,2,017f,73,1100,59,57,8,4b,48,400,3700,32
6,00:00:06,,,1374,14,2,164,68,1400,5a,57,9,4b,48,400,3700,32
7,00:00:07,,,13f4,23,2,176,68,1400,5a,57,9,4b,48,400,3700,32
7,00:00:07,,,15d0,35,2,235,83,1900,5b,57,0b,4b,48,400,3700,32
8,00:00:08,,,19ac,32,2,02bc,83,1900,5b,57,0b,4b,49,600,3700,32
8,00:00:08,,,1e28,31,2,366,79,2200,65,57,0f,4b,49,600,3700,32
9,00:00:09,,,2008,0,1,01b8,79,2200,65,57,0f,4b,4a,800,3700,40
9,00:00:09,,,17a0,0,5,00d3,2d,1200,65,57,0f,4b,4a,800,3700,40
10,00:00:10,,,1314,0,5,014b,2d,1200,65,57,0f,4b,4a,400,3700,69
10,00:00:10,,,1260,0,5,122,5d,1100,5c,57,0c,4b,4a,400,3700,69
11,00:00:11,,,10f0,0,5,106,5d,1100,5c,57,0c,4b,47,200,3700,5a
11,00:00:11,,,0f90,0,5,00ee,62,0f00,5a,57,9,4b,47,02f3,3773,5a
93502,09:35:02,,,0ee4,0,5,0.00E+00,62,0f00,5a,57,9,4c,46,302,3767,5f
93502,09:35:02,,,0.00E+00,0,5,00de,68,0.00E+00,5a,57,8,4c,46,302,3767,5f
93503,09:35:03,,,0.00E+00,0,1,00dc,68,0.00E+00,5a,57,8,4c,46,02ea,3767,63
93503,09:35:03,,,0e1c,0,1,00da,6a,0dc0,5a,57,8,4c,46,02ea,3767,63
93504,09:35:04,,,0c9c,0,1,00f4,6a,0dc0,5a,57,8,4c,46,252,36d4,5
93504,09:35:04,,,0cf8,0,1,217,ff,1130,5a,57,0b,4c,46,252,36d4,5
93505,09:35:05,,,0ee0,0,1,01f6,ff,1130,5a,57,0b,4c,46,037b,36c6,32
93505,09:35:05,,,109c,0,5,198,92,12c0,5a,57,0d,4c,46,037b,36c6,32
93506,09:35:06,,,10a8,0,5,113,92,12c0,5a,57,0d,4c,47,03cd,3734,4e
93506,09:35:06,,,10b4,0,1,00d0,4a,0fdc,5a,57,0c,4c,47,03cd,3734,4e
93507,09:35:07,,,1004,0,1,00b7,4a,0fdc,5a,57,0c,4c,47,298,376e,5f
93507,09:35:07,,,0f48,0,1,00ce,57,0ed8,5a,57,0c,4c,47,298,376e,5f
93508,09:35:08,,,0edc,12,2,01ee,57,0ed8,5a,57,0c,4c,46,367,3747,5
93508,09:35:08,,,10ec,1a,2,01de,97,1500,5a,57,0d,4c,46,300,3700,5
93509,09:35:09,,,10fc,3,2,1e04,97,1500,5a,57,0d,4d,47,400,3700,4a
93509,09:35:09,,,11ec,0,1,016e,77,1400,5a,57,0d,4d,47,400,3700,4a
93510,09:35:10,,,1030,0,1,00cd,77,1400,5a,57,0d,4d,47,200,3700,5c
93510,09:35:10,,,0f04,0,1,00de,65,0f00,5a,57,0e,4d,47,200,3700,5c
93511,09:35:11,,,0ea8,0,5,00d8,65,0f00,5a,57,0e,4d,46,200,3700,62
93511,09:35:11,,,0e4c,0,5,00d8,68,0.00E+00,5a,57,0d,4d,46,200,3700,62
93512,09:35:12,,,0.00E+00,0,5,00d8,68,0.00E+00,5a,57,0d,4d,47,200,3700,62
93512,09:35:12,,,0.00E+00,0,5,00d5,66,0.00E+00,59,57,0e,4d,47,200,3700,62
93513,09:35:13,,,0e3c,0,5,00d7,66,0.00E+00,59,57,0e,4d,46,200,3700,60
93513,09:35:13,,,0e1c,0,5,00d6,69,0d00,5a,57,0f,4d,46,200,3700,60
93514,09:35:14,,,0.00E+00,0,5,00d6,69,0d00,5a,57,0f,4d,46,200,3700,60
93514,09:35:14,,,0.00E+00,0,5,00d5,68,0.00E+00,5a,57,10,4d,46,200,3700,60
93515,09:35:15,,,0.00E+00,0,5,00d7,68,0.00E+00,5a,57,10,4e,47,200,3700,5e
93515,09:35:15,,,0e3c,0,5,00d6,68,0dfc,59,57,11,4e,47,02ca,3764,5e
93516,09:35:16,,,0.00E+00,0,5,00d7,68,0dfc,59,57,11,4e,47,02d2,3754,61
93516,09:35:16,,,0e2c,0,5,00d8,68,0de8,59,57,10,4e,47,02d2,3754,61
93517,09:35:17,,,0.00E+00,0,5,00d7,68,0de8,59,57,10,4e,47,02d6,3753,60
93517,09:35:17,,,0e3c,0,5,00d6,67,0de8,59,57,0f,4e,47,02d6,3753,60
93518,09:35:18,,,0.00E+00,0,5,00d8,67,0de8,59,57,0f,4e,47,02d4,3748,60
93518,09:35:18,,,0.00E+00,0,5,00d7,68,0dc0,5a,57,0d,4e,47,02d4,3748,60
93519,09:35:19,,,0e3c,0,5,00d7,68,0dc0,5a,57,0d,4e,47,02cf,374c,62
93519,09:35:19,,,0e2c,0,5,00d6,68,0de8,59,57,0b,4e,47,02cf,374c,62
93520,09:35:20,,,0.00E+00,0,5,00d4,68,0de8,59,57,0b,4e,47,02d2,3737,64
93520,09:35:20,,,0.00E+00,0,5,00d4,68,0d98,59,57,9,4e,47,02d2,3737,64
93521,09:35:21,,,0.00E+00,0,5,00d4,68,0d98,59,57,9,4e,47,02c1,3723,62
93521,09:35:21,,,0.00E+00,0,5,00d7,68,0dd4,5a,57,9,4e,47,02c1,3723,62
93522,09:35:22,,,0e2c,0,5,00d4,68,0dd4,5a,57,9,4e,47,02b2,375d,63
93522,09:35:22,,,0.00E+00,0,5,00d4,67,0d00,59,57,8,4e,47,200,3700,63
93523,09:35:23,,,0.00E+00,0,5,00d6,67,0d00,59,57,8,4e,47,200,3700,65
93523,09:35:23,,,0.00E+00,0,5,00d6,68,0d00,59,57,7,4e,47,200,3700,65
93524,09:35:24,,,0.00E+00,0,5,00d5,68,0d00,59,57,7,4f,47,200,3700,64
93524,09:35:24,,,0e2c,0,5,00d6,68,0d00,5a,57,6,4f,47,200,3700,64
93525,09:35:25,,,0.00E+00,0,5,00d7,68,0d00,5a,57,6,4f,47,200,3700,64
93525,09:35:25,,,0e3c,0,5,00d5,67,0d00,5a,57,5,4f,47,200,3700,64
93526,09:35:26,,,0.00E+00,0,5,00d6,67,0d00,5a,57,5,4f,47,200,3700,62
93526,09:35:26,,,0.00E+00,0,5,00d9,68,0d00,59,57,4,4f,47,200,3700,62
93527,09:35:27,,,0e2c,0,5,00d2,68,0d00,59,57,4,4f,47,200,3600,61
93527,09:35:27,,,0e0c,0,5,00d9,6b,0d00,59,57,2,4f,47,200,3600,61
93528,09:35:28,,,0de4,0,5,00d9,6b,0d00,59,57,2,4f,47,200,3600,61
93528,09:35:28,,,0d10,0,5,00dc,7a,0c00,5a,57,3,4f,47,200,3600,61
93529,09:35:29,,,0e3c,0,5,00d7,7a,0c00,5a,57,3,4f,47,200,3600,60
93529,09:35:29,,,0.00E+00,0,5,00d7,6b,0dc0,59,57,3,4f,47,02d2,36fb,60
93530,09:35:30,,,0.00E+00,0,5,00db,6b,0dc0,59,57,3,4f,47,02db,3764,61
93530,09:35:30,,,0.00E+00,0,5,00d4,64,0e4c,5a,57,3,4f,47,02db,3764,61
93531,09:35:31,,,0.00E+00,0,5,00d4,64,0e4c,5a,57,3,4f,47,02bf,3735,63
93531,09:35:31,,,0e3c,0,5,00d4,67,0.00E+00,59,57,1,4f,47,02bf,3735,63
93532,09:35:32,,,0.00E+00,0,5,00d3,67,0.00E+00,59,57,1,4f,47,02c3,374f,67
93532,09:35:32,,,0.00E+00,0,5,00d3,66,0.00E+00,5a,57,1,4f,47,02c3,374f,67
93533,09:35:33,,,0.00E+00,0,5,00d0,66,0.00E+00,5a,57,1,4f,47,02b5,3749,63
93533,09:35:33,,,0.00E+00,0,5,00d1,67,0dd4,5a,57,0,4f,47,02b5,3749,63
93534,09:35:34,,,0.00E+00,0,5,00d3,67,0dd4,5a,57,0,4f,47,02b7,375b,5f
93534,09:35:34,,,0.00E+00,0,5,00d3,65,0.00E+00,59,57,0,4f,47,02b7,375b,5f
93535,09:35:35,,,0.00E+00,0,5,00d1,65,0.00E+00,59,57,0,4f,47,02bf,373b,5f
93535,09:35:35,,,0.00E+00,0,5,00d1,65,0d98,5a,57,0,4f,47,02bf,373b,5f
93536,09:35:36,,,0.00E+00,0,5,00cf,65,0d98,5a,57,0,50,47,02b9,374c,5f
93536,09:35:36,,,0.00E+00,0,5,00d1,66,0d00,5a,57,0,50,47,200,3700,5f
93537,09:35:37,,,0e2c,0,5,00d0,66,0d00,5a,57,0,50,47,200,3700,60
93537,09:35:37,,,0.00E+00,0,5,00ce,65,0d00,59,57,0,50,47,200,3700,60
93538,09:35:38,,,0.00E+00,0,5,00cf,65,0d00,59,57,0,50,47,200,3700,61
93538,09:35:38,,,0.00E+00,0,5,00cf,65,0d00,59,57,0,50,47,200,3700,61
93539,09:35:39,,,0.00E+00,0,5,00d0,65,0d00,59,57,0,50,47,200,3700,61
93539,09:35:39,,,0.00E+00,0,5,00d1,65,0d00,5a,57,0,50,47,200,3700,61
93540,09:35:40,,,0.00E+00,0,5,00cf,65,0d00,5a,57,0,50,47,200,3700,61
93540,09:35:40,,,0e2c,0,5,00d1,66,0d00,5a,57,0,50,47,200,3700,61
93541,09:35:41,,,0e1c,0,5,00d0,66,0d00,5a,57,0,50,47,200,3700,5e
93541,09:35:41,,,0.00E+00,0,5,00d1,66,0d00,59,57,0,50,47,200,3700,5e
93542,09:35:42,,,0e1c,0,5,00d1,66,0d00,59,57,0,50,47,200,3700,60
93542,09:35:42,,,0.00E+00,0,5,00d0,65,0d00,59,57,0,50,47,200,3700,60
93543,09:35:43,,,0.00E+00,0,5,00cf,65,0d00,59,57,0,50,47,200,3700,62
93543,09:35:43,,,0e3c,0,5,00cf,65,0dc0,5a,57,0,50,47,02b3,3744,62
93544,09:35:44,,,0.00E+00,0,5,00cf,65,0dc0,5a,57,0,50,47,02b7,3746,62
93544,09:35:44,,,0.00E+00,0,5,00cf,65,0dd4,5a,57,0,50,47,02b7,3746,62
93545,09:35:45,,,0.00E+00,0,5,00cd,65,0dd4,5a,57,0,50,47,02a6,374c,61
93545,09:35:45,,,0.00E+00,0,5,00ce,64,0dfc,59,57,0,50,47,02a6,374c,61
93546,09:35:46,,,0.00E+00,0,5,00ce,64,0dfc,59,57,0,51,47,02bf,3745,63
93546,09:35:46,,,0.00E+00,0,5,00cd,63,0.00E+00,5a,57,0,51,47,02bf,3745,63
93547,09:35:47,,,0.00E+00,0,5,00cd,63,0.00E+00,5a,57,0,51,47,02b5,3747,63
93547,09:35:47,,,0e2c,0,5,00cc,64,0dac,5a,57,0,51,47,02b5,3747,63
93548,09:35:48,,,0.00E+00,0,5,00cd,64,0dac,5a,57,0,51,47,02b3,374d,63
93548,09:35:48,,,0.00E+00,0,5,00cd,64,0dfc,5a,57,0,51,47,02b3,374d,63
93549,09:35:49,,,0.00E+00,0,5,00ce,64,0dfc,5a,57,0,51,47,02ab,376c,62
93549,09:35:49,,,0e2c,0,5,00cd,64,0dfc,5a,57,0,51,47,02ab,376c,62
93550,09:35:50,,,0.00E+00,0,5,00cf,64,0dfc,5a,57,0,51,47,02c3,3747,62
93550,09:35:50,,,0.00E+00,0,5,00cd,65,0d00,5a,57,0,51,47,200,3700,62
93551,09:35:51,,,0.00E+00,0,5,00ce,65,0d00,5a,57,0,51,47,200,3700,64
93551,09:35:51,,,0e2c,0,5,00cd,64,0d00,5a,57,0,51,47,200,3700,64
93552,09:35:52,,,0.00E+00,0,5,00ce,64,0d00,5a,57,0,51,47,200,3700,62
93552,09:35:52,,,0e3c,0,5,00cd,63,0.00E+00,5a,57,0,51,47,200,3700,62
93553,09:35:53,,,0.00E+00,0,5,00cc,63,0.00E+00,5a,57,0,51,47,200,3700,61
93553,09:35:53,,,0.00E+00,0,5,00cc,64,0.00E+00,5a,57,0,51,47,200,3700,61
93554,09:35:54,,,0e2c,0,5,00cd,64,0.00E+00,5a,57,0,51,47,200,3700,62
93554,09:35:54,,,0.00E+00,0,5,00cd,63,0d00,5a,57,0,51,47,200,3700,62
93555,09:35:55,,,0.00E+00,0,5,00ca,63,0d00,5a,57,0,51,47,200,3700,61
93555,09:35:55,,,0.00E+00,0,5,00ca,62,0d00,5a,57,0,51,47,200,3700,61
93556,09:35:56,,,0.00E+00,0,5,00cb,62,0d00,5a,57,0,52,47,200,3700,63
93556,09:35:56,,,0.00E+00,0,5,00cb,63,0d00,59,57,0,52,47,200,3700,63
93557,09:35:57,,,0e2c,0,5,00cb,63,0d00,59,57,0,52,47,200,3700,63
93557,09:35:57,,,0.00E+00,0,5,00cb,63,0dc0,5a,57,0,52,47,02ab,3754,63
93558,09:35:58,,,0.00E+00,0,5,00cb,63,0dc0,5a,57,0,52,47,02ad,3743,64
93558,09:35:58,,,0e2c,0,5,00cb,63,0dc0,5a,57,0,52,47,02ad,3743,64
93559,09:35:59,,,0.00E+00,0,5,00ca,63,0dc0,5a,57,0,52,47,02a8,3757,66
93559,09:35:59,,,0.00E+00,0,5,00cb,63,0de8,5a,57,0,52,47,02a8,3757,66
93600,09:36:00,,,0e2c,0,5,00ca,63,0de8,5a,57,0,52,47,027f,3741,62
93600,09:36:00,,,0e1c,0,5,00cb,64,0dc0,5a,57,0,52,47,027f,3741,62
93601,09:36:01,1257.4292,7738.2753,0.00E+00,0,5,00cb,64,0dc0,5a,57,0,52,47,02a4,3754,5a
93602,09:36:02,1257.4282,7738.2757,0e2c,0,5,00cb,63,0dc0,5a,57,0,52,47,02a4,3754,5a
93602,09:36:02,1257.428,7738.2762,0e3c,0,5,00cc,63,0dc0,5a,57,0,52,47,02d4,373a,61
93603,09:36:03,1257.4276,7738.2767,0.00E+00,0,5,00c8,63,0.00E+00,5a,57,0,52,47,02d4,373a,61
93603,09:36:03,1257.4275,7738.2764,0.00E+00,0,5,00c9,63,0.00E+00,5a,57,0,52,47,02a4,375b,66
93604,09:36:04,1257.4271,7738.2765,0.00E+00,0,5,00c9,63,0.00E+00,5a,57,0,52,47,02a4,375b,66
93604,09:36:04,1257.4273,7738.2768,0.00E+00,0,5,00c9,63,0.00E+00,5a,57,0,52,47,200,3700,5e
93605,09:36:05,1257.4272,7738.2774,0.00E+00,0,5,00c9,63,0d00,5a,57,0,52,47,200,3700,5e
93605,09:36:05,1257.4272,7738.2777,0.00E+00,0,5,00c8,63,0d00,5a,57,0,52,47,200,3700,5c
93606,09:36:06,1257.4272,7738.2785,0e3c,0,5,00cb,62,0d00,5a,57,0,52,47,200,3700,5c
93606,09:36:06,1257.4272,7738.2786,0.00E+00,0,5,00c8,62,0d00,5a,57,0,52,47,200,3700,5f
93607,09:36:07,1257.4278,7738.278,0.00E+00,0,5,00c9,63,0d00,5a,57,0,52,47,200,3700,5f
93607,09:36:07,1257.4272,7738.2787,0e2c,0,5,00c8,63,0d00,5a,57,0,52,47,200,3700,5e
93608,09:36:08,1257.4267,7738.279,0.00E+00,0,5,00cb,63,0d00,5a,57,0,52,47,200,3700,5e
93608,09:36:08,1257.427,7738.2795,0.00E+00,0,5,00c8,63,0d00,5a,57,0,53,47,200,3700,62
93609,09:36:09,1257.4276,7738.2793,0.00E+00,0,5,00ca,64,0d00,5a,57,0,53,47,200,3700,62
93609,09:36:09,1257.4278,7738.2798,0.00E+00,0,5,00ca,64,0d00,5a,57,0,53,47,200,3700,63
93610,09:36:10,1257.4278,7738.279,0.00E+00,0,5,00c9,62,0dfc,59,57,0,53,47,02b2,3754,63
93610,09:36:10,1257.428,7738.2789,0e2c,0,5,00c9,62,0dfc,59,57,0,53,48,335,374b,5
93611,09:36:11,1257.4279,7738.2786,0.00E+00,0,5,00c7,61,0dc0,5a,57,0,53,48,335,374b,5
93611,09:36:11,1257.4277,7738.2785,0.00E+00,0,5,00c8,61,0dc0,5a,57,0,53,48,335,3755,5
93612,09:36:12,1257.427,7738.279,0.00E+00,0,5,00c9,62,0dc0,5a,57,0,53,48,335,3755,5
93612,09:36:12,1257.4264,7738.2791,0.00E+00,0,5,00c7,62,0dc0,5a,57,0,53,48,333,3765,5
93613,09:36:13,1257.426,7738.2791,0e2c,0,5,00c8,62,0dac,5a,57,0,53,48,333,3765,5
93613,09:36:13,1257.4258,7738.279,0.00E+00,0,5,00c8,62,0dac,5a,57,0,53,48,326,3760,5
93614,09:36:14,1257.426,7738.2794,0.00E+00,0,5,00c8,62,0dac,5a,57,0,53,48,326,3760,5
93614,09:36:14,1257.4259,7738.2793,0e1c,0,5,00c9,62,0dac,5a,57,0,53,48,330,374f,5
93615,09:36:15,1257.4259,7738.2801,0.00E+00,0,5,00c7,61,0dd4,5a,57,0,53,48,330,374f,5
93615,09:36:15,1257.4255,7738.2802,0.00E+00,0,5,00c8,61,0d00,5a,57,0,53,48,300,3700,5
93616,09:36:16,1257.4252,7738.2804,0.00E+00,0,5,00c8,62,0d00,5a,57,0,53,48,300,3700,5
93616,09:36:16,1257.4247,7738.2809,0.00E+00,0,5,00c8,62,0d00,5a,57,0,53,48,300,3700,5
93617,09:36:17,1257.4247,7738.2807,0.00E+00,0,5,00c9,61,0d00,5a,57,0,53,48,300,3700,5
93617,09:36:17,1257.424,7738.281,0.00E+00,0,5,00c9,61,0d00,5a,57,0,53,48,300,3700,5
93618,09:36:18,1257.4236,7738.2821,0e1c,0,5,00c8,62,0d00,5a,57,0,53,48,300,3700,5
93618,09:36:18,1257.4234,7738.2821,0.00E+00,0,5,00c9,62,0d00,5a,57,0,53,48,300,3700,5
93619,09:36:19,1257.4244,7738.2805,0.00E+00,0,5,00c7,61,0.00E+00,5a,57,0,53,48,300,3700,5
93619,09:36:19,1257.4229,7738.2828,0.00E+00,0,5,00c8,61,0.00E+00,5a,57,0,53,48,300,3700,5
93620,09:36:20,1257.4232,7738.2822,0.00E+00,0,5,00c7,61,0d00,5a,57,0,53,48,300,3700,5
93620,09:36:20,1257.4231,7738.2823,0.00E+00,0,5,00c7,61,0d00,5a,57,0,54,48,300,3700,5
93621,09:36:21,1257.4233,7738.2824,0e2c,0,5,00c7,62,0.00E+00,5a,57,0,54,48,328,3765,5
93621,09:36:21,1257.4233,7738.282,0.00E+00,0,5,00c8,62,0.00E+00,5a,57,0,54,48,330,376a,5
93622,09:36:22,1257.4231,7738.2819,0e2c,0,5,00c6,61,0.00E+00,5a,57,0,54,48,330,376a,5
93622,09:36:22,1257.4232,7738.2819,0e3c,0,5,00c7,61,0.00E+00,5a,57,0,54,48,339,3734,5
93623,09:36:23,1257.4235,7738.2827,0.00E+00,0,5,00c7,61,0dac,5a,57,0,54,48,339,3734,5
93623,09:36:23,1257.4237,7738.2823,0.00E+00,0,5,00c6,61,0dac,5a,57,0,54,48,333,3755,5
93624,09:36:24,1257.4241,7738.2828,0.00E+00,0,5,00c6,61,0dd4,5a,57,0,54,48,333,3755,5
93624,09:36:24,1257.4241,7738.283,0.00E+00,0,5,00c6,61,0dd4,5a,57,0,54,48,332,3766,5
93625,09:36:25,1257.4238,7738.2819,0.00E+00,0,5,00c6,62,0dfc,5a,57,0,54,48,332,3766,5
93625,09:36:25,1257.4239,7738.2826,0e1c,0,5,00c6,62,0dfc,5a,57,0,54,48,032b,3755,5
93626,09:36:26,1257.424,7738.283,0.00E+00,0,5,00c6,61,0de8,5a,57,0,54,48,032b,3755,5
93626,09:36:26,1257.4239,7738.2828,0.00E+00,0,5,00c7,61,0d00,5a,57,0,54,48,300,3700,5
93627,09:36:27,1257.4236,7738.2829,0.00E+00,0,5,00c6,61,0d00,5a,57,0,54,48,300,3700,5
93627,09:36:27,1257.4235,7738.2828,0.00E+00,0,5,00c6,61,0d00,5a,57,0,54,48,300,3700,5
93628,09:36:28,1257.4236,7738.2828,0.00E+00,0,5,00c7,61,0.00E+00,5a,57,0,54,48,300,3700,5
93628,09:36:28,1257.4238,7738.2827,0.00E+00,0,5,00c6,61,0.00E+00,5a,57,0,54,48,300,3700,5
93629,09:36:29,1257.4239,7738.2826,0.00E+00,0,5,00c6,61,0d00,5a,57,0,54,48,300,3700,5
93629,09:36:29,1257.4241,7738.2826,0.00E+00,0,5,00c6,61,0d00,5a,57,0,54,48,300,3700,5
93630,09:36:30,1257.4242,7738.2827,0.00E+00,0,5,00c7,61,0.00E+00,5a,57,0,54,48,300,3700,5
93630,09:36:30,1257.4243,7738.2834,0.00E+00,0,5,00c7,61,0.00E+00,5a,57,0,54,48,300,3700,5
93631,09:36:31,1257.4244,7738.2838,0.00E+00,0,5,00c6,61,0.00E+00,5a,57,0,54,48,300,3700,5
93631,09:36:31,1257.4248,7738.2831,0.00E+00,0,5,00c6,61,0.00E+00,5a,57,0,54,48,300,3700,5
93632,09:36:32,1257.4248,7738.2832,0e2c,0,5,00c6,61,0de8,5a,57,0,54,48,032d,374d,5
93632,09:36:32,1257.4248,7738.2833,0.00E+00,0,5,00c6,61,0de8,5a,57,0,54,48,343,3760,5
93633,09:36:33,1257.4248,7738.2832,0.00E+00,0,5,00c4,60,0dac,5a,57,0,54,48,343,3760,5
93633,09:36:33,1257.4247,7738.2832,0e3c,0,5,00c5,60,0dac,5a,57,0,55,48,335,3776,5
93634,09:36:34,1257.4248,7738.2832,0e1c,0,5,00c5,61,0dfc,5a,57,0,55,48,335,3776,5
93634,09:36:34,1257.4247,7738.2832,0dc0,0,5,00cb,61,0dfc,5a,57,0,55,48,326,376e,5
93635,09:36:35,1257.4248,7738.2833,0.00E+00,0,5,00c8,60,0dd4,5a,57,0,55,48,326,376e,5
93635,09:36:35,1257.4248,7738.2834,0.00E+00,0,5,00c8,60,0dd4,5a,57,0,55,48,315,376c,5
93636,09:36:36,1257.4247,7738.2835,0.00E+00,0,1,00c8,61,0d98,5a,57,0,55,48,315,376c,5
93636,09:36:36,1257.4247,7738.2835,0.00E+00,0,1,00c4,61,0d98,5a,57,0,55,48,339,3791,5
93637,09:36:37,1257.4246,7738.2836,0.00E+00,0,1,00c5,60,0.00E+00,5a,57,0,55,48,339,3791,5
93637,09:36:37,1257.4246,7738.2837,0dfc,0,5,00c8,60,0.00E+00,5a,57,0,55,48,300,3700,5
93638,09:36:38,1257.4246,7738.2838,0.00E+00,0,5,00c6,61,0d00,5a,57,0,55,48,300,3700,5
93638,09:36:38,1257.4245,7738.2838,0.00E+00,0,5,00c6,61,0d00,5a,57,0,55,49,300,3700,5
93639,09:36:39,1257.4246,7738.2839,0e3c,0,5,00c8,61,0.00E+00,5a,57,0,55,49,300,3700,5
93639,09:36:39,1257.4246,7738.2839,0.00E+00,0,5,00c6,61,0.00E+00,5a,57,0,55,48,300,3700,5
93640,09:36:40,1257.4246,7738.2839,0.00E+00,0,5,00c6,61,0d00,5a,57,0,55,48,300,3700,5
93640,09:36:40,1257.4246,7738.284,0.00E+00,0,5,00c6,61,0d00,5a,57,0,55,49,300,3700,5
93641,09:36:41,1257.4246,7738.284,0e2c,0,5,00c5,61,0d00,5a,57,0,55,49,300,3700,5
93641,09:36:41,1257.4246,7738.284,0.00E+00,0,5,00c5,61,0d00,5a,57,0,55,49,300,3700,5
93642,09:36:42,1257.4246,7738.284,0e3c,0,5,00c6,60,0d00,5a,57,0,55,49,300,3700,5
