Time (GMT),Time,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR
210,00:02:10,1454,4d,2,020c,7c,1644,61,57,10,75,57,04ff,3731,32
210,00:02:10,15a4,27,2,210,80,1a00,63,57,11,75,57,400,3700,32
211,00:02:11,16d8,2e,2,023f,80,1a00,63,57,11,75,58,600,3700,32
211,00:02:11,1830,34,2,026d,7f,1.00E+00,69,57,14,75,58,600,3700,32
212,00:02:12,1940,21,2,257,7f,1.00E+00,69,57,14,75,58,600,3700,35
212,00:02:12,1a50,19,2,01da,53,1900,6c,57,14,75,58,600,3700,35
213,00:02:13,1990,0,1,011b,53,1900,6c,57,14,75,58,600,3700,3e
213,00:02:13,1844,0,1,007e,1b,1100,65,57,11,75,58,600,3700,3e
214,00:02:14,15d0,0,1,37,1b,1100,65,57,11,75,58,500,3700,47
214,00:02:14,13b0,0,1,10,8,0f00,60,57,0e,75,58,500,3700,47
215,00:02:15,1280,0,1,75,8,0f00,60,57,0e,75,56,400,3700,5b
215,00:02:15,114c,6,2,00b7,3f,1000,5e,57,0d,75,56,400,3700,5b
216,00:02:16,10c0,1,2,00fa,3f,1000,5e,57,0d,75,55,300,3700,4a
216,00:02:16,1.00E+01,6,2,108,60,1000,5e,57,0d,75,55,300,3700,4a
217,00:02:17,1138,6,2,113,60,1000,5e,57,0d,75,55,300,3700,3c
217,00:02:17,1134,6,2,109,5f,1090,5e,57,0d,75,55,03be,3719,3c
218,00:02:18,1198,2c,2,013b,5f,1090,5e,57,0d,75,55,03dc,3733,32
218,00:02:18,126c,34,2,01cf,91,1748,5f,57,0f,75,55,03dc,3733,32
219,00:02:19,1358,22,2,192,91,1748,5f,57,0f,75,55,047f,3748,32
219,00:02:19,1474,2d,2,01db,7b,17ac,61,57,10,75,55,047f,3748,32
220,00:02:20,1560,61,2,225,7b,17ac,61,57,10,75,56,573,374a,32
220,00:02:20,1780,68,2,2.00E+07,9e,20a8,67,57,13,75,56,573,374a,32
221,00:02:21,1958,3d,2,2.00E+08,9e,20a8,67,57,13,75,57,6.00E+03,374e,32
221,00:02:21,1.90E+09,18,2,020c,5f,19dc,6d,57,15,75,57,6.00E+03,374e,32
222,00:02:22,1aec,19,2,01d2,5f,19dc,6d,57,15,75,58,071b,374e,39
222,00:02:22,1b3c,19,2,01da,4f,1914,6d,57,15,75,58,071b,374e,39
223,00:02:23,1b84,1d,2,224,4f,1914,6d,57,15,75,58,773,373b,3c
223,00:02:23,1c44,18,2,01f6,50,1a2c,6f,57,16,75,58,773,373b,3c
224,00:02:24,1c5c,28,2,01fb,50,1a2c,6f,57,16,75,58,07cb,372a,40
224,00:02:24,1ce4,1a,2,01db,48,1900,70,57,16,75,58,700,3700,40
225,00:02:25,1c4c,0,1,0,48,1900,70,57,16,76,57,600,3700,43
225,00:02:25,1a34,0,1,53,11,1100,66,57,13,76,57,600,3700,43
226,00:02:26,18ac,0d,2,93,11,1100,66,57,13,76,56,500,3700,55
226,00:02:26,17bc,0d,2,00eb,34,1300,63,57,12,76,56,500,3700,55
227,00:02:27,1760,14,2,113,34,1300,63,57,12,76,56,500,3700,64
227,00:02:27,1590,0,1,001f,1f,1200,62,57,10,76,56,500,3700,64
228,00:02:28,14d4,0,1,31,1f,1200,62,57,10,76,55,400,3700,6f
228,00:02:28,1340,0f,2,45,1b,1000,5f,57,0f,76,55,400,3700,6f
229,00:02:29,121c,10,2,132,1b,1000,5f,57,0f,76,55,400,3700,46
229,00:02:29,12d4,15,2,166,6e,1300,5f,57,0f,76,55,400,3700,46
230,00:02:30,1344,14,2,165,6e,1300,5f,57,0f,76,54,400,3700,36
230,00:02:30,134c,10,2,135,5c,1200,60,57,0f,76,54,400,3700,36
231,00:02:31,13a4,1d,2,153,5c,1200,60,57,0f,76,54,400,3700,33
231,00:02:31,140c,3,1,155,63,1338,60,57,0f,76,54,484,3748,33
232,00:02:32,1380,0f,2,007d,63,1338,60,57,0f,76,55,473,371a,41
232,00:02:32,1278,0,1,00c4,3c,10b8,5f,57,0e,76,55,473,371a,41
233,00:02:33,1210,0,1,0.00E+00,3c,10b8,5f,57,0e,76,54,03dc,372e,56
233,00:02:33,1158,0,1,00be,49,0fb4,5e,57,0d,76,54,03dc,372e,56
234,00:02:34,10cc,0,1,00aa,49,0fb4,5e,57,0d,76,54,03a8,3728,6e
234,00:02:34,1038,0,1,00a6,43,0.00E+00,5d,57,0c,76,54,03a8,3728,6e
235,00:02:35,0fdc,0,1,00b6,43,0.00E+00,5d,57,0c,76,54,304,3728,64
235,00:02:35,0f74,0,1,00bd,52,0e9c,5c,57,0c,76,54,304,3728,64
236,00:02:36,0f0c,0,1,00ba,52,0e9c,5c,57,0c,76,54,318,3719,68
236,00:02:36,0ee4,0,1,00b1,50,0d70,5c,57,0b,76,54,318,3719,68
237,00:02:37,0ea4,1,2,00b7,50,0d70,5c,57,0b,76,54,310,370a,5d
237,00:02:37,0eac,2,2,00d5,62,0.00E+00,5c,57,0c,76,54,310,370a,5d
238,00:02:38,0f40,0,1,013d,62,0.00E+00,5c,57,0c,76,54,033f,371b,42
238,00:02:38,0ff0,0,1,00ea,5e,0f00,5d,57,0c,76,54,300,3700,42
239,00:02:39,0fb4,0,1,00b8,5e,0f00,5d,57,0c,76,54,300,3700,5d
239,00:02:39,0ed4,1,2,92,44,0d00,5c,57,0b,76,54,300,3700,5d
240,00:02:40,0.00E+00,8,2,00d3,44,0d00,5c,57,0b,76,54,300,3700,32
240,00:02:40,0f6c,8,2,123,7b,1000,5d,57,0c,76,54,300,3700,32
241,00:02:41,104c,8,2,139,7b,1000,5d,57,0c,76,54,300,3700,32
241,00:02:41,10b4,7,2,011a,68,1000,5d,57,0d,76,54,300,3700,32
242,00:02:42,10bc,5,2,00d7,68,1000,5d,57,0d,76,55,300,3700,43
242,00:02:42,1084,5,2,00c7,4c,0.00E+00,5d,57,0d,76,55,300,3700,43
243,00:02:43,1090,0d,2,125,4c,0.00E+00,5d,57,0d,76,55,300,3700,3a
243,00:02:43,111c,4,2,00f7,5b,1000,5e,57,0d,76,55,300,3700,3a
244,00:02:44,10f8,0,1,0.00E+00,5b,1000,5e,57,0d,76,55,300,3700,48
244,00:02:44,1088,0,1,00be,4b,0f00,5d,57,0c,76,55,300,3700,48
245,00:02:45,1014,0,1,00a5,4b,0f00,5d,57,0c,76,55,300,3700,60
245,00:02:45,0f78,0,1,95,41,0.00E+00,5d,57,0c,76,55,374,3735,60
246,00:02:46,0f10,6,2,00d0,41,0.00E+00,5d,57,0c,76,55,033f,36f9,47
246,00:02:46,0f74,5,2,106,6c,0f28,5d,57,0c,76,55,033f,36f9,47
247,00:02:47,0fd4,5,2,104,6c,0f28,5d,57,0c,76,55,376,3722,3a
247,00:02:47,1020,5,2,0.00E+00,5c,0f14,5d,57,0c,76,55,376,3722,3a
248,00:02:48,100c,5,2,00df,5c,0f14,5d,57,0c,76,55,036f,3713,32
248,00:02:48,1040,0a,2,133,75,111c,5d,57,0d,76,55,036f,3713,32
249,00:02:49,10bc,7,2,123,75,111c,5d,57,0d,76,55,03ad,372d,33
249,00:02:49,110c,6,2,00f5,5b,102c,5e,57,0d,76,55,03ad,372d,33
250,00:02:50,10a4,1,1,00ee,5b,102c,5e,57,0d,76,55,03a8,372f,46
250,00:02:50,1064,0,1,00c9,4b,0fb4,5d,57,0c,76,55,03a8,372f,46
251,00:02:51,0fdc,0,2,00ac,4b,0fb4,5d,57,0c,76,55,363,370e,5e
251,00:02:51,0f64,0,2,00a9,4b,0dfc,5d,57,0c,76,55,363,370e,5e
252,00:02:52,0fa8,10,2,131,4b,0dfc,5d,57,0c,76,55,359,3742,32
252,00:02:52,10d4,0b,2,179,86,1300,5e,57,0d,76,55,300,3700,32
253,00:02:53,1158,10,2,00f4,86,1300,5e,57,0d,76,55,300,3700,32
253,00:02:53,11dc,12,2,013e,6a,1200,5e,57,0e,76,55,300,3700,32
254,00:02:54,1270,13,2,013f,6a,1200,5e,57,0e,76,55,400,3700,32
254,00:02:54,12a8,0e,2,129,5c,1100,5f,57,0f,76,55,400,3700,32
255,00:02:55,12cc,0f,2,112,5c,1100,5f,57,0f,76,55,400,3700,3b
255,00:02:55,1268,0d,2,011d,5c,1100,5f,57,0e,76,55,400,3700,3b
256,00:02:56,122c,5,2,0.00E+00,5c,1100,5f,57,0e,76,55,400,3600,4e
256,00:02:56,11f8,0,1,00da,4b,1000,5e,57,0d,76,55,400,3600,4e
257,00:02:57,12fc,0,5,00c1,4b,1000,5e,57,0d,76,55,400,3600,6d
257,00:02:57,114c,0,5,009b,3a,1000,5e,57,0b,76,55,400,3600,6d
258,00:02:58,0f64,0,5,84,3a,1000,5e,57,0b,76,55,200,3600,66
258,00:02:58,0.00E+00,0,5,88,45,0c00,5c,57,9,76,55,200,3600,66
259,00:02:59,0.00E+00,0,1,85,45,0c00,5c,57,9,76,54,200,3700,69
259,00:02:59,0.00E+00,0,1,85,44,0c1c,5c,57,8,76,54,02f1,3713,69
300,00:03:00,0dd0,0,1,008d,44,0c1c,5c,57,8,76,54,029a,3.60E+05,61
300,00:03:00,0ca0,0,1,00da,86,0ca8,5b,57,8,76,54,029a,3.60E+05,61
301,00:03:01,0d48,0,1,116,86,0ca8,5b,57,8,76,54,02c5,36ac,36
301,00:03:01,0dc0,0,1,116,8a,0dc0,5c,57,9,76,54,02c5,36ac,36
302,00:03:02,0de4,0,1,120,8a,0dc0,5c,57,9,76,55,02f9,3715,32
302,00:03:02,0e1c,0,1,117,86,0eec,5c,57,0a,76,55,02f9,3715,32
303,00:03:03,0.00E+00,0,1,116,86,0eec,5c,57,0a,76,55,02fb,3699,32
303,00:03:03,0f84,0,1,00fa,6a,0f78,5c,57,0b,76,55,02fb,3699,32
304,00:03:04,0eb8,0,1,00d6,6a,0f78,5c,57,0b,76,55,310,36ab,33
304,00:03:04,0ea8,0,1,00cb,5d,0dac,5c,57,0b,76,55,310,36ab,33
305,00:03:05,0.00E+00,0,1,00bd,5d,0dac,5c,57,0b,76,55,311,36c3,33
305,00:03:05,0.00E+00,3,2,00b7,5a,0de8,5c,57,0b,76,55,311,36c3,33
306,00:03:06,0ee0,6,2,135,5a,0de8,5c,57,0b,76,55,326,36d9,3b
306,00:03:06,0f68,0,1,00f4,6a,0.00E+00,5d,57,0c,76,55,300,3600,3b
307,00:03:07,0f60,0,1,00c4,6a,0.00E+00,5d,57,0c,76,55,300,3600,4d
307,00:03:07,0ef0,0,1,00a7,4d,0d00,5c,57,0b,76,55,300,3600,4d
308,00:03:08,0e9c,0,1,00b4,4d,0d00,5c,57,0b,76,55,300,3600,4f
308,00:03:08,0.00E+00,0,1,00bd,5c,0d00,5c,57,0b,76,55,300,3600,4f
309,00:03:09,0f90,0,1,00ae,5c,0d00,5c,57,0b,76,55,300,3600,58
309,00:03:09,0f24,0,1,86,3b,0d00,5c,57,9,76,55,300,3600,58
310,00:03:10,0.00E+00,0,1,88,3b,0d00,5c,57,9,76,55,200,3600,66
310,00:03:10,0.00E+00,0,1,008b,47,0c00,5c,57,8,76,55,200,3600,66
311,00:03:11,0.00E+00,0,1,008b,47,0c00,5c,57,8,76,55,200,3600,6d
311,00:03:11,0.00E+00,0,1,008a,48,0c00,5b,57,7,76,55,200,3600,6d
312,00:03:12,0db0,0,1,98,48,0c00,5b,57,7,76,55,200,3600,6a
312,00:03:12,0dc4,0,1,009c,52,0c00,5b,57,5,76,55,200,3600,6a
313,00:03:13,0.00E+00,0,1,00a1,52,0c00,5b,57,5,76,55,200,3600,68
313,00:03:13,0eb0,0,1,97,45,0ce4,5b,57,3,76,55,02ec,36b4,68
314,00:03:14,0e4c,0,1,87,45,0ce4,5b,57,3,76,55,02cf,36a4,6b
314,00:03:14,0.00E+00,0d,2,00b3,6f,0d34,5b,57,1,76,55,02cf,36a4,6b
315,00:03:15,16c8,17,2,01a0,6f,0d34,5b,57,1,76,55,05a4,353a,61
315,00:03:15,13d4,1c,2,01b5,6d,1414,60,57,0,76,55,05a4,353a,61
316,00:03:16,142c,28,2,024a,6d,1414,60,57,0,76,57,04ef,3407,55
316,00:03:16,117c,0,1,145,75,1.50E+01,62,57,2,76,57,04ef,3407,55
317,00:03:17,0f98,0,1,013d,75,1.50E+01,62,57,2,76,56,387,3670,40
317,00:03:17,1098,0,1,00df,57,0f78,5f,57,2,76,56,387,3670,40
318,00:03:18,107c,0,1,009d,57,0f78,5f,57,2,76,55,036f,3634,55
318,00:03:18,0eb0,0,5,89,42,0cd0,5d,57,1,76,55,036f,3634,55
319,00:03:19,0de8,0,5,98,42,0cd0,5d,57,1,76,55,02ee,353f,61
319,00:03:19,0e1c,0,5,98,4d,0c58,5c,57,1,76,55,02ee,353f,61
320,00:03:20,0e3c,0,5,90,4d,0c58,5c,57,1,76,55,02ec,3679,68
320,00:03:20,0e2c,0,5,90,48,0c00,5c,57,1,76,55,200,3600,68
321,00:03:21,0.00E+00,0,5,90,48,0c00,5c,57,1,76,55,200,3600,6c
321,00:03:21,0.00E+00,0,5,95,4c,0c00,5b,57,1,76,55,200,3600,6c
322,00:03:22,0.00E+00,0,5,008e,4c,0c00,5b,57,1,76,55,200,3600,6a
322,00:03:22,0.00E+00,0,5,90,49,0c00,5b,57,2,76,55,200,3600,6a
323,00:03:23,0.00E+00,0,5,008f,49,0c00,5b,57,2,76,55,200,3600,6a
323,00:03:23,0e1c,0,5,93,4b,0c00,5b,57,2,76,55,200,3600,6a
324,00:03:24,0.00E+00,0,5,008e,4b,0c00,5b,57,2,76,55,200,3600,6b
324,00:03:24,0.00E+00,0,5,90,4a,0c00,5b,57,1,76,55,200,3600,6b
325,00:03:25,0e0c,0,5,92,4a,0c00,5b,57,1,76,55,200,3600,6b
325,00:03:25,0dac,13,2,163,52,0c00,5b,57,1,76,55,200,3600,6b
326,00:03:26,144c,0,1,63,52,0c00,5b,57,1,76,55,400,3600,4d
326,00:03:26,0de4,0,5,92,44,0c00,5d,57,1,76,55,400,3600,4d
327,00:03:27,0.00E+00,0,5,009a,44,0c00,5d,57,1,76,56,300,3600,50
327,00:03:27,0d7c,0,2,00ba,62,0c30,5c,57,0,76,56,307,366f,50
328,00:03:28,1638,2a,2,248,62,0c30,5c,57,0,76,55,568,36f8,38
328,00:03:28,13a0,12,2,209,97,1644,61,57,1,76,55,568,36f8,38
329,00:03:29,0f9c,0,1,124,97,1644,61,57,1,76,57,390,36a5,34
329,00:03:29,1050,5,1,014b,7a,1.00E+01,5f,57,2,76,57,390,36a5,34
330,00:03:30,0.00E+00,0,1,00eb,7a,1.00E+01,5f,57,2,76,56,304,36b6,33
330,00:03:30,0.00E+00,0,1,00eb,6f,0.00E+00,5d,57,3,76,56,304,36b6,33
331,00:03:31,0.00E+00,0,1,00db,6f,0.00E+00,5d,57,3,76,55,329,3668,34
331,00:03:31,0f08,0,5,00b9,54,0.00E+00,5d,57,2,76,55,329,3668,34
332,00:03:32,0e8c,0,1,00ab,54,0.00E+00,5d,57,2,76,55,030e,3.60E+04,34
332,00:03:32,0df4,0,1,00cf,6b,0d5c,5c,57,0,76,55,030e,3.60E+04,34
333,00:03:33,0e1c,0,1,00c7,6b,0d5c,5c,57,0,76,55,02b5,3.60E+06,33
333,00:03:33,0.00E+00,0,1,00ee,6f,0.00E+00,5c,57,0,76,55,02b5,3.60E+06,33
334,00:03:34,0.00E+00,0,1,00ea,6f,0.00E+00,5c,57,0,76,55,030c,36c8,33
334,00:03:34,104c,0,1,00c3,4b,0.00E+00,5c,57,0,76,55,300,3600,33
335,00:03:35,0f40,0,5,008c,4b,0.00E+00,5c,57,0,76,55,300,3600,46
335,00:03:35,0.00E+00,0,5,008e,48,0c00,5c,57,0,76,55,300,3600,46
336,00:03:36,0e1c,0,5,008f,48,0c00,5c,57,0,76,55,200,3600,4e
336,00:03:36,0.00E+00,0,5,90,4a,0c00,5c,57,0,76,55,200,3600,4e
337,00:03:37,0.00E+00,0,5,91,4a,0c00,5c,57,0,76,55,200,3600,57
337,00:03:37,0.00E+00,0,5,008f,49,0c00,5b,57,0,76,55,200,3600,57
338,00:03:38,0e4c,0,5,93,49,0c00,5b,57,0,76,55,300,3600,61
338,00:03:38,0.00E+00,0,5,008f,48,0c00,5b,57,0,76,55,300,3600,61
339,00:03:39,0e3c,0,1,008d,48,0c00,5b,57,0,76,55,200,3600,69
339,00:03:39,0.00E+00,0,1,008d,48,0c00,5b,57,0,76,55,200,3600,69
340,00:03:40,0.00E+00,0,1,008b,48,0c00,5b,57,0,76,55,200,3600,6c
340,00:03:40,0.00E+00,0,1,008b,47,0b00,5b,57,0,76,55,200,3600,6c
341,00:03:41,0.00E+00,0,1,008e,47,0b00,5b,57,0,76,55,200,3600,66
341,00:03:41,0.00E+00,0,1,008c,47,0c44,5b,57,0,76,55,02dc,36dd,66
342,00:03:42,0.00E+00,0,1,008b,47,0c44,5b,57,0,76,56,02db,36d6,68
342,00:03:42,0.00E+00,0,1,008b,48,0bf4,5b,57,0,76,56,02db,36d6,68
343,00:03:43,0.00E+00,0,1,008c,48,0bf4,5b,57,0,76,56,02d4,3.60E+01,6a
343,00:03:43,0.00E+00,0,1,008b,47,0c30,5b,57,0,76,56,02d4,3.60E+01,6a
344,00:03:44,0.00E+00,0,1,008b,47,0c30,5b,57,0,76,56,02cd,36df,6a
344,00:03:44,0.00E+00,0,1,008c,48,0c08,5b,57,0,76,56,02cd,36df,6a
345,00:03:45,0.00E+00,0,1,008b,48,0c08,5b,57,0,76,56,02d7,36f2,66
345,00:03:45,0.00E+00,0,1,008c,48,0c1c,5b,57,0,76,56,02d7,36f2,66
346,00:03:46,0.00E+00,0,1,008a,48,0c1c,5b,57,0,76,56,02d2,36f3,69
346,00:03:46,0.00E+00,0,1,008b,48,0bb8,5b,57,0,76,56,02d2,36f3,69
347,00:03:47,0.00E+00,0,1,89,48,0bb8,5b,57,0,76,56,02de,3.60E+10,6a
347,00:03:47,0e1c,0,1,008b,47,0c30,5b,57,0,76,56,02de,3.60E+10,6a
348,00:03:48,0.00E+00,0,1,008b,47,0c30,5b,57,0,76,56,02ca,3701,6a
348,00:03:48,0.00E+00,0,1,008b,47,0c00,5b,57,0,76,56,200,3700,6a
349,00:03:49,0.00E+00,0,1,89,47,0c00,5b,57,0,76,56,200,3600,6a
349,00:03:49,0e1c,0,1,008a,47,0c00,5b,57,0,76,56,200,3600,6a
350,00:03:50,0e0c,0,1,008a,47,0c00,5b,57,0,76,56,200,3600,6b
350,00:03:50,0e1c,0,1,008a,46,0c00,5b,57,0,76,56,200,3600,6b
351,00:03:51,0.00E+00,0,1,89,46,0c00,5b,57,0,76,56,200,3600,6a
351,00:03:51,0.00E+00,0,1,008a,47,0b00,5b,57,0,76,56,200,3600,6a
352,00:03:52,0.00E+00,0,1,008a,47,0b00,5b,57,0,76,56,200,3600,69
352,00:03:52,0e0c,0,1,008b,47,0b00,5b,57,0,76,56,200,3600,69
353,00:03:53,0.00E+00,0,1,88,47,0b00,5b,57,0,76,56,200,3600,6a
353,00:03:53,0.00E+00,0,1,008a,47,0b00,5b,57,0,76,56,200,3600,6a
354,00:03:54,0.00E+00,0,1,89,47,0b00,5b,57,0,76,56,200,3600,6a
354,00:03:54,0e1c,0,1,008a,47,0b00,5b,57,0,76,56,200,3600,6a
355,00:03:55,0.00E+00,0,1,008a,47,0b00,5b,57,0,76,56,200,3600,6a
355,00:03:55,0.00E+00,0,1,008a,47,0be0,5b,57,0,76,56,02d6,36dd,6a
356,00:03:56,0.00E+00,0,1,008b,47,0be0,5b,57,0,76,56,2.00E+05,36dd,69
356,00:03:56,0.00E+00,0,1,008a,46,0bf4,5b,57,0,76,56,2.00E+05,36dd,69
357,00:03:57,0.00E+00,0,1,008a,46,0bf4,5b,57,0,76,56,02db,36de,6a
357,00:03:57,0e1c,0,1,008b,47,0c30,5b,57,0,76,56,02db,36de,6a
358,00:03:58,0.00E+00,0,1,008a,47,0c30,5b,57,0,76,56,2.00E+07,3.60E+01,6a
358,00:03:58,0.00E+00,0,1,008a,47,0bf4,5b,57,0,76,56,2.00E+07,3.60E+01,6a
359,00:03:59,0e1c,0,1,008a,47,0bf4,5b,57,0,76,56,2.00E+00,36f3,68
359,00:03:59,0.00E+00,0,1,008b,48,0bcc,5b,57,0,76,56,2.00E+00,36f3,68
400,00:04:00,0.00E+00,0,1,87,48,0bcc,5b,57,0,76,56,02d6,36df,6a
400,00:04:00,0.00E+00,0,1,008a,47,0ba4,5b,57,0,76,56,02d6,36df,6a
401,00:04:01,0.00E+00,0,1,008b,47,0ba4,5b,57,0,76,57,02d9,36d7,6a
401,00:04:01,0.00E+00,0,1,008b,47,0c1c,5b,57,0,76,57,02d9,36d7,6a
402,00:04:02,0.00E+00,0,1,008a,47,0c1c,5b,57,0,76,57,02de,36ec,6a
402,00:04:02,0.00E+00,0,1,88,45,0c00,5b,57,0,76,57,200,3600,6a
403,00:04:03,0.00E+00,0,1,008b,45,0c00,5b,57,0,76,57,200,3600,6b
403,00:04:03,0.00E+00,0,1,008b,48,0b00,5b,57,0,76,57,200,3600,6b
404,00:04:04,0.00E+00,0,1,008a,48,0b00,5b,57,0,76,57,200,3600,69
404,00:04:04,0e0c,0,1,008b,47,0b00,5b,57,0,76,57,200,3600,69
405,00:04:05,0.00E+00,0,1,008b,47,0b00,5b,57,0,76,57,200,3600,68
405,00:04:05,0.00E+00,0,1,008a,46,0c00,5b,57,0,76,57,200,3600,68
406,00:04:06,0.00E+00,0,1,008a,46,0c00,5b,57,0,76,57,200,3600,6b
406,00:04:06,0.00E+00,0,1,008a,46,0c00,5b,57,0,76,57,200,3600,6b
407,00:04:07,0e1c,0,1,87,46,0c00,5b,57,0,76,57,200,3600,6a
407,00:04:07,0.00E+00,0,1,89,46,0b00,5b,57,0,76,57,200,3600,6a
408,00:04:08,0.00E+00,0,1,008a,46,0b00,5b,57,0,76,57,200,3600,6b
408,00:04:08,0.00E+00,0,1,008b,47,0c00,5b,57,0,76,57,200,3600,6b
409,00:04:09,0.00E+00,0,1,008b,47,0c00,5b,57,0,76,57,200,3600,6a
