Time (GMT),Time,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR
235953,23:59:53,0.00E+00,0,5,0.00E+00,6e,0.00E+00,5b,57,2,70,59,200,3600,33
235954,23:59:54,0f44,0,1,0.00E+00,6e,0.00E+00,5b,57,2,6f,59,300,3600,35
235954,23:59:54,0e9c,0,5,00c6,5c,0.00E+00,5b,57,2,6f,59,300,3600,35
235955,23:59:55,0e3c,0,5,00c6,5c,0.00E+00,5b,57,2,6f,59,300,3600,34
235955,23:59:55,0.00E+00,0,5,00c1,5e,0d00,5b,57,2,6f,59,300,3600,34
235956,23:59:56,0.00E+00,0,1,00c0,5e,0d00,5b,57,2,6f,59,200,3600,33
235956,23:59:56,0.00E+00,0,5,00bf,5f,0d00,5b,57,2,6f,59,200,3600,33
235957,23:59:57,0.00E+00,0,1,00be,5f,0d00,5b,57,2,6f,59,300,3600,35
235957,23:59:57,0e0c,0,1,00bb,5e,0d70,5b,57,2,6f,59,300,3.60E+10,35
235958,23:59:58,0dd8,0,5,00bf,5e,0d70,5b,57,2,6f,59,2.00E+02,364d,33
235958,23:59:58,0.00E+00,0,1,00c5,61,0d48,5b,57,4,6f,59,2.00E+02,364d,33
235959,23:59:59,0.00E+00,0,5,00be,61,0d48,5b,57,4,6f,59,02db,34a9,33
235959,23:59:59,0de8,0,5,00ca,65,0c6c,5b,57,5,6f,59,02db,34a9,33
0,00:00:00,0.00E+00,0,5,00bd,65,0c6c,5b,57,5,6f,59,02ec,36a9,34
0,00:00:00,0.00E+00,0,5,00c0,5e,0d0c,5b,57,6,6f,59,02ec,36a9,34
1,00:00:01,0.00E+00,0,5,00c1,5e,0d0c,5b,57,6,6f,59,02f6,36d1,33
1,00:00:01,0.00E+00,0,5,00bb,5b,0d20,5b,57,5,6f,59,02f6,36d1,33
2,00:00:02,0e2c,0,5,00b6,5b,0d20,5b,57,5,6f,59,309,3520,35
2,00:00:02,0dfc,0,5,00b8,5c,0be0,5b,57,3,6f,59,309,3520,35
3,00:00:03,0.00E+00,0,5,00b7,5c,0be0,5b,57,3,6f,59,309,36dc,35
3,00:00:03,0e0c,0,5,00b2,58,0d48,5b,57,1,6f,59,309,36dc,35
4,00:00:04,0de8,0,1,00bd,58,0d48,5b,57,1,6f,59,02f4,3307,36
4,00:00:04,0dd8,0,1,00c6,66,0d00,5b,57,0,6f,59,200,3300,36
5,00:00:05,0d88,0,1,0.00E+00,66,0d00,5b,57,0,6f,58,200,3300,36
5,00:00:05,0df4,0,1,114,86,0.00E+00,5b,57,0,6f,58,200,3300,36
6,00:00:06,0de0,0,1,119,86,0.00E+00,5b,57,0,6f,58,200,3500,34
6,00:00:06,0.00E+00,0,1,011b,85,0.00E+00,5b,57,1,6f,58,200,3500,34
7,00:00:07,1068,0,1,00dd,85,0.00E+00,5b,57,1,6f,59,300,3600,3b
7,00:00:07,0f14,0,1,00b6,50,0d00,5c,57,1,6f,59,300,3600,3b
8,00:00:08,0.00E+00,0,1,00a8,50,0d00,5c,57,1,6f,59,200,3600,42
8,00:00:08,0dfc,0,1,00ad,57,0d00,5b,57,0,6f,59,200,3600,42
9,00:00:09,0dc8,0,1,00c4,57,0d00,5b,57,0,6f,59,200,3500,39
9,00:00:09,0dfc,0,1,0.00E+00,6f,0d00,5b,57,0,6f,59,200,3500,39
10,00:00:10,0e4c,0,1,0.00E+00,6f,0d00,5b,57,0,6f,58,200,3300,36
10,00:00:10,0da8,0,1,0.00E+00,77,0d00,5b,57,3,6f,58,200,3300,36
11,00:00:11,0dac,0,1,00fd,77,0d00,5b,57,3,6f,58,200,3600,5
11,00:00:11,0ef0,0c,2,01dc,d7,12c0,5c,57,7,6f,58,02bf,367e,5
12,00:00:12,1250,12,2,01f1,d7,12c0,5c,57,7,6f,58,044d,36f4,32
12,00:00:12,1654,2c,2,210,77,1ae0,5e,57,0b,6f,58,044d,36f4,32
13,00:00:13,1ab8,2d,2,028d,77,1ae0,5e,57,0b,6f,59,702,36ec,32
13,00:00:13,1f18,2d,2,318,67,2314,6c,57,0f,6f,59,702,36ec,32
14,00:00:14,23a8,31,2,374,67,2314,6c,57,0f,6f,5b,0b0f,36ff,33
14,00:00:14,27dc,3d,2,03f5,6d,2774,85,57,13,6f,5b,0b0f,36ff,33
15,00:00:15,2bac,0,1,381,6d,2774,85,57,13,6f,5c,0.00E+00,3724,54
15,00:00:15,2420,0,1,00df,1a,13c4,7c,57,14,6f,5c,0.00E+00,3724,54
16,00:00:16,16d8,0,1,004d,1a,13c4,7c,57,14,6f,5c,496,36cc,63
16,00:00:16,1140,0,5,00b9,56,0f3c,64,57,14,6f,5c,496,36cc,63
17,00:00:17,0f4c,0,5,00ac,56,0f3c,64,57,14,6f,57,02ff,35c4,6d
17,00:00:17,0.00E+00,0,5,00a6,51,0cbc,5d,57,12,6f,57,02ff,35c4,6d
18,00:00:18,0.00E+00,0,5,00a7,51,0cbc,5d,57,12,6f,56,2.00E+08,369f,66
18,00:00:18,0.00E+00,0,5,00a5,52,0d00,5c,57,0d,6f,56,200,3600,66
19,00:00:19,0.00E+00,0,5,00a5,52,0d00,5c,57,0d,6f,56,200,3600,64
19,00:00:19,0.00E+00,0,5,00a6,54,0c00,5b,57,0a,6f,56,200,3600,64
20,00:00:20,0.00E+00,0,5,00ac,54,0c00,5b,57,0a,6f,56,200,3600,65
20,00:00:20,0.00E+00,0,5,00ac,56,0c00,5b,57,8,6f,56,200,3600,65
21,00:00:21,0.00E+00,0,1,00ab,56,0c00,5b,57,8,6f,57,200,3600,65
21,00:00:21,0e0c,0,1,00ac,55,0c00,5b,57,6,6f,57,200,3600,65
22,00:00:22,0dfc,0,1,00ad,55,0c00,5b,57,6,6f,57,200,3600,63
22,00:00:22,0de4,0,1,00b6,5c,0d00,5b,57,5,6f,57,200,3600,63
23,00:00:23,0d60,0,1,00cd,5c,0d00,5b,57,5,6f,57,200,3600,56
23,00:00:23,0d78,0,1,00d9,6f,0d00,5b,57,5,6f,57,200,3600,56
24,00:00:24,0ddc,0,1,0.00E+00,6f,0d00,5b,57,5,70,57,200,3600,41
24,00:00:24,0e1c,0c,2,109,b7,0.00E+00,5b,57,8,70,57,200,3600,41
25,00:00:25,0dbc,12,2,01c3,b7,0.00E+00,5b,57,8,70,57,200,3600,5
25,00:00:25,0d18,36,2,01b9,e3,1310,5c,57,0c,70,57,02a4,3699,5
26,00:00:26,0ffc,67,2,01c0,e3,1310,5c,57,0c,70,57,038b,3702,5
26,00:00:26,12c0,67,2,01fa,96,1810,5d,57,10,70,57,038b,3702,5
27,00:00:27,1550,3a,2,246,96,1810,5d,57,10,70,57,548,3707,32
27,00:00:27,1878,65,2,02d7,90,2094,64,57,15,70,57,548,3707,32
28,00:00:28,1b08,0,1,02d1,90,2094,64,57,15,70,59,06ba,3742,3a
28,00:00:28,1724,0,1,54,15,1.50E+01,64,57,16,70,59,06ba,3742,3a
29,00:00:29,11cc,37,2,161,15,1.50E+01,64,57,16,70,59,04bf,3743,32
29,00:00:29,1218,47,2,225,ae,1504,62,57,17,70,59,04bf,3743,32
30,00:00:30,1368,46,2,225,ae,1504,62,57,17,70,57,048a,3763,32
30,00:00:30,1444,48,2,243,9e,1b94,62,57,19,70,57,048a,3763,32
31,00:00:31,1.40E+01,3c,2,258,9e,1b94,62,57,19,70,57,052d,376b,32
31,00:00:31,15a4,3b,2,267,96,1cfc,65,57,1b,70,57,052d,376b,32
32,00:00:32,1678,32,2,266,96,1cfc,65,57,1b,71,58,05db,371c,32
32,00:00:32,1738,26,2,023b,7c,1c00,67,57,1c,71,58,500,3700,32
33,00:00:33,1784,1e,2,201,7c,1c00,67,57,1c,71,58,600,3700,32
33,00:00:33,1800,2d,2,01f7,69,1a00,68,57,1e,71,58,600,3700,32
34,00:00:34,1884,25,2,254,69,1a00,68,57,1e,71,58,600,3700,3b
34,00:00:34,14cc,0,5,001e,0a,1400,65,57,1d,71,58,600,3700,3b
35,00:00:35,0ce8,0,5,00a2,0a,1400,65,57,1d,71,58,200,3600,43
35,00:00:35,0e1c,0,5,97,4c,0c00,5e,57,14,71,58,200,3600,43
36,00:00:36,0.00E+00,0,5,96,4c,0c00,5e,57,14,71,55,200,3600,4b
36,00:00:36,0dfc,0,5,009b,4f,0c00,5c,57,0b,71,55,200,3600,4b
37,00:00:37,0.00E+00,0,5,009b,4f,0c00,5c,57,0b,71,55,200,3600,50
37,00:00:37,0e0c,0,5,009d,50,0c00,5c,57,7,71,55,200,3600,50
38,00:00:38,0df8,0,5,009f,50,0c00,5c,57,7,71,55,200,3600,55
38,00:00:38,0de4,0,5,00a6,55,0c00,5b,57,6,71,55,200,3600,55
39,00:00:39,0ddc,0,5,00aa,55,0c00,5b,57,6,71,55,200,3600,53
39,00:00:39,0.00E+00,0,1,00a3,50,0d20,5b,57,6,71,55,2.00E+05,363f,53
40,00:00:40,0dd0,0,1,00a4,50,0d20,5b,57,6,72,55,02d4,3708,54
40,00:00:40,0d88,0,1,00c7,69,0cd0,5b,57,7,72,55,02d4,3708,54
41,00:00:41,0db8,0,5,00ce,69,0cd0,5b,57,7,72,56,02d9,3.60E+09,45
41,00:00:41,0de0,0,5,00d9,6c,0d98,5b,57,8,72,56,02d9,3.60E+09,45
42,00:00:42,0e0c,0,5,00da,6c,0d98,5b,57,8,72,56,02ec,370c,35
42,00:00:42,0.00E+00,0,5,00d7,6a,0dc0,5c,57,9,72,56,02ec,370c,35
43,00:00:43,0e1c,0,1,00da,6a,0dc0,5c,57,9,72,56,02ee,3737,32
43,00:00:43,0dc0,0,1,0.00E+00,71,0de8,5c,57,0a,72,56,02ee,3737,32
44,00:00:44,0ebc,0,1,0.00E+00,71,0de8,5c,57,0a,72,56,035b,3.60E+07,38
44,00:00:44,0fd0,0,5,00ac,46,0f00,5c,57,0a,72,56,035b,3.60E+07,38
45,00:00:45,0.00E+00,0,5,009b,46,0f00,5c,57,0a,72,56,02ef,36f1,43
45,00:00:45,0.00E+00,0,5,009a,4e,0d0c,5b,57,6,72,56,02ef,36f1,43
46,00:00:46,0e1c,0,5,99,4e,0d0c,5b,57,6,72,56,2.00E+02,36de,4e
46,00:00:46,0dec,0,5,009c,50,0c00,5b,57,4,72,56,200,3600,4e
47,00:00:47,0.00E+00,0,5,009b,50,0c00,5b,57,4,72,56,200,3600,55
47,00:00:47,0.00E+00,0,5,009b,4f,0c00,5b,57,2,72,56,200,3600,55
48,00:00:48,0.00E+00,0,5,009c,4f,0c00,5b,57,2,72,56,200,3600,5d
48,00:00:48,0.00E+00,0,5,009d,4f,0c00,5b,57,2,72,56,200,3600,5d
49,00:00:49,0.00E+00,0,5,009c,4f,0c00,5b,57,2,72,56,200,3700,65
49,00:00:49,0e1c,0,5,009d,4f,0c00,5b,57,1,72,56,200,3700,65
50,00:00:50,0.00E+00,0,5,009b,4f,0c00,5b,57,1,73,56,200,3600,69
50,00:00:50,0.00E+00,0,1,009b,4d,0c00,5b,57,2,73,56,200,3600,69
51,00:00:51,0e3c,0,1,96,4d,0c00,5b,57,2,73,56,200,3600,6a
51,00:00:51,0df0,0,5,009b,50,0c00,5b,57,2,73,56,200,3600,6a
52,00:00:52,0.00E+00,0,5,009a,50,0c00,5b,57,2,73,56,200,3600,6a
52,00:00:52,0.00E+00,0,1,99,4c,0c00,5b,57,2,73,56,200,3600,6a
53,00:00:53,0.00E+00,0,1,96,4c,0c00,5b,57,2,73,56,200,3600,6b
53,00:00:53,0.00E+00,0,1,96,4c,0d0c,5b,57,2,73,56,02d1,36fe,6b
54,00:00:54,0.00E+00,0,1,96,4c,0d0c,5b,57,2,73,56,02b2,3735,67
54,00:00:54,0e1c,0,1,96,4c,0cd0,5b,57,3,73,56,02b2,3735,67
55,00:00:55,0.00E+00,0,1,98,4c,0cd0,5b,57,3,73,56,02d4,3732,68
55,00:00:55,0dfc,0,1,99,4e,0cbc,5b,57,3,73,56,02d4,3732,68
56,00:00:56,0dcc,0,1,00b9,4e,0cbc,5b,57,3,73,56,02cf,3700,5c
56,00:00:56,0dd8,0,1,00d8,6d,0de8,5b,57,4,73,56,02cf,3700,5c
57,00:00:57,0.00E+00,0,1,00fa,6d,0de8,5b,57,4,73,56,02ec,3720,42
57,00:00:57,0e3c,0,1,00f1,7a,0.00E+00,5b,57,6,73,56,02ec,3720,42
58,00:00:58,1028,0,1,00b6,7a,0.00E+00,5b,57,6,73,56,368,36a3,49
58,00:00:58,0ec8,0,5,00a0,4a,0d5c,5c,57,6,73,56,368,36a3,49
59,00:00:59,0.00E+00,0,5,009b,4a,0d5c,5c,57,6,73,56,02f8,36d5,56
59,00:00:59,0.00E+00,0,5,99,4e,0cbc,5b,57,6,73,56,02f8,36d5,56
100,00:01:00,0e0c,0,5,009b,4e,0cbc,5b,57,6,73,56,02f1,36b6,60
100,00:01:00,0dfc,0,5,009d,51,0c00,5b,57,5,73,56,200,3600,60
101,00:01:01,0e1c,0,5,009b,51,0c00,5b,57,5,73,56,200,3600,68
101,00:01:01,0.00E+00,0,5,009f,51,0c00,5b,57,5,73,56,200,3600,68
102,00:01:02,0.00E+00,0,1,009e,51,0c00,5b,57,5,73,56,200,3600,6b
102,00:01:02,0.00E+00,0,1,009a,4d,0c00,5b,57,4,73,56,200,3600,6b
103,00:01:03,0de0,0,1,00ae,4d,0c00,5b,57,4,73,56,200,3600,66
103,00:01:03,0de8,0,1,00af,59,0c00,5b,57,4,73,56,200,3600,66
104,00:01:04,0dec,0,5,00b7,59,0c00,5b,57,4,73,56,200,3600,6b
104,00:01:04,0.00E+00,0,5,00b0,56,0.00E+00,5b,57,4,73,56,200,3600,6b
105,00:01:05,0df4,0,5,00bc,56,0.00E+00,5b,57,4,73,56,200,3600,64
105,00:01:05,0eac,0,5,00a6,4f,0d00,5b,57,3,73,56,200,3600,64
106,00:01:06,0.00E+00,0,5,009c,4f,0d00,5b,57,3,73,56,200,3700,6b
106,00:01:06,0.00E+00,0,5,009a,4d,0d00,5b,57,3,73,56,200,3700,6b
107,00:01:07,0e2c,0,5,99,4d,0d00,5b,57,3,73,56,200,3600,6a
107,00:01:07,0.00E+00,0,1,98,4d,0ca8,5b,57,2,73,56,02d1,36ef,6a
108,00:01:08,0dc0,0,1,009b,4d,0ca8,5b,57,2,73,56,02bc,3724,66
108,00:01:08,0de0,0,1,00aa,57,0cd0,5b,57,2,73,56,02bc,3724,66
109,00:01:09,0e0c,0,1,00b6,57,0cd0,5b,57,2,73,56,02dc,372a,65
109,00:01:09,0e9c,0,5,00a1,4d,0d48,5b,57,2,73,56,02dc,372a,65
110,00:01:10,0e4c,0,1,00a0,4d,0d48,5b,57,2,73,56,02f4,3722,6b
110,00:01:10,0e1c,0,1,009e,4f,0cf8,5b,57,1,73,56,02f4,3722,6b
111,00:01:11,0.00E+00,0,1,00a1,4f,0cf8,5b,57,1,73,56,02dc,3.60E+05,68
111,00:01:11,0df0,0,5,00a6,54,0cd0,5b,57,1,73,56,02dc,3.60E+05,68
112,00:01:12,0e1c,0,5,00a3,54,0cd0,5b,57,1,73,56,2.00E+02,371e,68
112,00:01:12,0e1c,0,1,00a0,50,0cf8,5b,57,1,73,56,2.00E+02,371e,68
113,00:01:13,0ddc,0,1,00a5,50,0cf8,5b,57,1,73,56,02cd,3714,66
113,00:01:13,0df0,0,1,00aa,57,0c58,5b,57,1,73,56,02cd,3714,66
114,00:01:14,0dfc,0,1,00b0,57,0c58,5b,57,1,73,56,02f1,36fb,65
114,00:01:14,0da8,0,1,00be,64,0d00,5b,57,1,73,56,200,3600,65
115,00:01:15,0dc4,0,1,00c8,64,0d00,5b,57,1,73,56,200,3600,5c
115,00:01:15,0df0,0,1,00cc,66,0d00,5b,57,2,73,56,200,3600,5c
116,00:01:16,0.00E+00,0,1,00ce,66,0d00,5b,57,2,73,56,200,3600,4f
116,00:01:16,0db0,0,1,0.00E+00,75,0d00,5b,57,4,73,56,200,3600,4f
117,00:01:17,0d98,0,1,010f,75,0d00,5b,57,4,73,56,200,3600,33
117,00:01:17,0d98,0,2,147,9e,0f00,5c,57,7,73,56,200,3600,33
118,00:01:18,08f4,27,0,018c,9e,0f00,5c,57,7,73,56,200,3600,5
118,00:01:18,0c70,3d,2,01b5,f9,1100,5c,57,0a,73,56,200,3600,5
119,00:01:19,0.00E+00,3b,2,01f8,f9,1100,5c,57,0a,73,55,300,3700,5
119,00:01:19,1054,39,2,1.00E+07,b5,1500,5c,57,0e,73,55,300,3700,5
120,00:01:20,129c,32,2,01d9,b5,1500,5c,57,0e,73,56,400,3700,32
120,00:01:20,1408,20,2,017f,69,1500,5f,57,10,73,56,400,3700,32
121,00:01:21,1598,20,2,01bf,69,1500,5f,57,10,73,58,500,3700,3b
121,00:01:21,15f4,8,2,157,53,1504,62,57,10,73,58,053f,373c,3b
122,00:01:22,15d0,0,1,00a1,53,1504,62,57,10,74,58,051d,373a,43
122,00:01:22,1448,0,5,57,1b,102c,5f,57,0e,74,58,051d,373a,43
123,00:01:23,127c,0,5,24,1b,102c,5f,57,0e,74,58,03ec,3707,47
123,00:01:23,10ac,0,5,57,25,0e9c,5d,57,0c,74,58,03ec,3707,47
124,00:01:24,0f4c,0,5,77,25,0e9c,5d,57,0c,74,56,343,36ce,61
124,00:01:24,0ecc,0,5,90,46,0d34,5c,57,0b,74,56,343,36ce,61
125,00:01:25,0ec0,0,5,00a2,46,0d34,5c,57,0b,74,56,02dc,36ce,69
125,00:01:25,0e3c,0,5,00b1,58,0d0c,5c,57,0b,74,56,02dc,36ce,69
126,00:01:26,0e1c,0,5,00b7,58,0d0c,5c,57,0b,74,56,02f3,36ec,66
126,00:01:26,0.00E+00,0,5,00b7,5b,0d98,5b,57,0b,74,56,02f3,36ec,66
127,00:01:27,0edc,0,5,00b9,5b,0d98,5b,57,0b,74,56,033a,3704,69
127,00:01:27,0f3c,0,5,98,43,0dac,5c,57,0a,74,56,033a,3704,69
128,00:01:28,0e2c,0,5,95,43,0dac,5c,57,0a,74,56,02be,36f2,6a
128,00:01:28,0e0c,0,5,96,4d,0c00,5b,57,8,74,56,200,3600,6a
129,00:01:29,0.00E+00,0,5,95,4d,0c00,5b,57,8,74,56,200,3700,65
129,00:01:29,0.00E+00,0,5,96,4c,0c00,5b,57,5,74,56,200,3700,65
130,00:01:30,0e1c,0,5,96,4c,0c00,5b,57,5,74,56,200,3700,6b
130,00:01:30,0.00E+00,0,5,97,4d,0d00,5b,57,4,74,56,200,3700,6b
131,00:01:31,0.00E+00,0,5,97,4d,0d00,5b,57,4,74,56,200,3700,69
131,00:01:31,0.00E+00,0,5,97,4c,0c00,5b,57,1,74,56,200,3700,69
132,00:01:32,0.00E+00,0,5,96,4c,0c00,5b,57,1,74,56,200,3700,69
132,00:01:32,0.00E+00,0,5,96,4c,0c00,5b,57,0,74,56,200,3700,69
133,00:01:33,0.00E+00,0,5,97,4c,0c00,5b,57,0,74,56,200,3600,6a
133,00:01:33,0.00E+00,0,5,96,4c,0c00,5b,57,0,74,56,200,3600,6a
134,00:01:34,0.00E+00,0,5,96,4c,0c00,5b,57,0,74,56,200,3600,6b
134,00:01:34,0.00E+00,0,5,97,4d,0c00,5b,57,0,74,56,200,3600,6b
135,00:01:35,0.00E+00,0,5,95,4d,0c00,5b,57,0,74,56,200,3600,68
135,00:01:35,0.00E+00,0,5,96,4d,0ce4,5b,57,0,74,56,02c3,36db,68
136,00:01:36,0.00E+00,0,5,96,4d,0ce4,5b,57,0,74,56,2.00E+03,36de,6a
136,00:01:36,0.00E+00,0,5,99,4e,0c6c,5b,57,0,74,56,2.00E+03,36de,6a
137,00:01:37,0.00E+00,0,5,96,4e,0c6c,5b,57,0,74,56,02d1,3.60E+01,6b
137,00:01:37,0.00E+00,0,5,96,4d,0d0c,5b,57,0,74,56,02d1,3.60E+01,6b
138,00:01:38,0.00E+00,0,5,96,4d,0d0c,5b,57,0,74,56,02cb,36dc,69
138,00:01:38,0.00E+00,0,5,96,4c,0c30,5b,57,0,74,56,02cb,36dc,69
139,00:01:39,0.00E+00,0,1,95,4c,0c30,5b,57,0,74,56,02d1,371d,69
139,00:01:39,0d84,0,1,00ad,5d,0cf8,5b,57,0,74,56,02d1,371d,69
140,00:01:40,0d48,0,1,00ef,5d,0cf8,5b,57,0,74,56,02cf,36a2,51
140,00:01:40,0df4,0,1,00ee,75,0dfc,5b,57,3,74,56,02cf,36a2,51
141,00:01:41,0dcc,0,5,00f1,75,0dfc,5b,57,3,74,56,02ec,36da,3a
141,00:01:41,0dec,0,5,00f8,79,0.00E+00,5c,57,6,74,56,02ec,36da,3a
142,00:01:42,0.00E+00,0,5,00fd,79,0.00E+00,5c,57,6,74,56,307,36ad,32
142,00:01:42,0efc,0,5,0.00E+00,62,0.00E+00,5c,57,6,74,56,300,3600,32
143,00:01:43,0efc,0,5,00c5,62,0.00E+00,5c,57,6,74,56,300,3600,37
143,00:01:43,0.00E+00,0,1,00bc,5c,0d00,5c,57,6,74,56,300,3600,37
144,00:01:44,0ef4,18,2,00f0,5c,0d00,5c,57,6,74,56,300,3700,37
144,00:01:44,1.20E+01,0,1,165,70,1200,5d,57,8,74,56,300,3700,37
145,00:01:45,1458,15,2,146,70,1200,5d,57,8,74,57,400,3700,32
145,00:01:45,16a8,26,2,216,7a,1700,61,57,0b,74,57,400,3700,32
146,00:01:46,1ad4,19,2,255,7a,1700,61,57,0b,74,58,700,3700,38
146,00:01:46,1dbc,16,2,208,4b,1a00,6a,57,0d,74,58,700,3700,38
147,00:01:47,1d68,0,1,010e,4b,1a00,6a,57,0d,74,59,600,3600,41
147,00:01:47,1440,0,5,005a,19,1000,65,57,0d,74,59,600,3600,41
148,00:01:48,11a4,0,5,00bf,19,1000,65,57,0d,74,57,300,3700,5c
148,00:01:48,102c,0,5,91,3c,0f00,5f,57,0c,74,57,300,3700,5c
149,00:01:49,0.00E+00,0,5,89,3c,0f00,5f,57,0c,74,56,200,3600,6c
149,00:01:49,0.00E+00,0,5,008a,46,0c6c,5c,57,0c,74,56,02ca,36f6,6c
150,00:01:50,0.00E+00,0,5,86,46,0c6c,5c,57,0c,74,55,02d1,36df,6b
150,00:01:50,0dec,0,5,87,46,0ca8,5b,57,0b,74,55,02d1,36df,6b
151,00:01:51,0df8,0,5,008b,46,0ca8,5b,57,0b,74,56,02c1,36c9,69
151,00:01:51,0.00E+00,0,5,008d,48,0ce4,5b,57,9,74,56,02c1,36c9,69
152,00:01:52,0.00E+00,0,5,008e,48,0ce4,5b,57,9,74,56,02d1,36bf,6b
152,00:01:52,0.00E+00,0,5,008e,49,0c30,5b,57,7,74,56,02d1,36bf,6b
153,00:01:53,0.00E+00,0,1,008d,49,0c30,5b,57,7,74,56,02dc,365b,56
153,00:01:53,11b4,0b,2,141,5c,0.00E+00,5b,57,6,74,56,02dc,365b,56
154,00:01:54,16f8,0a,1,175,5c,0.00E+00,5b,57,6,74,57,052d,3714,65
154,00:01:54,10cc,0,1,013d,75,12d4,5f,57,6,74,57,052d,3714,65
155,00:01:55,1164,0,2,153,75,12d4,5f,57,6,74,57,03ad,3711,65
155,00:01:55,105c,1,2,013d,77,11bc,5e,57,6,74,57,03ad,3711,65
156,00:01:56,1138,25,2,01d9,77,11bc,5e,57,6,74,56,03f9,371c,5
156,00:01:56,129c,2d,2,021a,a3,1800,5f,57,8,74,56,300,3700,5
157,00:01:57,1164,17,2,209,a3,1800,5f,57,8,74,56,300,3700,5
157,00:01:57,0ea8,17,2,01d4,c6,1300,60,57,0a,74,56,300,3700,5
158,00:01:58,0d24,18,2,01dc,c6,1300,60,57,0a,74,57,200,3700,5
158,00:01:58,0df8,1d,2,01eb,c9,1100,5e,57,0b,74,57,200,3700,5
159,00:01:59,0.00E+00,38,2,01d9,c9,1100,5e,57,0b,74,56,300,3700,5
159,00:01:59,0f54,3e,2,01d0,be,1400,5e,57,0c,74,56,300,3700,5
200,00:02:00,1070,38,2,01d6,be,1400,5e,57,0c,74,56,300,3700,5
200,00:02:00,1130,33,2,01f8,a9,1600,5f,57,0e,74,56,300,3700,5
201,00:02:01,1204,31,2,020c,a9,1600,5f,57,0e,74,57,400,3700,32
201,00:02:01,129c,2e,2,217,a1,1900,60,57,0f,74,57,400,3700,32
202,00:02:02,1388,21,2,01fa,a1,1900,60,57,0f,74,57,400,3700,32
202,00:02:02,1430,1d,2,195,6d,1500,61,57,10,74,57,400,3700,32
203,00:02:03,1400,1c,2,190,6d,1500,61,57,10,74,57,400,3700,32
203,00:02:03,1438,1e,2,018b,6a,1590,61,57,10,74,57,04be,3734,32
204,00:02:04,144c,20,2,01aa,6a,1590,61,57,10,74,58,04bc,373a,32
204,00:02:04,13b0,12,2,016e,65,1310,62,57,0f,74,58,04bc,373a,32
205,00:02:05,13b8,11,2,163,65,1310,62,57,0f,75,57,047b,373a,41
205,00:02:05,1304,9,2,011e,59,1270,60,57,0e,75,57,047b,373a,41
206,00:02:06,1298,1,2,011d,59,1270,60,57,0e,75,57,042b,371c,5c
206,00:02:06,1284,0,1,011c,58,1248,5f,57,0e,75,57,042b,371c,5c
207,00:02:07,123c,3,1,100,58,1248,5f,57,0e,75,56,03c6,3733,6e
207,00:02:07,11bc,1e,2,00d4,49,102c,5e,57,0d,75,56,03c6,3733,6e
208,00:02:08,119c,28,2,01eb,49,102c,5e,57,0d,75,56,03ef,3.60E+08,32
208,00:02:08,1278,29,2,212,a2,18d8,60,57,0f,75,56,03ef,3.60E+08,32
209,00:02:09,134c,28,2,01f7,a2,18d8,60,57,0f,75,56,471,3740,32
209,00:02:09,13b0,22,2,01bf,7c,1644,61,57,10,75,56,471,3740,32
